senator_name,funding_year,start_page,record_count,outcome
PATRICK J.TOOMEY,2015,1924,101,unmatched
PATRICK J.TOOMEY,2016,1928,452,unmatched
TOM UDALL (NM),2015,1945,70,unmatched
TOM UDALL (NM),2016,1948,392,unmatched
