severity,reason,source_doc,source_pdf,reference_page,office,funding_year,label,expected,detail,exception_key
warning,banner_check_discrepancy,114sdoc13,GPO-CDOC-114sdoc13.pdf,41,MAJORITY WHIP (R),2015,BANNER ORGANIZATION TOTALS,110.94,status=warn; banner=110.94; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_discrepancy|41|MAJORITY WHIP (R)|2015|BANNER ORGANIZATION TOTALS|110.94
warning,banner_check_discrepancy,114sdoc13,GPO-CDOC-114sdoc13.pdf,42,MAJORITY WHIP (R),2016,BANNER ORGANIZATION TOTALS,478.87,status=warn; banner=478.87; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_discrepancy|42|MAJORITY WHIP (R)|2016|BANNER ORGANIZATION TOTALS|478.87
warning,banner_check_discrepancy,114sdoc13,GPO-CDOC-114sdoc13.pdf,45,CHAIRMAN MAJORITY CONFERENCE COMMITTEE (R),2016,BANNER ORGANIZATION TOTALS,1195.17,status=warn; banner=1195.17; parsed_body=213.39. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_discrepancy|45|CHAIRMAN MAJORITY CONFERENCE COMMITTEE (R)|2016|BANNER ORGANIZATION TOTALS|1195.17
warning,banner_check_discrepancy,114sdoc13,GPO-CDOC-114sdoc13.pdf,48,CHAIRMAN MAJORITY POLICY COMMITTEE (R),2016,BANNER ORGANIZATION TOTALS,2052.94,status=warn; banner=2052.94; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_discrepancy|48|CHAIRMAN MAJORITY POLICY COMMITTEE (R)|2016|BANNER ORGANIZATION TOTALS|2052.94
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,55,APPROPRIATIONS,2014,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|55|APPROPRIATIONS|2014|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,114sdoc13,GPO-CDOC-114sdoc13.pdf,56,APPROPRIATIONS,2015,NET PAYROLL EXPENSES,136.43,A normally itemized subtotal has no parsed records; exact review is required.,114sdoc13|unexpected_zero_records|56|APPROPRIATIONS|2015|NET PAYROLL EXPENSES|136.43
warning,banner_check_discrepancy,114sdoc13,GPO-CDOC-114sdoc13.pdf,56,APPROPRIATIONS,2015,BANNER ORGANIZATION TOTALS,136.43,status=warn; banner=136.43; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_discrepancy|56|APPROPRIATIONS|2015|BANNER ORGANIZATION TOTALS|136.43
warning,banner_check_discrepancy,114sdoc13,GPO-CDOC-114sdoc13.pdf,57,APPROPRIATIONS,2016,BANNER ORGANIZATION TOTALS,6700064.13,status=fail; banner=6700064.13; parsed_body=6700200.56. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_discrepancy|57|APPROPRIATIONS|2016|BANNER ORGANIZATION TOTALS|6700064.13
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,60,CHAPLAIN,2014,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|60|CHAPLAIN|2014|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,61,CHAPLAIN,2015,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|61|CHAPLAIN|2015|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,114sdoc13,GPO-CDOC-114sdoc13.pdf,62,CHAPLAIN,2016,BANNER ORGANIZATION TOTALS,203491.5,status=fail; banner=203491.5; parsed_body=222491.5. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_discrepancy|62|CHAPLAIN|2016|BANNER ORGANIZATION TOTALS|203491.5
error,unexpected_zero_records,114sdoc13,GPO-CDOC-114sdoc13.pdf,63,CHAPLAIN,,NET PAYROLL EXPENSES,4000.0,A normally itemized subtotal has no parsed records; exact review is required.,114sdoc13|unexpected_zero_records|63|CHAPLAIN||NET PAYROLL EXPENSES|4000.0
warning,banner_check_discrepancy,114sdoc13,GPO-CDOC-114sdoc13.pdf,63,CHAPLAIN,,BANNER ORGANIZATION TOTALS,4000.0,status=warn; banner=4000.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_discrepancy|63|CHAPLAIN||BANNER ORGANIZATION TOTALS|4000.0
error,unexpected_zero_records,114sdoc13,GPO-CDOC-114sdoc13.pdf,64,CHAPLAIN,,NET PAYROLL EXPENSES,15000.0,A normally itemized subtotal has no parsed records; exact review is required.,114sdoc13|unexpected_zero_records|64|CHAPLAIN||NET PAYROLL EXPENSES|15000.0
warning,banner_check_discrepancy,114sdoc13,GPO-CDOC-114sdoc13.pdf,64,CHAPLAIN,,BANNER ORGANIZATION TOTALS,15000.0,status=warn; banner=15000.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_discrepancy|64|CHAPLAIN||BANNER ORGANIZATION TOTALS|15000.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,65,MAJORITY CONFERENCE COMMITTEE (D),2014,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|65|MAJORITY CONFERENCE COMMITTEE (D)|2014|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,66,MINORITY CONFERENCE COMMITTEE (D),2015,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|66|MINORITY CONFERENCE COMMITTEE (D)|2015|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,68,MAJORITY POLICY COMMITTEE (D),2014,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|68|MAJORITY POLICY COMMITTEE (D)|2014|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,69,MINORITY POLICY COMMITTEE (D),2015,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|69|MINORITY POLICY COMMITTEE (D)|2015|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,71,MAJORITY LEADER (D),2014,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|71|MAJORITY LEADER (D)|2014|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,72,MINORITY LEADER (D),2015,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|72|MINORITY LEADER (D)|2015|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,75,"SECRETARY, MAJORITY CONFERENCE COMM (D)",2014,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,"114sdoc13|banner_check_missing|75|SECRETARY, MAJORITY CONFERENCE COMM (D)|2014|BANNER NET PAYROLL|0.0"
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,76,"SECRETARY, MINORITY CONFERENCE COMM (D)",2015,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,"114sdoc13|banner_check_missing|76|SECRETARY, MINORITY CONFERENCE COMM (D)|2015|BANNER NET PAYROLL|0.0"
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,78,MAJORITY WHIP (D),2014,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|78|MAJORITY WHIP (D)|2014|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,79,MINORITY WHIP (D),2015,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|79|MINORITY WHIP (D)|2015|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,81,OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2014,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|81|OFFICE OF THE VICE PRESIDENT (D) - BIDEN|2014|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,82,OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2015,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|82|OFFICE OF THE VICE PRESIDENT (D) - BIDEN|2015|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,85,PRESIDENT PRO TEMPORE (D),2014,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|85|PRESIDENT PRO TEMPORE (D)|2014|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,86,PRESIDENT PRO TEMPORE (D),2015,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|86|PRESIDENT PRO TEMPORE (D)|2015|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,87,PRESIDENT PRO TEMPORE (R),2015,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|87|PRESIDENT PRO TEMPORE (R)|2015|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,89,MINORITY LEADER (R),2014,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|89|MINORITY LEADER (R)|2014|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,90,MAJORITY LEADER (R),2015,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|90|MAJORITY LEADER (R)|2015|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,92,"SECRETARY, MINORITY CONFERENCE COMM (R)",2014,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,"114sdoc13|banner_check_missing|92|SECRETARY, MINORITY CONFERENCE COMM (R)|2014|BANNER NET PAYROLL|0.0"
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,93,"SECRETARY, MAJORITY CONFERENCE COMM (R)",2015,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,"114sdoc13|banner_check_missing|93|SECRETARY, MAJORITY CONFERENCE COMM (R)|2015|BANNER NET PAYROLL|0.0"
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,95,MINORITY WHIP (R),2014,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|95|MINORITY WHIP (R)|2014|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,96,MAJORITY WHIP (R),2015,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|96|MAJORITY WHIP (R)|2015|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,98,MINORITY CONFERENCE COMMITTEE (R),2014,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|98|MINORITY CONFERENCE COMMITTEE (R)|2014|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,99,MAJORITY CONFERENCE COMMITTEE (R),2015,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|99|MAJORITY CONFERENCE COMMITTEE (R)|2015|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,101,MINORITY POLICY COMMITTEE (R),2014,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|101|MINORITY POLICY COMMITTEE (R)|2014|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,102,MAJORITY POLICY COMMITTEE (R),2015,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|102|MAJORITY POLICY COMMITTEE (R)|2015|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,104,SECRETARY FOR THE MAJORITY (D),2014,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|104|SECRETARY FOR THE MAJORITY (D)|2014|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,105,SECRETARY FOR THE MINORITY (D),2015,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|105|SECRETARY FOR THE MINORITY (D)|2015|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,107,SECRETARY FOR THE MINORITY (R),2014,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|107|SECRETARY FOR THE MINORITY (R)|2014|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,108,SECRETARY FOR THE MAJORITY (R),2015,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|108|SECRETARY FOR THE MAJORITY (R)|2015|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,110,SGT @ ARMS - CENTRAL OPERATIONS,2014,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|110|SGT @ ARMS - CENTRAL OPERATIONS|2014|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,111,SGT @ ARMS - CAPITOL DIVISION,2014,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|111|SGT @ ARMS - CAPITOL DIVISION|2014|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,112,SGT @ ARMS - IT SUPPORT SERVICES,2014,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|112|SGT @ ARMS - IT SUPPORT SERVICES|2014|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,113,SGT @ ARMS - STAFF OFFICES,2014,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|113|SGT @ ARMS - STAFF OFFICES|2014|BANNER NET PAYROLL|0.0
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,114,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,2014,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|114|SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES|2014|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,114sdoc13,GPO-CDOC-114sdoc13.pdf,115,SGT @ ARMS - CENTRAL OPERATIONS,2015,NET PAYROLL EXPENSES,-5030.59,A normally itemized subtotal has no parsed records; exact review is required.,114sdoc13|unexpected_zero_records|115|SGT @ ARMS - CENTRAL OPERATIONS|2015|NET PAYROLL EXPENSES|-5030.59
warning,banner_check_discrepancy,114sdoc13,GPO-CDOC-114sdoc13.pdf,115,SGT @ ARMS - CENTRAL OPERATIONS,2015,BANNER ORGANIZATION TOTALS,5030.59,status=warn; banner=5030.59; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_discrepancy|115|SGT @ ARMS - CENTRAL OPERATIONS|2015|BANNER ORGANIZATION TOTALS|5030.59
error,unexpected_zero_records,114sdoc13,GPO-CDOC-114sdoc13.pdf,116,SGT @ ARMS - CAPITOL DIVISION,2015,NET PAYROLL EXPENSES,632.39,A normally itemized subtotal has no parsed records; exact review is required.,114sdoc13|unexpected_zero_records|116|SGT @ ARMS - CAPITOL DIVISION|2015|NET PAYROLL EXPENSES|632.39
warning,banner_check_discrepancy,114sdoc13,GPO-CDOC-114sdoc13.pdf,116,SGT @ ARMS - CAPITOL DIVISION,2015,BANNER ORGANIZATION TOTALS,632.39,status=warn; banner=632.39; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_discrepancy|116|SGT @ ARMS - CAPITOL DIVISION|2015|BANNER ORGANIZATION TOTALS|632.39
error,unexpected_zero_records,114sdoc13,GPO-CDOC-114sdoc13.pdf,117,SGT @ ARMS - IT SUPPORT SERVICES,2015,NET PAYROLL EXPENSES,1050.03,A normally itemized subtotal has no parsed records; exact review is required.,114sdoc13|unexpected_zero_records|117|SGT @ ARMS - IT SUPPORT SERVICES|2015|NET PAYROLL EXPENSES|1050.03
warning,banner_check_discrepancy,114sdoc13,GPO-CDOC-114sdoc13.pdf,117,SGT @ ARMS - IT SUPPORT SERVICES,2015,BANNER ORGANIZATION TOTALS,1050.03,status=warn; banner=1050.03; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_discrepancy|117|SGT @ ARMS - IT SUPPORT SERVICES|2015|BANNER ORGANIZATION TOTALS|1050.03
warning,banner_check_missing,114sdoc13,GPO-CDOC-114sdoc13.pdf,118,SGT @ ARMS - STAFF OFFICES,2015,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_missing|118|SGT @ ARMS - STAFF OFFICES|2015|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,114sdoc13,GPO-CDOC-114sdoc13.pdf,119,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,2015,NET PAYROLL EXPENSES,4030.35,A normally itemized subtotal has no parsed records; exact review is required.,114sdoc13|unexpected_zero_records|119|SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES|2015|NET PAYROLL EXPENSES|4030.35
warning,banner_check_discrepancy,114sdoc13,GPO-CDOC-114sdoc13.pdf,119,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,2015,BANNER ORGANIZATION TOTALS,4030.35,status=warn; banner=4030.35; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_discrepancy|119|SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES|2015|BANNER ORGANIZATION TOTALS|4030.35
warning,banner_check_discrepancy,114sdoc13,GPO-CDOC-114sdoc13.pdf,120,SGT @ ARMS - CENTRAL OPERATIONS,2016,BANNER ORGANIZATION TOTALS,9747758.98,status=fail; banner=9747758.98; parsed_body=9749255.06. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_discrepancy|120|SGT @ ARMS - CENTRAL OPERATIONS|2016|BANNER ORGANIZATION TOTALS|9747758.98
warning,banner_check_discrepancy,114sdoc13,GPO-CDOC-114sdoc13.pdf,126,SGT @ ARMS - CAPITOL DIVISION,2016,BANNER ORGANIZATION TOTALS,7880301.32,status=fail; banner=7880301.32; parsed_body=7880877.42. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_discrepancy|126|SGT @ ARMS - CAPITOL DIVISION|2016|BANNER ORGANIZATION TOTALS|7880301.32
warning,banner_check_discrepancy,114sdoc13,GPO-CDOC-114sdoc13.pdf,131,SGT @ ARMS - IT SUPPORT SERVICES,2016,BANNER ORGANIZATION TOTALS,2942357.97,status=fail; banner=2942357.97; parsed_body=3685908.0. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_discrepancy|131|SGT @ ARMS - IT SUPPORT SERVICES|2016|BANNER ORGANIZATION TOTALS|2942357.97
warning,banner_check_discrepancy,114sdoc13,GPO-CDOC-114sdoc13.pdf,136,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,2016,BANNER ORGANIZATION TOTALS,7815771.31,status=fail; banner=7815771.31; parsed_body=7819857.95. Banner checks are advisory; review against the source before treating this as a parser defect.,114sdoc13|banner_check_discrepancy|136|SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES|2016|BANNER ORGANIZATION TOTALS|7815771.31
