office,funding_year,start_page,status,banner_status,record_count,page_count,continuation_page_count,subtotal_count,rows_quarantined,records_checked,dollars_checked,dollars_unchecked,amount_parse_failures,pages_skipped
CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D),2011,17,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D),2012,18,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D),2013,19,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
CHAIRMAN MAJORITY POLICY COMMITTEE (D),2011,20,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
CHAIRMAN MAJORITY POLICY COMMITTEE (D),2012,21,ok,warn,0,1,0,0,0,0,0.0,0.0,0,0
CHAIRMAN MAJORITY POLICY COMMITTEE (D),2013,22,ok,warn,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY LEADER (D),2011,23,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY LEADER (D),2012,24,ok,warn,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY LEADER (D),2013,25,ok,warn,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY WHIP (D),2011,26,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY WHIP (D),2012,27,ok,warn,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY WHIP (D),2013,28,ok,warn,0,1,0,0,0,0,0.0,0.0,0,0
OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2011,29,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2012,30,ok,warn,0,1,0,0,0,0,0.0,0.0,0,0
OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2013,31,ok,warn,0,1,0,0,0,0,0.0,0.0,0,0
PRESIDENT PRO TEMPORE (D),2011,32,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
PRESIDENT PRO TEMPORE (D),2012,33,ok,warn,0,1,0,0,0,0,0.0,0.0,0,0
PRESIDENT PRO TEMPORE (D),2013,34,ok,warn,0,1,0,2,0,0,0.0,0.0,0,0
MINORITY LEADER (R),2011,35,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY LEADER (R),2012,36,ok,warn,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY LEADER (R),2013,37,ok,warn,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY WHIP (R),2011,38,ok,warn,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY WHIP (R),2012,39,ok,warn,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY WHIP (R),2013,40,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
CHAIRMAN MINORITY CONFERENCE COMMITTEE (R),2011,41,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
CHAIRMAN MINORITY CONFERENCE COMMITTEE (R),2012,42,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
CHAIRMAN MINORITY CONFERENCE COMMITTEE (R),2013,43,ok,warn,0,1,0,0,0,0,0.0,0.0,0,0
CHAIRMAN MINORITY POLICY COMMITTEE (R),2011,44,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
CHAIRMAN MINORITY POLICY COMMITTEE (R),2012,45,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
CHAIRMAN MINORITY POLICY COMMITTEE (R),2013,46,ok,warn,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY LEADER (D),2011,47,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY LEADER (D),2012,48,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY LEADER (D),2013,49,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
