office,funding_year,account,start_page,label,check_page,expected,actual,status,basis,second_opinion,independent_sum,context
CHAIRMAN MAJORITY POLICY COMMITTEE (D),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",22,BANNER NET PAYROLL,22,,0.0,not_applicable,banner,,,
CHAIRMAN MAJORITY POLICY COMMITTEE (D),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",22,BANNER ORGANIZATION TOTALS,22,98.0,0.0,warn,banner,,,banner_only_categories
MAJORITY LEADER (D),2011,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",23,BANNER NET PAYROLL,23,,0.0,not_applicable,banner,,,
MAJORITY LEADER (D),2011,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",23,BANNER ORGANIZATION TOTALS,23,0.0,0.0,ok,banner,,,
MAJORITY LEADER (D),2012,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",24,BANNER NET PAYROLL,24,,0.0,not_applicable,banner,,,
MAJORITY LEADER (D),2012,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",24,BANNER ORGANIZATION TOTALS,24,3939.27,0.0,warn,banner,,,banner_only_categories
MAJORITY LEADER (D),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",25,BANNER NET PAYROLL,25,,0.0,not_applicable,banner,,,
MAJORITY LEADER (D),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",25,BANNER ORGANIZATION TOTALS,25,32429.62,0.0,warn,banner,,,banner_only_categories
MAJORITY WHIP (D),2011,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",26,BANNER NET PAYROLL,26,,0.0,not_applicable,banner,,,
MAJORITY WHIP (D),2011,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",26,BANNER ORGANIZATION TOTALS,26,0.0,0.0,ok,banner,,,
MAJORITY WHIP (D),2012,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",27,BANNER NET PAYROLL,27,,0.0,not_applicable,banner,,,
MAJORITY WHIP (D),2012,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",27,BANNER ORGANIZATION TOTALS,27,207.62,0.0,warn,banner,,,banner_only_categories
MAJORITY WHIP (D),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",28,BANNER NET PAYROLL,28,,0.0,not_applicable,banner,,,
MAJORITY WHIP (D),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",28,BANNER ORGANIZATION TOTALS,28,2849.57,0.0,warn,banner,,,banner_only_categories
OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2011,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",29,BANNER NET PAYROLL,29,,0.0,not_applicable,banner,,,
OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2011,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",29,BANNER ORGANIZATION TOTALS,29,0.0,0.0,ok,banner,,,
OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2012,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",30,BANNER NET PAYROLL,30,,0.0,not_applicable,banner,,,
OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2012,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",30,BANNER ORGANIZATION TOTALS,30,6859.31,0.0,warn,banner,,,banner_only_categories
OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",31,BANNER NET PAYROLL,31,,0.0,not_applicable,banner,,,
OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",31,BANNER ORGANIZATION TOTALS,31,205.66,0.0,warn,banner,,,banner_only_categories
PRESIDENT PRO TEMPORE (D),2011,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",32,BANNER NET PAYROLL,32,0.0,0.0,banner_missing,banner,,,
PRESIDENT PRO TEMPORE (D),2011,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",32,BANNER ORGANIZATION TOTALS,32,0.0,0.0,ok,banner,,,
PRESIDENT PRO TEMPORE (D),2012,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",33,BANNER NET PAYROLL,33,0.0,0.0,banner_missing,banner,,,
PRESIDENT PRO TEMPORE (D),2012,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",33,BANNER ORGANIZATION TOTALS,33,229.68,0.0,warn,banner,,,banner_only_categories
PRESIDENT PRO TEMPORE (D),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",34,PERSONNEL BENEFITS,34,365.0,0.0,component,payroll_component,,,
PRESIDENT PRO TEMPORE (D),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",34,NET PAYROLL EXPENSES,34,365.0,365.0,ok,segment,,,
PRESIDENT PRO TEMPORE (D),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",34,BANNER NET PAYROLL,34,365.0,365.0,ok,banner,,,
PRESIDENT PRO TEMPORE (D),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",34,BANNER ORGANIZATION TOTALS,34,1921.66,365.0,warn,banner,,,banner_only_categories
MINORITY LEADER (R),2011,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",35,BANNER NET PAYROLL,35,,0.0,not_applicable,banner,,,
MINORITY LEADER (R),2011,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",35,BANNER ORGANIZATION TOTALS,35,0.0,0.0,ok,banner,,,
MINORITY LEADER (R),2012,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",36,BANNER NET PAYROLL,36,,0.0,not_applicable,banner,,,
MINORITY LEADER (R),2012,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",36,BANNER ORGANIZATION TOTALS,36,2404.53,0.0,warn,banner,,,banner_only_categories
MINORITY LEADER (R),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",37,BANNER NET PAYROLL,37,,0.0,not_applicable,banner,,,
MINORITY LEADER (R),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",37,BANNER ORGANIZATION TOTALS,37,10990.61,0.0,warn,banner,,,banner_only_categories
MINORITY WHIP (R),2011,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",38,BANNER NET PAYROLL,38,,0.0,not_applicable,banner,,,
MINORITY WHIP (R),2011,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",38,BANNER ORGANIZATION TOTALS,38,1511.01,0.0,warn,banner,,,banner_only_categories
MINORITY WHIP (R),2012,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",39,BANNER NET PAYROLL,39,,0.0,not_applicable,banner,,,
MINORITY WHIP (R),2012,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",39,BANNER ORGANIZATION TOTALS,39,1021.91,0.0,warn,banner,,,banner_only_categories
MINORITY WHIP (R),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",40,BANNER NET PAYROLL,40,,0.0,not_applicable,banner,,,
MINORITY WHIP (R),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",40,BANNER ORGANIZATION TOTALS,40,0.0,0.0,ok,banner,,,
CHAIRMAN MINORITY CONFERENCE COMMITTEE (R),2011,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",41,BANNER NET PAYROLL,41,,0.0,not_applicable,banner,,,
CHAIRMAN MINORITY CONFERENCE COMMITTEE (R),2011,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",41,BANNER ORGANIZATION TOTALS,41,0.0,0.0,ok,banner,,,
CHAIRMAN MINORITY CONFERENCE COMMITTEE (R),2012,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",42,BANNER NET PAYROLL,42,,0.0,not_applicable,banner,,,
CHAIRMAN MINORITY CONFERENCE COMMITTEE (R),2012,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",42,BANNER ORGANIZATION TOTALS,42,0.0,0.0,ok,banner,,,
CHAIRMAN MINORITY CONFERENCE COMMITTEE (R),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",43,BANNER NET PAYROLL,43,,0.0,not_applicable,banner,,,
CHAIRMAN MINORITY CONFERENCE COMMITTEE (R),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",43,BANNER ORGANIZATION TOTALS,43,1926.85,0.0,warn,banner,,,banner_only_categories
CHAIRMAN MINORITY POLICY COMMITTEE (R),2011,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",44,BANNER NET PAYROLL,44,,0.0,not_applicable,banner,,,
CHAIRMAN MINORITY POLICY COMMITTEE (R),2011,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",44,BANNER ORGANIZATION TOTALS,44,0.0,0.0,ok,banner,,,
CHAIRMAN MINORITY POLICY COMMITTEE (R),2012,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",45,BANNER NET PAYROLL,45,,0.0,not_applicable,banner,,,
CHAIRMAN MINORITY POLICY COMMITTEE (R),2012,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",45,BANNER ORGANIZATION TOTALS,45,0.0,0.0,ok,banner,,,
CHAIRMAN MINORITY POLICY COMMITTEE (R),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",46,BANNER NET PAYROLL,46,,0.0,not_applicable,banner,,,
CHAIRMAN MINORITY POLICY COMMITTEE (R),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",46,BANNER ORGANIZATION TOTALS,46,2739.85,0.0,warn,banner,,,banner_only_categories
MAJORITY LEADER (D),2011,REPRESENTATION ALLOWANCES FOR THE MAJORITY AND MINORITY LEADERS,47,BANNER NET PAYROLL,47,,0.0,not_applicable,banner,,,
MAJORITY LEADER (D),2011,REPRESENTATION ALLOWANCES FOR THE MAJORITY AND MINORITY LEADERS,47,BANNER ORGANIZATION TOTALS,47,0.0,0.0,ok,banner,,,
MAJORITY LEADER (D),2012,REPRESENTATION ALLOWANCES FOR THE MAJORITY AND MINORITY LEADERS,48,BANNER NET PAYROLL,48,,0.0,not_applicable,banner,,,
MAJORITY LEADER (D),2012,REPRESENTATION ALLOWANCES FOR THE MAJORITY AND MINORITY LEADERS,48,BANNER ORGANIZATION TOTALS,48,0.0,0.0,ok,banner,,,
MAJORITY LEADER (D),2013,REPRESENTATION ALLOWANCES FOR THE MAJORITY AND MINORITY LEADERS,49,BANNER NET PAYROLL,49,,0.0,not_applicable,banner,,,
MAJORITY LEADER (D),2013,REPRESENTATION ALLOWANCES FOR THE MAJORITY AND MINORITY LEADERS,49,BANNER ORGANIZATION TOTALS,49,0.0,0.0,ok,banner,,,
MINORITY LEADER (R),2011,REPRESENTATION ALLOWANCES FOR THE MAJORITY AND MINORITY LEADERS,50,BANNER NET PAYROLL,50,,0.0,not_applicable,banner,,,
MINORITY LEADER (R),2011,REPRESENTATION ALLOWANCES FOR THE MAJORITY AND MINORITY LEADERS,50,BANNER ORGANIZATION TOTALS,50,0.0,0.0,ok,banner,,,
MINORITY LEADER (R),2012,REPRESENTATION ALLOWANCES FOR THE MAJORITY AND MINORITY LEADERS,51,BANNER NET PAYROLL,51,,0.0,not_applicable,banner,,,
MINORITY LEADER (R),2012,REPRESENTATION ALLOWANCES FOR THE MAJORITY AND MINORITY LEADERS,51,BANNER ORGANIZATION TOTALS,51,0.0,0.0,ok,banner,,,
MINORITY LEADER (R),2013,REPRESENTATION ALLOWANCES FOR THE MAJORITY AND MINORITY LEADERS,52,BANNER NET PAYROLL,52,,0.0,not_applicable,banner,,,
MINORITY LEADER (R),2013,REPRESENTATION ALLOWANCES FOR THE MAJORITY AND MINORITY LEADERS,52,BANNER ORGANIZATION TOTALS,52,0.0,0.0,ok,banner,,,
APPROPRIATIONS,2011,"SALARIES, OFFICERS AND EMPLOYEES, SENATE",53,BANNER NET PAYROLL,53,0.0,0.0,banner_missing,banner,,,
APPROPRIATIONS,2011,"SALARIES, OFFICERS AND EMPLOYEES, SENATE",53,BANNER ORGANIZATION TOTALS,53,0.0,0.0,ok,banner,,,
APPROPRIATIONS,2012,"SALARIES, OFFICERS AND EMPLOYEES, SENATE",54,BANNER NET PAYROLL,54,0.0,0.0,banner_missing,banner,,,
APPROPRIATIONS,2012,"SALARIES, OFFICERS AND EMPLOYEES, SENATE",54,BANNER ORGANIZATION TOTALS,54,0.0,0.0,ok,banner,,,
APPROPRIATIONS,2013,"SALARIES, OFFICERS AND EMPLOYEES, SENATE",55,PERSONNEL COMP. FULL-TIME PERMANENT,57,6041374.61,0.0,component,payroll_component,,,
APPROPRIATIONS,2013,"SALARIES, OFFICERS AND EMPLOYEES, SENATE",55,NET PAYROLL EXPENSES,57,6041374.61,0.0,zero_records,segment,,,
APPROPRIATIONS,2013,"SALARIES, OFFICERS AND EMPLOYEES, SENATE",55,(after final subtotal),57,,6041374.61,unchecked,trailing,,,
APPROPRIATIONS,2013,"SALARIES, OFFICERS AND EMPLOYEES, SENATE",55,BANNER NET PAYROLL,55,6041374.61,6041374.61,ok,banner,,,
APPROPRIATIONS,2013,"SALARIES, OFFICERS AND EMPLOYEES, SENATE",55,BANNER ORGANIZATION TOTALS,55,6041374.61,6041374.61,ok,banner,,,
CHAPLAIN,2011,"SALARIES, OFFICERS AND EMPLOYEES, SENATE",58,BANNER NET PAYROLL,58,0.0,0.0,banner_missing,banner,,,
CHAPLAIN,2011,"SALARIES, OFFICERS AND EMPLOYEES, SENATE",58,BANNER ORGANIZATION TOTALS,58,0.0,0.0,ok,banner,,,
CHAPLAIN,2012,"SALARIES, OFFICERS AND EMPLOYEES, SENATE",59,BANNER NET PAYROLL,59,0.0,0.0,banner_missing,banner,,,
CHAPLAIN,2012,"SALARIES, OFFICERS AND EMPLOYEES, SENATE",59,BANNER ORGANIZATION TOTALS,59,0.0,0.0,ok,banner,,,
CHAPLAIN,2013,"SALARIES, OFFICERS AND EMPLOYEES, SENATE",60,PERSONNEL COMP. FULL-TIME PERMANENT,60,192974.81,0.0,component,payroll_component,,,
CHAPLAIN,2013,"SALARIES, OFFICERS AND EMPLOYEES, SENATE",60,NET PAYROLL EXPENSES,60,192974.81,0.0,zero_records,segment,,,
CHAPLAIN,2013,"SALARIES, OFFICERS AND EMPLOYEES, SENATE",60,(after final subtotal),60,,192974.81,unchecked,trailing,,,
CHAPLAIN,2013,"SALARIES, OFFICERS AND EMPLOYEES, SENATE",60,BANNER NET PAYROLL,60,192974.81,192974.81,ok,banner,,,
CHAPLAIN,2013,"SALARIES, OFFICERS AND EMPLOYEES, SENATE",60,BANNER ORGANIZATION TOTALS,60,192974.81,192974.81,ok,banner,,,
MAJORITY CONFERENCE COMMITTEE (D),2011,"SALARIES, OFFICERS AND EMPLOYEES, SENATE",61,BANNER NET PAYROLL,61,0.0,0.0,banner_missing,banner,,,
MAJORITY CONFERENCE COMMITTEE (D),2011,"SALARIES, OFFICERS AND EMPLOYEES, SENATE",61,BANNER ORGANIZATION TOTALS,61,0.0,0.0,ok,banner,,,
