severity,reason,source_doc,source_pdf,reference_page,office,funding_year,label,expected,detail,exception_key
warning,banner_check_missing,113sdoc2,GPO-CDOC-113sdoc2.pdf,82,PRESIDENT PRO TEMPORE (D),2012,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc2|banner_check_missing|82|PRESIDENT PRO TEMPORE (D)|2012|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,113sdoc2,GPO-CDOC-113sdoc2.pdf,83,PRESIDENT PRO TEMPORE (D),2013,NET PAYROLL EXPENSES,45463.45,A normally itemized subtotal has no parsed records; exact review is required.,113sdoc2|unexpected_zero_records|83|PRESIDENT PRO TEMPORE (D)|2013|NET PAYROLL EXPENSES|45463.45
warning,banner_check_missing,113sdoc2,GPO-CDOC-113sdoc2.pdf,84,MINORITY LEADER (R),2011,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc2|banner_check_missing|84|MINORITY LEADER (R)|2011|BANNER NET PAYROLL|0.0
warning,banner_check_missing,113sdoc2,GPO-CDOC-113sdoc2.pdf,85,MINORITY LEADER (R),2012,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc2|banner_check_missing|85|MINORITY LEADER (R)|2012|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,113sdoc2,GPO-CDOC-113sdoc2.pdf,86,MINORITY LEADER (R),2013,NET PAYROLL EXPENSES,872267.29,A normally itemized subtotal has no parsed records; exact review is required.,113sdoc2|unexpected_zero_records|86|MINORITY LEADER (R)|2013|NET PAYROLL EXPENSES|872267.29
warning,banner_check_missing,113sdoc2,GPO-CDOC-113sdoc2.pdf,87,"SECRETARY, MINORITY CONFERENCE COMM (R)",2011,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,"113sdoc2|banner_check_missing|87|SECRETARY, MINORITY CONFERENCE COMM (R)|2011|BANNER NET PAYROLL|0.0"
warning,banner_check_missing,113sdoc2,GPO-CDOC-113sdoc2.pdf,88,"SECRETARY, MINORITY CONFERENCE COMM (R)",2012,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,"113sdoc2|banner_check_missing|88|SECRETARY, MINORITY CONFERENCE COMM (R)|2012|BANNER NET PAYROLL|0.0"
error,unexpected_zero_records,113sdoc2,GPO-CDOC-113sdoc2.pdf,89,"SECRETARY, MINORITY CONFERENCE COMM (R)",2013,NET PAYROLL EXPENSES,178999.8,A normally itemized subtotal has no parsed records; exact review is required.,"113sdoc2|unexpected_zero_records|89|SECRETARY, MINORITY CONFERENCE COMM (R)|2013|NET PAYROLL EXPENSES|178999.8"
warning,banner_check_missing,113sdoc2,GPO-CDOC-113sdoc2.pdf,90,MINORITY WHIP (R),2011,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc2|banner_check_missing|90|MINORITY WHIP (R)|2011|BANNER NET PAYROLL|0.0
warning,banner_check_missing,113sdoc2,GPO-CDOC-113sdoc2.pdf,91,MINORITY WHIP (R),2012,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc2|banner_check_missing|91|MINORITY WHIP (R)|2012|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,113sdoc2,GPO-CDOC-113sdoc2.pdf,92,MINORITY WHIP (R),2013,NET PAYROLL EXPENSES,500682.14,A normally itemized subtotal has no parsed records; exact review is required.,113sdoc2|unexpected_zero_records|92|MINORITY WHIP (R)|2013|NET PAYROLL EXPENSES|500682.14
warning,banner_check_missing,113sdoc2,GPO-CDOC-113sdoc2.pdf,93,MINORITY CONFERENCE COMMITTEE (R),2011,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc2|banner_check_missing|93|MINORITY CONFERENCE COMMITTEE (R)|2011|BANNER NET PAYROLL|0.0
warning,banner_check_missing,113sdoc2,GPO-CDOC-113sdoc2.pdf,94,MINORITY CONFERENCE COMMITTEE (R),2012,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc2|banner_check_missing|94|MINORITY CONFERENCE COMMITTEE (R)|2012|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,113sdoc2,GPO-CDOC-113sdoc2.pdf,95,MINORITY CONFERENCE COMMITTEE (R),2013,NET PAYROLL EXPENSES,638531.21,A normally itemized subtotal has no parsed records; exact review is required.,113sdoc2|unexpected_zero_records|95|MINORITY CONFERENCE COMMITTEE (R)|2013|NET PAYROLL EXPENSES|638531.21
warning,banner_check_discrepancy,113sdoc2,GPO-CDOC-113sdoc2.pdf,95,MINORITY CONFERENCE COMMITTEE (R),2013,BANNER ORGANIZATION TOTALS,638531.21,status=fail; banner=638531.21; parsed_body=643677.01. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc2|banner_check_discrepancy|95|MINORITY CONFERENCE COMMITTEE (R)|2013|BANNER ORGANIZATION TOTALS|638531.21
warning,banner_check_missing,113sdoc2,GPO-CDOC-113sdoc2.pdf,96,MINORITY POLICY COMMITTEE (R),2011,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc2|banner_check_missing|96|MINORITY POLICY COMMITTEE (R)|2011|BANNER NET PAYROLL|0.0
warning,banner_check_missing,113sdoc2,GPO-CDOC-113sdoc2.pdf,97,MINORITY POLICY COMMITTEE (R),2012,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc2|banner_check_missing|97|MINORITY POLICY COMMITTEE (R)|2012|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,113sdoc2,GPO-CDOC-113sdoc2.pdf,98,MINORITY POLICY COMMITTEE (R),2013,NET PAYROLL EXPENSES,752630.14,A normally itemized subtotal has no parsed records; exact review is required.,113sdoc2|unexpected_zero_records|98|MINORITY POLICY COMMITTEE (R)|2013|NET PAYROLL EXPENSES|752630.14
warning,banner_check_missing,113sdoc2,GPO-CDOC-113sdoc2.pdf,99,SECRETARY FOR THE MAJORITY (D),2011,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc2|banner_check_missing|99|SECRETARY FOR THE MAJORITY (D)|2011|BANNER NET PAYROLL|0.0
warning,banner_check_missing,113sdoc2,GPO-CDOC-113sdoc2.pdf,100,SECRETARY FOR THE MAJORITY (D),2012,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc2|banner_check_missing|100|SECRETARY FOR THE MAJORITY (D)|2012|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,113sdoc2,GPO-CDOC-113sdoc2.pdf,101,SECRETARY FOR THE MAJORITY (D),2013,NET PAYROLL EXPENSES,394824.65,A normally itemized subtotal has no parsed records; exact review is required.,113sdoc2|unexpected_zero_records|101|SECRETARY FOR THE MAJORITY (D)|2013|NET PAYROLL EXPENSES|394824.65
warning,banner_check_missing,113sdoc2,GPO-CDOC-113sdoc2.pdf,102,SECRETARY FOR THE MINORITY (R),2011,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc2|banner_check_missing|102|SECRETARY FOR THE MINORITY (R)|2011|BANNER NET PAYROLL|0.0
warning,banner_check_missing,113sdoc2,GPO-CDOC-113sdoc2.pdf,103,SECRETARY FOR THE MINORITY (R),2012,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc2|banner_check_missing|103|SECRETARY FOR THE MINORITY (R)|2012|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,113sdoc2,GPO-CDOC-113sdoc2.pdf,104,SECRETARY FOR THE MINORITY (R),2013,NET PAYROLL EXPENSES,339786.06,A normally itemized subtotal has no parsed records; exact review is required.,113sdoc2|unexpected_zero_records|104|SECRETARY FOR THE MINORITY (R)|2013|NET PAYROLL EXPENSES|339786.06
warning,banner_check_missing,113sdoc2,GPO-CDOC-113sdoc2.pdf,105,SGT @ ARMS - CENTRAL OPERATIONS,2011,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc2|banner_check_missing|105|SGT @ ARMS - CENTRAL OPERATIONS|2011|BANNER NET PAYROLL|0.0
warning,banner_check_missing,113sdoc2,GPO-CDOC-113sdoc2.pdf,106,SGT @ ARMS - CAPITOL DIVISION,2011,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc2|banner_check_missing|106|SGT @ ARMS - CAPITOL DIVISION|2011|BANNER NET PAYROLL|0.0
warning,banner_check_missing,113sdoc2,GPO-CDOC-113sdoc2.pdf,107,SGT @ ARMS - IT SUPPORT SERVICES,2011,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc2|banner_check_missing|107|SGT @ ARMS - IT SUPPORT SERVICES|2011|BANNER NET PAYROLL|0.0
warning,banner_check_missing,113sdoc2,GPO-CDOC-113sdoc2.pdf,108,SGT @ ARMS - STAFF OFFICES,2011,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc2|banner_check_missing|108|SGT @ ARMS - STAFF OFFICES|2011|BANNER NET PAYROLL|0.0
warning,banner_check_missing,113sdoc2,GPO-CDOC-113sdoc2.pdf,109,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,2011,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc2|banner_check_missing|109|SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES|2011|BANNER NET PAYROLL|0.0
