severity,reason,source_doc,source_pdf,reference_page,office,funding_year,label,expected,detail,exception_key
warning,banner_check_discrepancy,113sdoc17,GPO-CDOC-113sdoc17.pdf,19,CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D),2013,BANNER ORGANIZATION TOTALS,2731.71,status=warn; banner=2731.71; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc17|banner_check_discrepancy|19|CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D)|2013|BANNER ORGANIZATION TOTALS|2731.71
warning,banner_check_discrepancy,113sdoc17,GPO-CDOC-113sdoc17.pdf,22,CHAIRMAN MAJORITY POLICY COMMITTEE (D),2013,BANNER ORGANIZATION TOTALS,2480.95,status=warn; banner=2480.95; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc17|banner_check_discrepancy|22|CHAIRMAN MAJORITY POLICY COMMITTEE (D)|2013|BANNER ORGANIZATION TOTALS|2480.95
warning,banner_check_discrepancy,113sdoc17,GPO-CDOC-113sdoc17.pdf,23,MAJORITY LEADER (D),2011,BANNER ORGANIZATION TOTALS,335.78,status=warn; banner=335.78; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc17|banner_check_discrepancy|23|MAJORITY LEADER (D)|2011|BANNER ORGANIZATION TOTALS|335.78
warning,banner_check_discrepancy,113sdoc17,GPO-CDOC-113sdoc17.pdf,25,MAJORITY LEADER (D),2013,BANNER ORGANIZATION TOTALS,18418.8,status=warn; banner=18418.8; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc17|banner_check_discrepancy|25|MAJORITY LEADER (D)|2013|BANNER ORGANIZATION TOTALS|18418.8
warning,banner_check_discrepancy,113sdoc17,GPO-CDOC-113sdoc17.pdf,28,MAJORITY WHIP (D),2013,BANNER ORGANIZATION TOTALS,4979.86,status=warn; banner=4979.86; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc17|banner_check_discrepancy|28|MAJORITY WHIP (D)|2013|BANNER ORGANIZATION TOTALS|4979.86
warning,banner_check_discrepancy,113sdoc17,GPO-CDOC-113sdoc17.pdf,31,OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2013,BANNER ORGANIZATION TOTALS,636.49,status=warn; banner=636.49; parsed_body=50.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc17|banner_check_discrepancy|31|OFFICE OF THE VICE PRESIDENT (D) - BIDEN|2013|BANNER ORGANIZATION TOTALS|636.49
warning,banner_check_missing,113sdoc17,GPO-CDOC-113sdoc17.pdf,32,PRESIDENT PRO TEMPORE (D),2011,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc17|banner_check_missing|32|PRESIDENT PRO TEMPORE (D)|2011|BANNER NET PAYROLL|0.0
warning,banner_check_missing,113sdoc17,GPO-CDOC-113sdoc17.pdf,33,PRESIDENT PRO TEMPORE (D),2012,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc17|banner_check_missing|33|PRESIDENT PRO TEMPORE (D)|2012|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,113sdoc17,GPO-CDOC-113sdoc17.pdf,34,PRESIDENT PRO TEMPORE (D),2013,BANNER ORGANIZATION TOTALS,5616.99,status=warn; banner=5616.99; parsed_body=100.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc17|banner_check_discrepancy|34|PRESIDENT PRO TEMPORE (D)|2013|BANNER ORGANIZATION TOTALS|5616.99
warning,banner_check_discrepancy,113sdoc17,GPO-CDOC-113sdoc17.pdf,37,MINORITY LEADER (R),2013,BANNER ORGANIZATION TOTALS,20837.24,status=warn; banner=20837.24; parsed_body=237.5. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc17|banner_check_discrepancy|37|MINORITY LEADER (R)|2013|BANNER ORGANIZATION TOTALS|20837.24
warning,banner_check_discrepancy,113sdoc17,GPO-CDOC-113sdoc17.pdf,40,MINORITY WHIP (R),2013,BANNER ORGANIZATION TOTALS,3890.1,status=warn; banner=3890.1; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc17|banner_check_discrepancy|40|MINORITY WHIP (R)|2013|BANNER ORGANIZATION TOTALS|3890.1
warning,banner_check_discrepancy,113sdoc17,GPO-CDOC-113sdoc17.pdf,43,CHAIRMAN MINORITY CONFERENCE COMMITTEE (R),2013,BANNER ORGANIZATION TOTALS,789.72,status=warn; banner=789.72; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc17|banner_check_discrepancy|43|CHAIRMAN MINORITY CONFERENCE COMMITTEE (R)|2013|BANNER ORGANIZATION TOTALS|789.72
warning,banner_check_discrepancy,113sdoc17,GPO-CDOC-113sdoc17.pdf,46,CHAIRMAN MINORITY POLICY COMMITTEE (R),2013,BANNER ORGANIZATION TOTALS,1633.4,status=warn; banner=1633.4; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc17|banner_check_discrepancy|46|CHAIRMAN MINORITY POLICY COMMITTEE (R)|2013|BANNER ORGANIZATION TOTALS|1633.4
warning,banner_check_missing,113sdoc17,GPO-CDOC-113sdoc17.pdf,53,APPROPRIATIONS,2011,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc17|banner_check_missing|53|APPROPRIATIONS|2011|BANNER NET PAYROLL|0.0
warning,banner_check_missing,113sdoc17,GPO-CDOC-113sdoc17.pdf,54,APPROPRIATIONS,2012,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc17|banner_check_missing|54|APPROPRIATIONS|2012|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,113sdoc17,GPO-CDOC-113sdoc17.pdf,57,APPROPRIATIONS,2013,NET PAYROLL EXPENSES,6149685.39,A normally itemized subtotal has no parsed records; exact review is required.,113sdoc17|unexpected_zero_records|57|APPROPRIATIONS|2013|NET PAYROLL EXPENSES|6149685.39
warning,banner_check_missing,113sdoc17,GPO-CDOC-113sdoc17.pdf,58,CHAPLAIN,2011,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc17|banner_check_missing|58|CHAPLAIN|2011|BANNER NET PAYROLL|0.0
warning,banner_check_missing,113sdoc17,GPO-CDOC-113sdoc17.pdf,59,CHAPLAIN,2012,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc17|banner_check_missing|59|CHAPLAIN|2012|BANNER NET PAYROLL|0.0
