senator_name,funding_year,start_page,record_count,outcome
TOM COBURN,2013,727,455,unmatched
PATRICK J.TOOMEY,2013,1727,638,unmatched
MARK UDALL (CO),2013,1749,403,unmatched
TOM UDALL (NM),2013,1764,438,unmatched
