office,funding_year,start_page,status,banner_status,record_count,rows_quarantined,records_checked,dollars_checked,dollars_unchecked,amount_parse_failures,pages_skipped
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,311,ok,banner_missing,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,312,ok,banner_missing,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,313,ok,banner_missing,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2014,314,ok,banner_missing,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - EXECUTIVE OFFICE,2014,315,ok,banner_missing,3,0,3,540.0,0.0,0,0
SECRETARY OF THE SENATE - LEGISLATIVE SERVICES,2014,316,ok,banner_missing,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,317,ok,fail,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2015,318,ok,fail,36,0,36,80985.35,0.0,0,0
SECRETARY OF THE SENATE - EXECUTIVE OFFICE,2015,320,ok,fail,49,0,49,11124.6,0.0,0,0
SECRETARY OF THE SENATE - LEGISLATIVE SERVICES,2015,322,ok,fail,3,0,3,2024.78,0.0,0,0
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,323,ok,fail,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2016,324,ok,fail,68,0,68,41789.53,0.0,0,0
SECRETARY OF THE SENATE - EXECUTIVE OFFICE,2016,326,ok,fail,24,0,24,11678.22,0.0,0,0
SECRETARY OF THE SENATE - LEGISLATIVE SERVICES,2016,328,ok,fail,2,0,2,4732.66,0.0,0,0
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,329,ok,fail,0,0,0,0.0,0.0,0,0
SECRETARY - LIS PROJECT Funding Year SECRETARY OF THE SENATE,,330,ok,banner_missing,0,0,0,0.0,0.0,0,0
SECRETARY - EMRGCY APPROPS FOR TERR RESPONSE Funding Year SECRETARY OF THE SENATE,,331,ok,fail,0,0,0,0.0,0.0,0,0
SECRETARY - FINANCIAL SYSTEM MODERNIZATION Funding Year SECRETARY OF THE SENATE,,332,ok,banner_missing,0,0,0,0.0,0.0,0,0
SECRETARY - SENATE COLLECTION Funding Year SECRETARY OF THE SENATE,,333,ok,fail,13,0,13,182744.0,0.0,0,0
SGT @ ARMS - CENTRAL OPERATIONS,,334,ok,banner_missing,0,0,0,0.0,0.0,0,0
SGT @ ARMS - CAPITOL DIVISION,,335,ok,banner_missing,0,0,0,0.0,0.0,0,0
SGT @ ARMS - IT SUPPORT SERVICES,,336,ok,banner_missing,2,0,2,4500.0,0.0,0,0
SGT @ ARMS - STAFF OFFICES,,337,ok,banner_missing,0,0,0,0.0,0.0,0,0
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,338,ok,banner_missing,13,0,13,20041.77,0.0,0,0
SGT @ ARMS - CENTRAL OPERATIONS,,339,ok,fail,24,0,24,251362.67,0.0,0,0
SGT @ ARMS - CAPITOL DIVISION,,341,ok,banner_missing,3,0,3,10695.02,0.0,0,0
SGT @ ARMS - IT SUPPORT SERVICES,,342,ok,fail,105,0,105,200273.26,0.0,0,0
@ ARMS - STAFF OFFICES,,345,ok,fail,18,0,18,151566.35,0.0,0,0
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,346,ok,banner_missing,1,0,1,140000.0,0.0,0,0
SGT @ ARMS - CENTRAL OPERATIONS,,347,ok,fail,10,0,10,205358.68,0.0,0,0
,,348,ok,fail,33,0,33,236681.27,0.0,0,0
SGT @ ARMS - IT SUPPORT SERVICES,,350,ok,fail,427,0,427,704308.78,0.0,0,0
SGT @ ARMS - STAFF OFFICES,,358,ok,fail,27,0,27,222985.18,0.0,0,0
,,360,ok,fail,29,0,29,2697099.42,0.0,0,0
,,362,ok,fail,41,0,41,65101.87,0.0,0,0
SGT @ ARMS - CAPITOL DIVISION,,364,ok,fail,5,0,5,35849.73,0.0,0,0
SGT @ ARMS - IT SUPPORT SERVICES,,365,ok,fail,920,0,920,2876938.75,0.0,0,0
SGT @ ARMS - STAFF OFFICES,,381,ok,fail,12,0,12,25613.47,0.0,0,0
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,382,ok,banner_missing,10,0,10,672532.25,0.0,0,0
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,2014,383,ok,banner_missing,4,0,4,1017048.16,0.0,0,0
SGT @ ARMS - CENTRAL OPERATIONS,,384,ok,fail,11,0,11,76802.33,0.0,0,0
SGT @ ARMS - CAPITOL DIVISION,,385,ok,fail,50,0,50,666593.21,0.0,0,0
SGT @ ARMS - IT SUPPORT SERVICES,,387,ok,fail,500,0,500,2388174.23,0.0,0,0
SGT @ ARMS - STAFF OFFICES,,396,ok,fail,10,0,10,150394.07,0.0,0,0
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,397,ok,fail,33,0,33,1289371.94,0.0,0,0
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,2015,399,ok,banner_missing,17,0,17,2269301.98,0.0,0,0
SGT @ ARMS - CENTRAL OPERATIONS,,400,ok,fail,222,0,222,556479.15,0.0,0,0
SGT @ ARMS - CAPITOL DIVISION,,405,ok,fail,216,0,216,1392583.21,0.0,0,0
SGT @ ARMS - IT SUPPORT SERVICES,,410,ok,fail,358,0,358,8957705.59,0.0,0,0
SGT @ ARMS - STAFF OFFICES,,417,ok,fail,116,0,116,658190.69,0.0,0,0
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,420,ok,fail,201,0,201,6224080.34,0.0,0,0
SGT @ ARMS - CENTRAL OPERATIONS,,425,ok,fail,249,0,249,725984.12,0.0,0,0
SGT @ ARMS - CAPITOL DIVISION,,430,ok,fail,217,0,217,1192619.88,0.0,0,0
SGT @ ARMS - IT SUPPORT SERVICES,,435,ok,fail,355,0,355,9053411.29,0.0,0,0
SGT @ ARMS - STAFF OFFICES,,442,ok,fail,142,0,142,547644.86,0.0,0,0
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,446,ok,fail,277,0,277,11443086.49,0.0,0,0
SAA - EMERG SUPP NO YEAR FUNDS Funding Year SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,,452,ok,banner_missing,0,0,0,0.0,0.0,0,0
SAA - RECORD STUDIO NO YEAR FUNDS Funding Year SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,,453,ok,banner_missing,0,0,0,0.0,0.0,0,0
SMI PROJECT Funding Year SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,,454,ok,banner_missing,0,0,0,0.0,0.0,0,0
CAUCUS - INTERNATIONAL NARCOTICS CONTROL,2014,455,ok,banner_missing,0,0,0,0.0,0.0,0,0
TROL,,456,ok,fail,5,0,5,2795.42,0.0,0,0
CAUCUS - INTERNATIONAL NARCOTICS CONTROL,2016,457,ok,fail,9,0,9,231476.09,0.0,0,0
SENATOR LAMAR ALEXANDER,2014,458,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR LAMAR ALEXANDER,2015,459,fail,fail,131,0,131,90637.37,0.0,0,0
SENATOR LAMAR ALEXANDER,2016,464,fail,fail,264,0,264,1410972.12,0.0,0,0
SENATOR KELLY AYOTTE,2014,472,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR KELLY AYOTTE,2015,473,ok,fail,116,0,116,18961.83,0.0,1,0
SENATOR KELLY AYOTTE,2016,478,ok,fail,609,0,609,1192221.99,0.0,0,0
SENATOR TAMMY BALDWIN,2014,499,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR TAMMY BALDWIN,2015,500,fail,fail,178,0,178,132937.43,0.0,0,0
SENATOR TAMMY BALDWIN,2016,506,fail,fail,343,0,343,1380534.84,0.0,0,0
SENATOR JOHN BARRASSO,2014,517,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR JOHN BARRASSO,2015,518,fail,fail,31,0,31,6085.96,0.0,0,0
SENATOR JOHN BARRASSO,2016,520,fail,fail,289,44,289,1255865.21,0.0,0,0
SENATOR MAX BAUCUS,2014,529,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR MARK BEGICH,2014,530,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR MARK BEGICH,2015,531,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR MICHAEL BENNET,2014,532,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR MICHAEL BENNET,2015,533,fail,fail,86,0,86,18116.19,0.0,0,0
SENATOR MICHAEL BENNET,2016,537,fail,fail,244,0,244,1353713.81,0.0,0,0
SENATOR RICHARD BLUMENTHAL,2014,545,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR RICHARD BLUMENTHAL,2015,546,fail,fail,116,0,116,176514.82,0.0,0,0
SENATOR RICHARD BLUMENTHAL,2016,551,fail,fail,347,0,347,1385676.21,0.0,0,0
OUNT,,562,ok,banner_missing,5,0,5,212.5,0.0,0,0
SENATOR ROY BLUNT,2015,563,ok,fail,218,0,218,36038.68,0.0,0,0
SENATOR ROY BLUNT,2016,571,ok,fail,563,0,563,1403290.31,0.0,0,0
SENATOR CORY BOOKER,2014,590,ok,fail,0,0,0,0.0,0.0,0,0
SENATOR CORY BOOKER,2015,591,ok,fail,70,0,70,44554.25,0.0,0,0
SENATOR CORY BOOKER,2016,594,ok,fail,181,0,181,1573790.97,0.0,0,0
SENATOR JOHN BOOZMAN,2014,600,ok,banner_missing,1,0,1,39.03,0.0,0,0
SENATOR JOHN BOOZMAN,2015,601,ok,fail,116,0,116,52089.97,0.0,0,0
SENATOR JOHN BOOZMAN,2016,605,ok,fail,443,0,443,1135747.29,0.0,0,0
SENATOR BARBARA BOXER,2014,619,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR BARBARA BOXER,2015,620,fail,fail,89,0,89,25267.99,0.0,0,0
SENATOR BARBARA BOXER,2016,624,fail,fail,329,65,329,2220041.65,0.0,0,0
SENATOR SHERROD BROWN,2014,634,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR SHERROD BROWN,2015,635,ok,fail,306,0,306,98588.7,0.0,0,0
SENATOR SHERROD BROWN,2016,645,ok,fail,679,0,679,1597055.56,0.0,0,0
SENATOR RICHARD BURR,2014,666,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR RICHARD BURR,2015,667,fail,fail,61,0,61,19498.28,0.0,1,0
SENATOR RICHARD BURR,2016,671,fail,fail,182,0,182,1481128.32,0.0,1,0
SENATOR MARIA CANTWELL,2014,679,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR MARIA CANTWELL,2015,680,fail,fail,87,0,87,127263.67,0.0,0,0
SENATOR MARIA CANTWELL,2016,684,fail,fail,398,0,398,1493593.28,0.0,0,0
SENATOR SHELLEY MOORE CAPITO,2015,696,ok,fail,81,0,81,43175.1,0.0,0,0
SENATOR SHELLEY MOORE CAPITO,2016,700,ok,fail,223,0,223,1258073.5,0.0,0,0
SENATOR BENJAMIN L CARDIN,2014,708,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR BENJAMIN L CARDIN,2015,709,ok,fail,18,0,18,17892.46,0.0,0,0
SENATOR BENJAMIN L CARDIN,2016,711,ok,fail,101,0,101,1421652.22,0.0,0,0
SENATOR THOMAS R. CARPER,2014,715,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR THOMAS R. CARPER,2015,716,fail,fail,57,0,57,15772.24,0.0,0,0
SENATOR THOMAS R. CARPER,2016,719,fail,fail,292,0,292,1276458.19,0.0,0,0
"SENATOR ROBERT CASEY, JR.",2014,729,ok,banner_missing,0,0,0,0.0,0.0,0,0
"SENATOR ROBERT CASEY, JR.",2015,730,fail,fail,170,0,170,32221.1,0.0,0,0
"SENATOR ROBERT CASEY, JR.",2016,736,fail,fail,496,0,496,1679544.1,0.0,0,0
SENATOR BILL CASSIDY,2015,752,ok,fail,110,0,110,57514.77,0.0,0,0
SENATOR BILL CASSIDY,2016,756,ok,fail,428,0,428,1128181.22,0.0,0,0
SENATOR SAXBY CHAMBLISS,2014,769,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR SAXBY CHAMBLISS,2015,770,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR JEFFREY CHIESA,2014,771,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR DANIEL R. COATS,2014,772,ok,banner_missing,2,0,2,80.19,0.0,0,0
SENATOR DANIEL R. COATS,2015,773,ok,fail,76,0,76,5735.05,0.0,0,0
SENATOR DANIEL R. COATS,2016,776,ok,fail,481,0,481,1161392.72,0.0,0,0
SENATOR TOM COBURN,2014,791,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR TOM COBURN,2015,792,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR THAD COCHRAN,2014,793,ok,fail,3,0,3,2631.43,0.0,0,0
SENATOR THAD COCHRAN,2015,794,ok,fail,71,0,71,32011.26,0.0,0,0
SENATOR THAD COCHRAN,2016,797,fail,fail,443,45,443,1376948.2,0.0,0,0
,2014,810,ok,banner_missing,9,0,9,1293.8,0.0,0,0
SENATOR SUSAN M. COLLINS,2015,811,fail,fail,214,0,214,115998.26,0.0,0,0
SENATOR SUSAN M. COLLINS,2016,818,fail,fail,605,0,605,1219216.19,0.0,0,0
SENATOR CHRISTOPHER A. COONS,2014,835,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR CHRISTOPHER A. COONS,2015,836,ok,fail,62,0,62,53657.88,0.0,0,0
SENATOR CHRISTOPHER A. COONS,2016,839,ok,fail,309,0,309,1306841.24,0.0,0,0
SENATOR BOB CORKER,2014,849,ok,banner_missing,3,0,3,1001.6,0.0,0,0
SENATOR BOB CORKER,2015,850,fail,fail,139,0,139,35074.7,0.0,0,0
SENATOR BOB CORKER,2016,855,fail,fail,689,0,689,1066956.33,0.0,0,0
SENATOR JOHN CORNYN,2014,876,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR JOHN CORNYN,2015,877,fail,fail,86,0,86,94261.66,0.0,0,0
SENATOR JOHN CORNYN,2016,881,fail,fail,353,0,353,1881856.99,0.0,0,0
SENATOR TOM COTTON,2015,891,ok,fail,87,0,87,191151.23,0.0,0,0
SENATOR TOM COTTON,2016,894,ok,fail,395,0,395,1179178.01,0.0,0,0
SENATOR MICHAEL D. CRAPO,2014,907,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR MICHAEL D. CRAPO,2015,908,ok,fail,82,0,82,40260.07,0.0,0,0
SENATOR MICHAEL D. CRAPO,2016,912,ok,fail,253,0,253,1306866.8,0.0,0,0
SENATOR TED CRUZ,2014,920,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR TED CRUZ,2015,921,fail,fail,217,0,217,86309.4,0.0,0,0
SENATOR TED CRUZ,2016,928,fail,fail,290,0,290,1833119.81,0.0,0,0
SENATOR STEVE DAINES,2015,937,ok,fail,302,0,302,104137.16,0.0,0,0
SENATOR STEVE DAINES,2016,947,ok,fail,638,0,638,1217559.83,0.0,0,0
SENATOR JOE DONNELLY,2014,965,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR JOE DONNELLY,2015,966,ok,fail,129,0,129,14508.69,0.0,0,0
SENATOR JOE DONNELLY,2016,971,ok,fail,712,0,712,1280082.03,0.0,0,0
SENATOR RICHARD J. DURBIN,2014,993,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR RICHARD J. DURBIN,2015,994,ok,fail,97,0,97,32373.56,0.0,0,0
SENATOR RICHARD J. DURBIN,2016,998,ok,fail,375,0,375,1582278.65,0.0,0,0
SENATOR MICHAEL B. ENZI,2014,1009,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR MICHAEL B. ENZI,2015,1010,ok,fail,57,0,57,25157.74,0.0,0,0
SENATOR MICHAEL B. ENZI,2016,1013,ok,fail,212,0,212,1188362.97,0.0,0,0
SENATOR JONI ERNST,2015,1019,ok,fail,103,0,103,58003.25,0.0,0,0
SENATOR JONI ERNST,2016,1023,ok,fail,321,0,321,1152665.79,0.0,0,0
SENATOR DIANNE FEINSTEIN,2014,1034,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR DIANNE FEINSTEIN,2015,1035,fail,fail,77,0,77,92156.5,0.0,0,0
SENATOR DIANNE FEINSTEIN,2016,1038,ok,fail,287,0,287,2055942.35,0.0,0,0
SENATOR DEB FISCHER,2014,1047,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR DEB FISCHER,2015,1048,fail,fail,50,0,50,96095.61,0.0,0,0
SENATOR DEB FISCHER,2016,1051,fail,fail,323,0,323,1279439.34,0.0,0,0
SENATOR JEFF FLAKE,2014,1061,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR JEFF FLAKE,2015,1062,ok,fail,59,0,59,35858.86,0.0,0,0
SENATOR JEFF FLAKE,2016,1065,ok,fail,238,0,238,1296940.58,0.0,0,0
SENATOR AL FRANKEN,2014,1072,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR AL FRANKEN,2015,1073,ok,fail,84,0,84,43007.09,0.0,0,0
SENATOR AL FRANKEN,2016,1076,ok,fail,363,0,363,1350095.42,0.0,0,0
SENATOR CORY GARDNER,2015,1088,ok,fail,195,0,195,90698.77,0.0,0,0
SENATOR CORY GARDNER,2016,1095,ok,fail,422,0,422,1331519.63,0.0,0,0
SENATOR KIRSTEN GILLIBRAND,2014,1108,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR KIRSTEN GILLIBRAND,2015,1109,ok,fail,181,0,181,36006.27,0.0,0,0
SENATOR KIRSTEN GILLIBRAND,2016,1115,ok,fail,670,0,670,1705470.4,0.0,0,0
SENATOR LINDSEY GRAHAM,2014,1134,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR LINDSEY GRAHAM,2015,1135,ok,fail,53,0,53,14313.86,0.0,0,0
SENATOR LINDSEY GRAHAM,2016,1138,ok,fail,183,0,183,1266653.98,0.0,0,0
SENATOR CHARLES E. GRASSLEY,2014,1144,ok,banner_missing,3,0,3,413.24,0.0,0,0
SENATOR CHARLES E. GRASSLEY,2015,1145,fail,fail,85,0,85,26359.88,0.0,0,0
SENATOR CHARLES E. GRASSLEY,2016,1149,fail,fail,306,0,306,1150296.21,0.0,0,0
SENATOR KAY HAGAN,2014,1159,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR KAY HAGAN,2015,1160,ok,fail,0,0,0,0.0,0.0,0,0
SENATOR TOM HARKIN,2014,1161,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR TOM HARKIN,2015,1162,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR ORRIN G. HATCH,2014,1163,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR ORRIN G. HATCH,2015,1164,ok,fail,109,0,109,68160.41,0.0,0,0
SENATOR ORRIN G. HATCH,2016,1168,ok,fail,195,0,195,1148135.19,0.0,0,0
SENATOR MARTIN HEINRICH,2014,1174,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR MARTIN HEINRICH,2015,1175,ok,fail,71,0,71,24431.95,0.0,0,0
SENATOR MARTIN HEINRICH,2016,1178,ok,fail,349,0,349,1366837.46,0.0,0,0
SENATOR HEIDI HEITKAMP,2014,1189,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR HEIDI HEITKAMP,2015,1190,ok,fail,47,0,47,25557.49,0.0,0,0
SENATOR HEIDI HEITKAMP,2016,1192,ok,fail,351,0,351,1365992.31,0.0,0,0
SENATOR DEAN HELLER,2014,1203,ok,banner_missing,3,0,3,86.8,0.0,0,0
SENATOR DEAN HELLER,2015,1204,ok,fail,51,0,51,21739.14,0.0,0,0
SENATOR DEAN HELLER,2016,1207,ok,fail,170,0,170,1138163.57,0.0,0,0
SENATOR MAZIE HIRONO,2014,1213,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR MAZIE HIRONO,2015,1214,fail,fail,119,0,119,67384.8,0.0,0,0
SENATOR MAZIE HIRONO,2016,1218,fail,fail,96,40,96,1043083.57,0.0,0,0
SENATOR JOHN HOEVEN,2014,1221,ok,banner_missing,1,0,1,3390.0,0.0,0,0
SENATOR JOHN HOEVEN,2015,1222,ok,fail,26,0,26,7852.37,0.0,0,0
SENATOR JOHN HOEVEN,2016,1224,ok,fail,151,0,151,1198939.9,0.0,0,0
SENATOR JAMES M. INHOFE,2014,1229,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR JAMES M. INHOFE,2015,1230,ok,fail,184,0,184,66280.99,0.0,0,0
SENATOR JAMES M. INHOFE,2016,1236,ok,fail,502,0,502,1055002.78,0.0,0,0
SENATOR JOHNNY ISAKSON,2014,1251,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR JOHNNY ISAKSON,2015,1252,ok,fail,293,0,293,41890.2,0.0,0,0
SENATOR JOHNNY ISAKSON,2016,1262,fail,fail,664,48,664,1344026.02,0.0,0,0
SENATOR MIKE JOHANNS,2014,1283,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR MIKE JOHANNS,2015,1284,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR TIM JOHNSON,2014,1285,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR TIM JOHNSON,2015,1286,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENA TOR RON JOHNSON,2014,1287,ok,fail,11,0,11,1265.28,0.0,0,0
SENATOR RON JOHNSON,2015,1288,fail,fail,295,0,295,45360.72,0.0,0,0
SENATOR RON JOHNSON,2016,1299,ok,fail,561,0,561,1390980.9,0.0,0,0
SENATOR TIM KAINE,2014,1316,ok,banner_missing,22,0,22,551.84,0.0,0,0
SENATOR TIM KAINE,2015,1318,ok,fail,224,0,224,35909.18,0.0,0,0
SENATOR TIM KAINE,2016,1326,ok,fail,285,0,285,1524189.04,0.0,0,0
SENATOR ANGUS KING,2014,1335,ok,fail,0,0,0,0.0,0.0,0,0
SENA TOR ANGUS KING,2015,1336,fail,fail,9,0,9,3413.89,0.0,0,0
SENATOR ANGUS KING,2016,1337,ok,fail,412,0,412,1441936.57,0.0,0,0
SENATOR MARK KIRK,2014,1352,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR MARK KIRK,2015,1353,ok,fail,99,0,99,17421.08,0.0,0,0
SENATOR MARK KIRK,2016,1357,ok,fail,326,0,326,1652269.03,0.0,0,0
SENATOR AMY KLOBUCHAR,2014,1368,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR AMY KLOBUCHAR,2015,1369,ok,fail,69,0,69,7733.87,0.0,0,0
SENATOR AMY KLOBUCHAR,2016,1372,ok,fail,528,0,528,1377412.5,0.0,0,0
SENATOR MARY L. LANDRIEU,2014,1388,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR MARY L. LANDRIEU,2015,1389,ok,banner_missing,1,0,1,68508.51,0.0,0,0
SENATOR JAMES LANKFORD,2015,1390,ok,fail,86,0,86,30883.78,0.0,0,0
SENATOR JAMES LANKFORD,2016,1393,ok,fail,467,0,467,1315704.19,0.0,0,0
SENATOR PATRICK J. LEAHY,2014,1408,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR PATRICK J. LEAHY,2015,1409,ok,fail,181,0,181,78137.88,0.0,0,0
SENATOR PATRICK J. LEAHY,2016,1415,ok,fail,218,0,218,1230198.44,0.0,0,0
SENATOR MIKE LEE,2014,1422,ok,fail,1,0,1,484.96,0.0,0,0
SENATOR MIKE LEE,2015,1423,ok,fail,143,0,143,120955.5,0.0,0,0
SENATOR MIKE LEE,2016,1428,ok,fail,247,0,247,1324208.5,0.0,0,0
SENATOR CARL LEVIN,2014,1436,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR CARL LEVIN,2015,1437,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR JOE MANCHIN,2014,1438,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR JOE MANCHIN,2015,1439,ok,fail,99,0,99,11374.43,0.0,0,0
SENATOR JOE MANCHIN,2016,1443,ok,fail,435,0,435,1157828.9,0.0,0,0
SENATOR EDWARD MARKEY,2014,1458,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR EDWARD MARKEY,2015,1459,ok,fail,23,0,23,18058.26,0.0,0,0
SENATOR EDWARD MARKEY,2016,1461,ok,fail,59,0,59,1087725.16,0.0,0,0
SENATOR JOHN MCCAIN,2014,1464,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR JOHN MCCAIN,2015,1465,fail,fail,34,0,34,9217.42,0.0,0,0
SENATOR JOHN MCCAIN,2016,1467,fail,fail,162,0,162,1245517.34,0.0,0,0
SENATOR CLAIRE MCCASKILL,2014,1472,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR CLAIRE MCCASKILL,2015,1473,fail,fail,59,0,59,12091.8,0.0,0,0
SENATOR CLAIRE MCCASKILL,2016,1476,fail,fail,224,0,224,1401605.21,0.0,0,0
"SENATOR A. MITCHELL MCCONNELL, JR.",2014,1484,ok,banner_missing,0,0,0,0.0,0.0,0,0
"SENATOR A. MITCHELL MCCONNELL, JR.",2015,1485,ok,fail,19,0,19,7510.53,0.0,0,0
"SENATOR A. MITCHELL MCCONNELL, JR.",2016,1487,ok,fail,140,0,140,1267833.54,0.0,0,0
SENATOR ROBERT MENENDEZ,2014,1493,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR ROBERT MENENDEZ,2015,1494,ok,fail,44,0,44,18502.04,0.0,0,0
SENATOR ROBERT MENENDEZ,2016,1497,ok,fail,133,0,133,1381184.33,0.0,0,0
SENATOR JEFF MERKLEY,2014,1502,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR JEFF MERKLEY,2015,1503,fail,fail,84,0,84,37125.52,0.0,0,0
SENATOR JEFF MERKLEY,2016,1506,fail,fail,246,0,246,1363959.72,0.0,0,0
SENATOR BARBARA A. MIKULSKI,2014,1514,ok,banner_missing,1,0,1,313.5,0.0,0,0
SENATOR BARBARA A. MIKULSKI,2015,1515,ok,fail,71,0,71,99178.97,0.0,0,0
SENATOR BARBARA A. MIKULSKI,2016,1519,ok,fail,175,0,175,1201171.61,0.0,0,0
SENATOR JERRY MORAN,2014,1526,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR JERRY MORAN,2015,1527,ok,fail,90,0,90,15165.61,0.0,0,0
SENATOR JERRY MORAN,2016,1531,ok,fail,452,0,452,1367757.54,0.0,1,0
SENATOR LISA MURKOWSKI,2014,1545,ok,fail,0,0,0,0.0,0.0,0,0
SENATOR LISA MURKOWSKI,2015,1546,ok,fail,50,0,50,14150.85,0.0,0,0
SENATOR LISA MURKOWSKI,2016,1549,fail,fail,206,44,206,1363061.08,0.0,0,0
SENATOR CHRIS MURPHY,2014,1556,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATOR CHRIS MURPHY,2015,1557,fail,fail,72,0,72,39571.56,0.0,0,0
SENATOR CHRIS MURPHY,2016,1560,fail,fail,237,43,237,1379023.43,0.0,0,0
SENATOR PATTY MURRAY,2014,1569,ok,fail,1,0,1,66.16,0.0,0,0
SENATOR PATTY MURRAY,2015,1570,ok,fail,74,0,74,17275.96,0.0,0,0
SENATOR PATTY MURRAY,2016,1573,ok,fail,557,0,557,1430275.96,0.0,0,0
