Parsed from U.S. Senate disbursement reports (govinfo.gov). See README.md for methodology and known limitations.
source_doc,senator_flag,senator_name,bioguide_id,raw_office,funding_year,fiscal_year,congress_number,reference_page,document_number,date_posted,start_date,end_date,description,salary_flag,amount,payee,validation_status,category
112sdoc7,0,,,MINORITY LEADER (R),2012,,112,37,DDOF21200282,,01/01/2012,01/15/2012,MANAGEMENT & PROFESSIONAL SUPPORT SERVICES,0,225.00,,ok,OTHER CONTRACTUAL SERVICES
112sdoc7,0,,,MINORITY LEADER (R),2012,,112,37,DDOF21200350,,01/24/2012,01/24/2012,MANAGEMENT & PROFESSIONAL SUPPORT SERVICES,0,600.00,,ok,OTHER CONTRACTUAL SERVICES
112sdoc7,0,,,CHAIRMAN MINORITY CONFERENCE COMMITTEE (R),2011,,112,42,DDOF21200104,,09/30/2011,09/30/2011,PURCHASED EQUIPMENT (EXPENDABLE),0,210.40,,ok,ACQUISITION OF ASSETS
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER TO MAR. 18,0,"43,000.00",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF,0,"84,249.96",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"38,999.92",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"33,499.96",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF,0,"57,499.96",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"51,499.96",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"85,500.00",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"70,750.00",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"44,999.92",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"72,250.00",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"71,249.92",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"74,999.96",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF,0,"82,500.00",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER TO FEB. 5,0,"56,451.33",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"23,416.64",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"84,000.00",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"61,833.32",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,CHIEF CLERK,0,"85,500.00",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"67,999.92",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"77,499.92",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,STAFF ASSISTANT,0,"42,499.92",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"80,374.92",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"84,999.96",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"84,499.92",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"49,000.00",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"80,374.92",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"62,749.96",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"71,500.00",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"70,999.96",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"61,666.64",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"52,499.92",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF,0,"22,999.96",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF,0,"40,999.96",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"73,249.96",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"84,249.96",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,55,,,,,PROFESSIONAL STAFF MEMBER,0,"70,999.96",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF MEMBER,0,"65,999.92",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF MEMBER,0,"81,708.32",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF MEMBER,0,"44,333.28",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF MEMBER,0,"83,749.92",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF MEMBER,0,"84,249.96",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF MEMBER,0,"74,500.00",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF MEMBER TO JAN. 29,0,"30,749.99",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF MEMBER,0,"83,749.92",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF MEMBER,0,"71,249.92",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF MEMBER FROM NOV. 30,0,"44,694.38",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,STAFF ASSISTANT,0,"21,499.96",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF MEMBER,0,"17,641.44",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF MEMBER,0,"68,000.00",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF MEMBER,0,"41,999.92",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF MEMBER,0,"80,625.00",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF MEMBER,0,"61,000.00",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF,0,"47,249.92",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,STAFF ASSISTANT,0,"24,541.66",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF MEMBER,0,"74,499.92",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF MEMBER TO DEC. 22,0,"21,752.73",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,STAFF ASSISTANT,0,"25,999.96",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF MEMBER,0,"36,833.28",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF MEMBER,0,"83,749.92",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF MEMBER,0,"70,666.64",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF MEMBER,0,"85,249.92",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF,0,"55,249.96",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF,0,"83,749.92",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF MEMBER TO JAN. 23,0,"53,361.08",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF MEMBER,0,"69,749.92",,unchecked,
112sdoc7,0,,,APPROPRIATIONS,2012,,112,56,,,,,PROFESSIONAL STAFF MEMBER TO NOV. 20,0,"12,499.99",,unchecked,
