senator_name,funding_year,start_page,record_count,outcome
SCOTT P. BROWN,2010,575,2,unmatched
SCOTT P. BROWN,2011,576,121,unmatched
SCOTT P. BROWN,2012,581,403,unmatched
TOM COBURN,2011,744,62,unmatched
TOM COBURN,2012,747,595,unmatched
PATRICK J.TOOMEY,2011,1748,127,unmatched
PATRICK J.TOOMEY,2012,1753,571,unmatched
MARK UDALL (CO),2011,1771,62,unmatched
MARK UDALL (CO),2012,1774,341,unmatched
TOM UDALL (NM),2011,1786,71,unmatched
TOM UDALL (NM),2012,1789,551,unmatched
