office,funding_year,account,start_page,label,check_page,expected,actual,status,basis,second_opinion,independent_sum
EMERGENCY APPROPRIATION PUBLIC LAW 109-13 Funding Year MISCELLANEOUS ITEMS,,,290,BANNER NET PAYROLL,290,,0.0,banner_missing,banner,,
EMERGENCY APPROPRIATION PUBLIC LAW 109-13 Funding Year MISCELLANEOUS ITEMS,,,290,BANNER ORGANIZATION TOTALS,290,7500000.0,0.0,fail,banner,,
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,SECRETARY OF THE SENATE,291,BANNER NET PAYROLL,291,,0.0,banner_missing,banner,,
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,SECRETARY OF THE SENATE,291,BANNER ORGANIZATION TOTALS,291,0.0,0.0,ok,banner,,
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,SECRETARY OF THE SENATE,292,BANNER NET PAYROLL,292,,0.0,banner_missing,banner,,
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,SECRETARY OF THE SENATE,292,BANNER ORGANIZATION TOTALS,292,0.0,0.0,ok,banner,,
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2013,SECRETARY OF THE SENATE,293,BANNER NET PAYROLL,293,0.0,0.0,banner_missing,banner,,
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2013,SECRETARY OF THE SENATE,293,BANNER ORGANIZATION TOTALS,293,0.0,0.0,ok,banner,,
SECRETARY OF THE SENATE - EXECUTIVE OFFICE,2013,SECRETARY OF THE SENATE,294,BANNER NET PAYROLL,294,0.0,0.0,banner_missing,banner,,
SECRETARY OF THE SENATE - EXECUTIVE OFFICE,2013,SECRETARY OF THE SENATE,294,BANNER ORGANIZATION TOTALS,294,0.0,0.0,ok,banner,,
SECRETARY OF THE SENATE - LEGISLATIVE SERVICES,2013,SECRETARY OF THE SENATE,295,BANNER NET PAYROLL,295,,0.0,banner_missing,banner,,
SECRETARY OF THE SENATE - LEGISLATIVE SERVICES,2013,SECRETARY OF THE SENATE,295,BANNER ORGANIZATION TOTALS,295,0.0,0.0,ok,banner,,
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,SECRETARY OF THE SENATE,296,BANNER NET PAYROLL,296,,0.0,banner_missing,banner,,
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,SECRETARY OF THE SENATE,296,BANNER ORGANIZATION TOTALS,296,0.0,0.0,ok,banner,,
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2014,SECRETARY OF THE SENATE,297,OTHER CONTRACTUAL SERVICES,297,185959.11,185959.11,ok,segment,,
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2014,SECRETARY OF THE SENATE,297,BANNER NET PAYROLL,297,0.0,0.0,banner_missing,banner,,
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2014,SECRETARY OF THE SENATE,297,BANNER ORGANIZATION TOTALS,297,188709.11,185959.11,fail,banner,,
,2014,,298,OTHER CONTRACTUAL SERVICES,298,2240.0,2240.0,ok,segment,,
,2014,,298,ACQUISITION OF ASSETS,298,1435.0,1435.0,ok,segment,,
,2014,,298,BANNER NET PAYROLL,298,0.0,0.0,banner_missing,banner,,
,2014,,298,BANNER ORGANIZATION TOTALS,298,3675.0,3675.0,ok,banner,,
SECRETARY OF THE SENATE - LEGISLATIVE SERVICES,2014,SECRETARY OF THE SENATE,299,BANNER NET PAYROLL,299,,0.0,banner_missing,banner,,
SECRETARY OF THE SENATE - LEGISLATIVE SERVICES,2014,SECRETARY OF THE SENATE,299,BANNER ORGANIZATION TOTALS,299,0.0,0.0,ok,banner,,
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,SECRETARY OF THE SENATE,300,BANNER NET PAYROLL,300,,0.0,banner_missing,banner,,
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,SECRETARY OF THE SENATE,300,BANNER ORGANIZATION TOTALS,300,153312.54,0.0,fail,banner,,
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2015,SECRETARY OF THE SENATE,301,TRAVEL AND TRANSPORTATION OF PERSONS,301,5357.8,5357.8,ok,segment,,
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2015,SECRETARY OF THE SENATE,301,OTHER CONTRACTUAL SERVICES,302,22131.46,22131.46,ok,segment,,
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2015,SECRETARY OF THE SENATE,301,ACQUISITION OF ASSETS,303,11885.33,11885.33,ok,segment,,
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2015,SECRETARY OF THE SENATE,301,PERSONNEL BENEFITS,303,164509.22,0.0,component,payroll_component,,
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2015,SECRETARY OF THE SENATE,301,NET PAYROLL EXPENSES,303,164509.22,164509.22,ok,segment,,
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2015,SECRETARY OF THE SENATE,301,BANNER NET PAYROLL,301,164509.22,164509.22,ok,banner,,
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2015,SECRETARY OF THE SENATE,301,BANNER ORGANIZATION TOTALS,301,306673.31,203883.81,fail,banner,,
SECRETARY OF THE SENATE - EXECUTIVE OFFICE,2015,SECRETARY OF THE SENATE,304,TRAVEL AND TRANSPORTATION OF PERSONS,304,57.27,57.27,ok,segment,,
SECRETARY OF THE SENATE - EXECUTIVE OFFICE,2015,SECRETARY OF THE SENATE,304,OTHER CONTRACTUAL SERVICES,305,5559.69,5559.69,ok,segment,,
SECRETARY OF THE SENATE - EXECUTIVE OFFICE,2015,SECRETARY OF THE SENATE,304,ACQUISITION OF ASSETS,305,723.95,723.95,ok,segment,,
SECRETARY OF THE SENATE - EXECUTIVE OFFICE,2015,SECRETARY OF THE SENATE,304,WHEN ACTUALLY EMPLOYED (WAE),305,21330.0,0.0,component,payroll_component,,
SECRETARY OF THE SENATE - EXECUTIVE OFFICE,2015,SECRETARY OF THE SENATE,304,PERSONNEL BENEFITS,305,309.3,0.0,component,payroll_component,,
SECRETARY OF THE SENATE - EXECUTIVE OFFICE,2015,SECRETARY OF THE SENATE,304,NET PAYROLL EXPENSES,305,21639.3,21639.3,ok,segment,,
SECRETARY OF THE SENATE - EXECUTIVE OFFICE,2015,SECRETARY OF THE SENATE,304,BANNER NET PAYROLL,304,21639.3,21639.3,ok,banner,,
SECRETARY OF THE SENATE - EXECUTIVE OFFICE,2015,SECRETARY OF THE SENATE,304,BANNER ORGANIZATION TOTALS,304,86268.87,27980.21,fail,banner,,
SECRETARY OF THE SENATE - LEGISLATIVE SERVICES,2015,SECRETARY OF THE SENATE,306,OTHER CONTRACTUAL SERVICES,306,2430.02,2430.02,ok,segment,,
SECRETARY OF THE SENATE - LEGISLATIVE SERVICES,2015,SECRETARY OF THE SENATE,306,BANNER NET PAYROLL,306,,0.0,banner_missing,banner,,
SECRETARY OF THE SENATE - LEGISLATIVE SERVICES,2015,SECRETARY OF THE SENATE,306,BANNER ORGANIZATION TOTALS,306,11152.88,2430.02,fail,banner,,
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,SECRETARY OF THE SENATE,307,BANNER NET PAYROLL,307,,0.0,banner_missing,banner,,
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,SECRETARY OF THE SENATE,307,BANNER ORGANIZATION TOTALS,307,1867007.52,0.0,fail,banner,,
SECRETARY OF THE SENATE - (LIS PROJECT) Funding Year SECRETARY OF THE SENATE,,,308,BANNER NET PAYROLL,308,,0.0,banner_missing,banner,,
SECRETARY OF THE SENATE - (LIS PROJECT) Funding Year SECRETARY OF THE SENATE,,,308,BANNER ORGANIZATION TOTALS,308,0.0,0.0,ok,banner,,
SEC - EMRGCY APPROPS FOR TERR RESPONSE Funding Year SECRETARY OF THE SENATE,,,309,BANNER NET PAYROLL,309,,0.0,banner_missing,banner,,
SEC - EMRGCY APPROPS FOR TERR RESPONSE Funding Year SECRETARY OF THE SENATE,,,309,BANNER ORGANIZATION TOTALS,309,0.0,0.0,ok,banner,,
SEC OF THE SENATE - SENATE COLLECTION Funding Year SECRETARY OF THE SENATE,,,310,OTHER CONTRACTUAL SERVICES,310,101684.64,101684.64,ok,segment,,
SEC OF THE SENATE - SENATE COLLECTION Funding Year SECRETARY OF THE SENATE,,,310,BANNER NET PAYROLL,310,,0.0,banner_missing,banner,,
SEC OF THE SENATE - SENATE COLLECTION Funding Year SECRETARY OF THE SENATE,,,310,BANNER ORGANIZATION TOTALS,310,101684.64,101684.64,ok,banner,,
SGT @ ARMS - CENTRAL OPERATIONS,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,311,BANNER NET PAYROLL,311,,0.0,banner_missing,banner,,
SGT @ ARMS - CENTRAL OPERATIONS,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,311,BANNER ORGANIZATION TOTALS,311,0.0,0.0,ok,banner,,
SGT @ ARMS - CAPITOL DIVISION,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,312,BANNER NET PAYROLL,312,,0.0,banner_missing,banner,,
SGT @ ARMS - CAPITOL DIVISION,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,312,BANNER ORGANIZATION TOTALS,312,903.75,0.0,fail,banner,,
SGT @ ARMS - IT SUPPORT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,313,BANNER NET PAYROLL,313,,0.0,banner_missing,banner,,
SGT @ ARMS - IT SUPPORT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,313,BANNER ORGANIZATION TOTALS,313,0.0,0.0,ok,banner,,
SGT @ ARMS - STAFF OFFICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,314,BANNER NET PAYROLL,314,0.0,0.0,banner_missing,banner,,
SGT @ ARMS - STAFF OFFICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,314,BANNER ORGANIZATION TOTALS,314,0.0,0.0,ok,banner,,
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,315,BANNER NET PAYROLL,315,,0.0,banner_missing,banner,,
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,315,BANNER ORGANIZATION TOTALS,315,0.0,0.0,ok,banner,,
SGT @ ARMS - CENTRAL OPERATIONS,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,316,ACQUISITION OF ASSETS,316,105379.14,105379.14,ok,segment,,
SGT @ ARMS - CENTRAL OPERATIONS,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,316,BANNER NET PAYROLL,316,,0.0,banner_missing,banner,,
SGT @ ARMS - CENTRAL OPERATIONS,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,316,BANNER ORGANIZATION TOTALS,316,105379.14,105379.14,ok,banner,,
SGT @ ARMS - CAPITOL DIVISION,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,317,BANNER NET PAYROLL,317,,0.0,banner_missing,banner,,
SGT @ ARMS - CAPITOL DIVISION,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,317,BANNER ORGANIZATION TOTALS,317,0.0,0.0,ok,banner,,
SGT @ ARMS - IT SUPPORT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENA TE,318,OTHER CONTRACTUAL SERVICES,318,7263.0,7263.0,ok,segment,,
SGT @ ARMS - IT SUPPORT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENA TE,318,ACQUISITION OF ASSETS,318,6624.0,6624.0,ok,segment,,
SGT @ ARMS - IT SUPPORT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENA TE,318,BANNER NET PAYROLL,318,,0.0,banner_missing,banner,,
SGT @ ARMS - IT SUPPORT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENA TE,318,BANNER ORGANIZATION TOTALS,318,13887.0,13887.0,ok,banner,,
SGT @ ARMS - STAFF OFFICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,319,BANNER NET PAYROLL,319,0.0,0.0,banner_missing,banner,,
SGT @ ARMS - STAFF OFFICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,319,BANNER ORGANIZATION TOTALS,319,0.0,0.0,ok,banner,,
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,320,ACQUISITION OF ASSETS,320,33220.66,33220.66,ok,segment,,
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,320,BANNER NET PAYROLL,320,,0.0,banner_missing,banner,,
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,320,BANNER ORGANIZATION TOTALS,320,33220.66,33220.66,ok,banner,,
SGT @ ARMS - CENTRAL OPERATIONS,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,321,OTHER CONTRACTUAL SERVICES,321,11840.94,11840.94,ok,segment,,
SGT @ ARMS - CENTRAL OPERATIONS,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,321,ACQUISITION OF ASSETS,322,505979.95,505979.95,ok,segment,,
SGT @ ARMS - CENTRAL OPERATIONS,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,321,BANNER NET PAYROLL,321,,0.0,banner_missing,banner,,
SGT @ ARMS - CENTRAL OPERATIONS,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,321,BANNER ORGANIZATION TOTALS,321,719988.73,517820.89,fail,banner,,
SGT @ ARMS - CAPITOL DIVISION,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,323,OTHER CONTRACTUAL SERVICES,323,146249.81,146249.81,ok,segment,,
SGT @ ARMS - CAPITOL DIVISION,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,323,ACQUISITION OF ASSETS,323,119755.87,119755.87,ok,segment,,
SGT @ ARMS - CAPITOL DIVISION,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,323,BANNER NET PAYROLL,323,,0.0,banner_missing,banner,,
SGT @ ARMS - CAPITOL DIVISION,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,323,BANNER ORGANIZATION TOTALS,323,371372.18,266005.68,fail,banner,,
SGT @ ARMS - IT SUPPORT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,324,OTHER CONTRACTUAL SERVICES,324,14350.44,14350.44,ok,segment,,
SGT @ ARMS - IT SUPPORT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,324,ACQUISITION OF ASSETS,325,692837.22,692837.22,ok,segment,,
SGT @ ARMS - IT SUPPORT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,324,BANNER NET PAYROLL,324,,0.0,banner_missing,banner,,
SGT @ ARMS - IT SUPPORT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,324,BANNER ORGANIZATION TOTALS,324,707408.85,707187.66,fail,banner,,
SGT @ ARMS - STAFF OFFICES,,SERG EANT AT ARMS AND DOORKEEPER OF THE SENATE,326,OTHER CONTRACTUAL SERVICES,326,12711.0,12711.0,ok,segment,,
SGT @ ARMS - STAFF OFFICES,,SERG EANT AT ARMS AND DOORKEEPER OF THE SENATE,326,ACQUISITION OF ASSETS,326,45229.57,45229.57,ok,segment,,
SGT @ ARMS - STAFF OFFICES,,SERG EANT AT ARMS AND DOORKEEPER OF THE SENATE,326,BANNER NET PAYROLL,326,0.0,0.0,banner_missing,banner,,
SGT @ ARMS - STAFF OFFICES,,SERG EANT AT ARMS AND DOORKEEPER OF THE SENATE,326,BANNER ORGANIZATION TOTALS,326,75544.19,57940.57,fail,banner,,
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,327,OTHER CONTRACTUAL SERVICES,327,66510.68,66510.68,ok,segment,,
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,327,ACQUISITION OF ASSETS,327,363362.35,363362.35,ok,segment,,
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,327,BANNER NET PAYROLL,327,,0.0,banner_missing,banner,,
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,327,BANNER ORGANIZATION TOTALS,327,429873.03,429873.03,ok,banner,,
SGT @ ARMS - CENTRAL OPERATIONS,,SERG EANT AT ARMS AND DOORKEEPER OF THE SENATE,328,OTHER CONTRACTUAL SERVICES,328,106862.0,106862.0,ok,segment,,
SGT @ ARMS - CENTRAL OPERATIONS,,SERG EANT AT ARMS AND DOORKEEPER OF THE SENATE,328,ACQUISITION OF ASSETS,328,56893.9,56893.9,ok,segment,,
SGT @ ARMS - CENTRAL OPERATIONS,,SERG EANT AT ARMS AND DOORKEEPER OF THE SENATE,328,BANNER NET PAYROLL,328,,0.0,banner_missing,banner,,
SGT @ ARMS - CENTRAL OPERATIONS,,SERG EANT AT ARMS AND DOORKEEPER OF THE SENATE,328,BANNER ORGANIZATION TOTALS,328,166045.9,163755.9,fail,banner,,
SGT @ ARMS - CAPITOL DIVISION,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,329,OTHER CONTRACTUAL SERVICES,329,1315.45,1315.45,ok,segment,,
SGT @ ARMS - CAPITOL DIVISION,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,329,ACQUISITION OF ASSETS,329,136311.07,136311.07,ok,segment,,
SGT @ ARMS - CAPITOL DIVISION,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,329,BANNER NET PAYROLL,329,,0.0,banner_missing,banner,,
SGT @ ARMS - CAPITOL DIVISION,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,329,BANNER ORGANIZATION TOTALS,329,200963.94,137626.52,fail,banner,,
SGT @ ARMS - IT SUPPORT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,330,OTHER CONTRACTUAL SERVICES,331,139268.03,139268.03,ok,segment,,
SGT @ ARMS - IT SUPPORT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,330,ACQUISITION OF ASSETS,350,4236148.4,4236148.4,ok,segment,,
SGT @ ARMS - IT SUPPORT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,330,BANNER NET PAYROLL,330,,0.0,banner_missing,banner,,
SGT @ ARMS - IT SUPPORT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,330,BANNER ORGANIZATION TOTALS,330,4392483.33,4375416.43,fail,banner,,
@ ARMS - STAFF OFFICES,,,351,OTHER CONTRACTUAL SERVICES,351,100232.77,100232.77,ok,segment,,
@ ARMS - STAFF OFFICES,,,351,ACQUISITION OF ASSETS,351,80548.02,80548.02,ok,segment,,
@ ARMS - STAFF OFFICES,,,351,PERSONNEL BENEFITS,351,110815.3,0.0,component,payroll_component,,
@ ARMS - STAFF OFFICES,,,351,NET PAYROLL EXPENSES,351,110815.3,110815.3,ok,segment,,
@ ARMS - STAFF OFFICES,,,351,BANNER NET PAYROLL,351,110815.3,110815.3,ok,banner,,
@ ARMS - STAFF OFFICES,,,351,BANNER ORGANIZATION TOTALS,351,291596.09,291596.09,ok,banner,,
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,352,BANNER NET PAYROLL,352,,0.0,banner_missing,banner,,
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,352,BANNER ORGANIZATION TOTALS,352,366211.52,0.0,fail,banner,,
,,,353,OTHER CONTRACTUAL SERVICES,353,15739.71,15739.71,ok,segment,,
,,,353,ACQUISITION OF ASSETS,353,39425.89,39425.89,ok,segment,,
,,,353,BANNER NET PAYROLL,353,,0.0,banner_missing,banner,,
,,,353,BANNER ORGANIZATION TOTALS,353,58281.53,55165.6,fail,banner,,
SGT @ ARMS - CAPITOL DIVISION,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,354,OTHER CONTRACTUAL SERVICES,354,1172.0,1172.0,ok,segment,,
SGT @ ARMS - CAPITOL DIVISION,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,354,ACQUISITION OF ASSETS,355,295277.1,295277.1,ok,segment,,
SGT @ ARMS - CAPITOL DIVISION,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,354,BANNER NET PAYROLL,354,,0.0,banner_missing,banner,,
SGT @ ARMS - CAPITOL DIVISION,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,354,BANNER ORGANIZATION TOTALS,354,307039.75,296449.1,fail,banner,,
SGT @ ARMS - IT SUPPORT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,356,OTHER CONTRACTUAL SERVICES,356,76786.28,76786.28,ok,segment,,
SGT @ ARMS - IT SUPPORT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,356,ACQUISITION OF ASSETS,365,2478176.86,2478176.86,ok,segment,,
SGT @ ARMS - IT SUPPORT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,356,BANNER NET PAYROLL,356,,0.0,banner_missing,banner,,
SGT @ ARMS - IT SUPPORT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,356,BANNER ORGANIZATION TOTALS,356,2682507.9,2554963.14,fail,banner,,
SGT @ ARMS - STAFF OFFICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,366,OTHER CONTRACTUAL SERVICES,366,99698.02,99698.02,ok,segment,,
SGT @ ARMS - STAFF OFFICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,366,ACQUISITION OF ASSETS,367,1141814.47,1141814.47,ok,segment,,
SGT @ ARMS - STAFF OFFICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,366,PERSONNEL BENEFITS,367,65240.15,0.0,component,payroll_component,,
SGT @ ARMS - STAFF OFFICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,366,NET PAYROLL EXPENSES,367,65240.15,65240.15,ok,segment,,
SGT @ ARMS - STAFF OFFICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,366,BANNER NET PAYROLL,366,65240.15,65240.15,ok,banner,,
SGT @ ARMS - STAFF OFFICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,366,BANNER ORGANIZATION TOTALS,366,1308131.29,1306752.64,fail,banner,,
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,368,OTHER CONTRACTUAL SERVICES,368,395813.9,395813.9,ok,segment,,
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,368,ACQUISITION OF ASSETS,368,949865.99,949865.99,ok,segment,,
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,368,BANNER NET PAYROLL,368,,0.0,banner_missing,banner,,
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,368,BANNER ORGANIZATION TOTALS,368,1345679.89,1345679.89,ok,banner,,
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,2014,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,369,OTHER CONTRACTUAL SERVICES,369,1482951.84,1482951.84,ok,segment,,
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,2014,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,369,BANNER NET PAYROLL,369,,0.0,banner_missing,banner,,
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,2014,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,369,BANNER ORGANIZATION TOTALS,369,1482951.84,1482951.84,ok,banner,,
SGT @ ARMS - CENTRAL OPERATIONS,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,370,OTHER CONTRACTUAL SERVICES,370,29547.24,29547.24,ok,segment,,
SGT @ ARMS - CENTRAL OPERATIONS,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,370,ACQUISITION OF ASSETS,371,167682.0,167682.0,ok,segment,,
SGT @ ARMS - CENTRAL OPERATIONS,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,370,BANNER NET PAYROLL,370,,0.0,banner_missing,banner,,
SGT @ ARMS - CENTRAL OPERATIONS,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,370,BANNER ORGANIZATION TOTALS,370,211517.35,197229.24,fail,banner,,
SGT @ ARMS - CAPITOL DIVISION,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,372,TRAVEL AND TRANSPORTATION OF PERSONS,372,-201.5,-201.5,ok,segment,,
SGT @ ARMS - CAPITOL DIVISION,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,372,OTHER CONTRACTUAL SERVICES,373,562945.44,562945.44,ok,segment,,
SGT @ ARMS - CAPITOL DIVISION,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,372,ACQUISITION OF ASSETS,373,251212.71,251212.71,ok,segment,,
SGT @ ARMS - CAPITOL DIVISION,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,372,BANNER NET PAYROLL,372,,0.0,banner_missing,banner,,
SGT @ ARMS - CAPITOL DIVISION,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,372,BANNER ORGANIZATION TOTALS,372,900648.28,813956.65,fail,banner,,
SGT @ ARMS - IT SUPPORT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,374,OTHER CONTRACTUAL SERVICES,375,895917.77,895917.77,ok,segment,,
SGT @ ARMS - IT SUPPORT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,374,ACQUISITION OF ASSETS,375,398395.35,398395.35,ok,segment,,
SGT @ ARMS - IT SUPPORT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,374,BANNER NET PAYROLL,374,,0.0,banner_missing,banner,,
SGT @ ARMS - IT SUPPORT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,374,BANNER ORGANIZATION TOTALS,374,1295443.51,1294313.12,fail,banner,,
,,,376,OTHER CONTRACTUAL SERVICES,376,14034.0,14034.0,ok,segment,,
,,,376,ACQUISITION OF ASSETS,376,344577.74,344577.74,ok,segment,,
,,,376,BANNER NET PAYROLL,376,0.0,0.0,banner_missing,banner,,
,,,376,BANNER ORGANIZATION TOTALS,376,358611.74,358611.74,ok,banner,,
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,377,OTHER CONTRACTUAL SERVICES,378,883786.45,883786.45,ok,segment,,
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,377,ACQUISITION OF ASSETS,378,1227248.22,1227248.22,ok,segment,,
