office,funding_year,start_page,status,banner_status,record_count,page_count,continuation_page_count,subtotal_count,rows_quarantined,records_checked,dollars_checked,dollars_unchecked,amount_parse_failures,pages_skipped
MAJORITY WHIP (R),2025,200,ok,warn,5,1,0,4,0,5,761.26,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),2021,201,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),2022,202,ok,warn,4,1,0,4,0,4,3419.9,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),2023,203,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),2023,204,ok,warn,37,2,1,3,0,37,12255.04,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),2024,206,ok,not_applicable,1,1,0,1,0,1,12000.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),2024,207,ok,warn,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (R),2025,208,ok,warn,2,1,0,2,0,2,2184.87,0.0,0,0
MINORITY POLICY COMMITTEE (R),2021,209,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (R),2022,210,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (R),2023,211,ok,warn,1,1,0,1,0,1,16.21,0.0,0,0
MINORITY POLICY COMMITTEE (R),2023,212,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (R),2024,213,ok,warn,5,1,0,1,0,5,1421.66,0.0,0,0
MINORITY POLICY COMMITTEE (R),2024,214,ok,warn,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY POLICY COMMITTEE (R),2025,215,ok,warn,5,1,0,2,0,5,1610.12,0.0,0,0
SECRETARY FOR THE MINORITY (R),2023,216,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY FOR THE MINORITY (R),2024,217,ok,warn,3,1,0,1,0,3,31506.7,0.0,0,0
SENATE CHILD CARE CENTER,2021,218,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2022,219,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE – SALARY REIMBURSEMENT – S. RES. 329,2022,220,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE – TRAINING EXPENSES – P.L. 104-197,2022,221,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2023,222,ok,ok,0,1,0,2,0,0,0.0,0.0,0,0
SENATE CHILD CARE - SALARY REIMBURSEMENT – S. RES. 329,2023,223,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE – TRAINING EXPENSES – P.L. 104-197,2023,224,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2024,225,ok,fail,0,1,0,2,0,0,0.0,0.0,0,0
SENATE CHILD CARE – SALARY REIMBURSEMENT – S. RES. 329,2024,226,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE – TRAINING EXPENSES – P.L. 104-197,2024,227,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2025,228,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE – SALARY REIMBURSEMENT – S. RES. 329,2025,229,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE – TRAINING EXPENSES – P.L. 104-197,2025,230,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
CONSULTANTS,2021,231,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
CONSULTANTS,2022,232,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
CONSULTANTS,2023,233,ok,warn,0,1,0,0,0,0,0.0,0.0,0,0
CONSULTANTS,2024,234,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
CONSULTANTS,2025,235,ok,fail,43,2,1,3,0,43,2863463.03,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2021,237,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2022,238,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2023,239,ok,ok,1,1,0,1,0,1,91633.98,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2024,240,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2025,241,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
FOREIGN TRAVEL - MEMBERS AND EMPLOYEES,2021,242,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
FOREIGN TRAVEL - MEMBERS AND EMPLOYEES,2022,243,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
FOREIGN TRAVEL - MEMBERS AND EMPLOYEES,2023,244,ok,not_applicable,1,1,0,1,0,1,570.0,0.0,0,0
FOREIGN TRAVEL - MEMBERS AND EMPLOYEES,2024,245,ok,not_applicable,3,1,0,1,0,3,1987.5,0.0,0,0
FOREIGN TRAVEL - MEMBERS AND EMPLOYEES,2025,246,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
POSTAGE,2021,247,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
POSTAGE,2022,248,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
POSTAGE,2023,249,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
POSTAGE,2024,250,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
POSTAGE,2025,251,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MOBILE COMMUNICATIONS DEVICES,2021,252,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MOBILE COMMUNICATIONS DEVICES,2022,253,ok,not_applicable,1,1,0,1,0,1,1371.4,0.0,0,0
MOBILE COMMUNICATIONS DEVICES,2023,254,ok,not_applicable,4,1,0,1,0,4,7620.21,0.0,0,0
MOBILE COMMUNICATIONS DEVICES,2024,255,ok,fail,3,1,0,1,0,3,5271.29,0.0,0,0
MOBILE COMMUNICATIONS DEVICES,2025,256,ok,warn,0,1,0,0,0,0,0.0,0.0,0,0
RESERVE FOR CONTINGENCIES,2021,257,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
RESERVE FOR CONTINGENCIES,2022,258,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
RESERVE FOR CONTINGENCIES,2023,259,ok,fail,1,1,0,1,0,1,216892.67,0.0,0,0
RESERVE FOR CONTINGENCIES,2024,260,ok,fail,11,1,0,1,0,11,93117.82,0.0,0,0
RESERVE FOR CONTINGENCIES,2025,261,ok,fail,1,1,0,1,0,1,4518.29,0.0,0,0
RECEPTION OF FOREIGN DIGNITARIES,2021,262,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
RECEPTION OF FOREIGN DIGNITARIES,2022,263,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
RECEPTION OF FOREIGN DIGNITARIES,2023,264,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
RECEPTION OF FOREIGN DIGNITARIES,2024,265,ok,warn,0,1,0,0,0,0,0.0,0.0,0,0
RECEPTION OF FOREIGN DIGNITARIES,2025,266,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
RESOLUTION AND REORGANIZATION RESERVE,2021,267,ok,warn,0,1,0,0,0,0,0.0,0.0,0,0
RESOLUTION AND REORGANIZATION RESERVE,2022,268,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
RESOLUTION AND REORGANIZATION RESERVE,2023,269,ok,warn,0,1,0,0,0,0,0.0,0.0,0,0
RESOLUTION AND REORGANIZATION RESERVE,2024,270,ok,fail,11,1,0,4,0,11,49224.13,0.0,0,0
RESOLUTION AND REORGANIZATION RESERVE,2025,271,ok,fail,470,11,10,6,0,470,6130960.19,0.0,0,0
NATL SECURITY WORKING GRP-MAJ ADMIN CO-CHAIR (FEINSTEIN),2021,282,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ ADMIN CO-CHAIR (FEINSTEIN),2022,283,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ ADMIN CO-CHAIR (FEINSTEIN),2023,284,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ ADMIN CO-CHAIR (REED),2024,285,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN ADM. CO- CHAIR (REED),2025,286,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (DURBIN),2021,287,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (DURBIN),2022,288,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (DURBIN),2023,289,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (DURBIN),2024,290,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO- CHAIR (DURBIN),2025,291,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (REED),2021,292,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (REED),2022,293,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (REED),2023,294,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (CARDIN),2024,295,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO- CHAIR (DUCKWORTH),2025,296,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (MENENDEZ),2021,297,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (MENENDEZ),2022,298,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (MENENDEZ),2023,299,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (MENENDEZ),2024,300,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ LEADER (SCHUMER),2021,301,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ LEADER (SCHUMER),2022,302,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ LEADER (SCHUMER),2023,303,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ LEADER (SCHUMER),2024,304,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN LEADER (SCHUMER),2025,305,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN ADM. CO- CHAIR (CORNYN),2021,306,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
