source_doc,source_pdf,source_page,reference_page,classification,assigned_to_block,block_start_page,block_reference_start,office,funding_year,word_count,visual_row_count,reason
113sdoc22,GPO-CDOC-113sdoc22.pdf,10,10,other,False,,,,,0,0,non_data
113sdoc22,GPO-CDOC-113sdoc22.pdf,11,11,other,False,,,,,138,44,non_data
113sdoc22,GPO-CDOC-113sdoc22.pdf,12,12,other,False,,,,,194,38,non_data
113sdoc22,GPO-CDOC-113sdoc22.pdf,13,13,other,False,,,,,181,42,non_data
113sdoc22,GPO-CDOC-113sdoc22.pdf,14,14,other,False,,,,,145,43,non_data
113sdoc22,GPO-CDOC-113sdoc22.pdf,15,15,other,False,,,,,136,46,non_data
113sdoc22,GPO-CDOC-113sdoc22.pdf,16,16,other,False,,,,,65,24,non_data
113sdoc22,GPO-CDOC-113sdoc22.pdf,17,17,banner,True,17,17,CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D),2012,57,27,block_start
113sdoc22,GPO-CDOC-113sdoc22.pdf,18,18,banner,True,18,18,CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D),2013,54,26,block_start
113sdoc22,GPO-CDOC-113sdoc22.pdf,19,19,banner,True,19,19,CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D),2014,54,26,block_start
113sdoc22,GPO-CDOC-113sdoc22.pdf,20,20,banner,True,20,20,CHAIRMAN MAJORITY POLICY COMMITTEE (D),2012,54,26,block_start
113sdoc22,GPO-CDOC-113sdoc22.pdf,21,21,banner,True,21,21,CHAIRMAN MAJORITY POLICY COMMITTEE (D),2013,54,26,block_start
113sdoc22,GPO-CDOC-113sdoc22.pdf,22,22,banner,True,22,22,CHAIRMAN MAJORITY POLICY COMMITTEE (D),2014,54,26,block_start
113sdoc22,GPO-CDOC-113sdoc22.pdf,23,23,banner,True,23,23,MAJORITY LEADER (D),2012,54,26,block_start
113sdoc22,GPO-CDOC-113sdoc22.pdf,24,24,banner,True,24,24,MAJORITY LEADER (D),2013,54,26,block_start
113sdoc22,GPO-CDOC-113sdoc22.pdf,25,25,banner,True,25,25,MAJORITY LEADER (D),2014,54,26,block_start
