severity,reason,source_doc,source_pdf,reference_page,office,funding_year,label,expected,detail,exception_key
warning,banner_check_discrepancy,113sdoc22,GPO-CDOC-113sdoc22.pdf,18,CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D),2013,BANNER ORGANIZATION TOTALS,1652.75,status=warn; banner=1652.75; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc22|banner_check_discrepancy|18|CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D)|2013|BANNER ORGANIZATION TOTALS|1652.75
warning,banner_check_discrepancy,113sdoc22,GPO-CDOC-113sdoc22.pdf,19,CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D),2014,BANNER ORGANIZATION TOTALS,32.04,status=warn; banner=32.04; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc22|banner_check_discrepancy|19|CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D)|2014|BANNER ORGANIZATION TOTALS|32.04
warning,banner_check_discrepancy,113sdoc22,GPO-CDOC-113sdoc22.pdf,21,CHAIRMAN MAJORITY POLICY COMMITTEE (D),2013,BANNER ORGANIZATION TOTALS,1784.05,status=warn; banner=1784.05; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc22|banner_check_discrepancy|21|CHAIRMAN MAJORITY POLICY COMMITTEE (D)|2013|BANNER ORGANIZATION TOTALS|1784.05
warning,banner_check_discrepancy,113sdoc22,GPO-CDOC-113sdoc22.pdf,22,CHAIRMAN MAJORITY POLICY COMMITTEE (D),2014,BANNER ORGANIZATION TOTALS,100.0,status=warn; banner=100.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc22|banner_check_discrepancy|22|CHAIRMAN MAJORITY POLICY COMMITTEE (D)|2014|BANNER ORGANIZATION TOTALS|100.0
warning,banner_check_discrepancy,113sdoc22,GPO-CDOC-113sdoc22.pdf,24,MAJORITY LEADER (D),2013,BANNER ORGANIZATION TOTALS,169.39,status=warn; banner=169.39; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc22|banner_check_discrepancy|24|MAJORITY LEADER (D)|2013|BANNER ORGANIZATION TOTALS|169.39
warning,banner_check_discrepancy,113sdoc22,GPO-CDOC-113sdoc22.pdf,25,MAJORITY LEADER (D),2014,BANNER ORGANIZATION TOTALS,23542.64,status=warn; banner=23542.64; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc22|banner_check_discrepancy|25|MAJORITY LEADER (D)|2014|BANNER ORGANIZATION TOTALS|23542.64
warning,banner_check_discrepancy,113sdoc22,GPO-CDOC-113sdoc22.pdf,27,MAJORITY WHIP (D),2013,BANNER ORGANIZATION TOTALS,1106.42,status=warn; banner=1106.42; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc22|banner_check_discrepancy|27|MAJORITY WHIP (D)|2013|BANNER ORGANIZATION TOTALS|1106.42
warning,banner_check_discrepancy,113sdoc22,GPO-CDOC-113sdoc22.pdf,28,MAJORITY WHIP (D),2014,BANNER ORGANIZATION TOTALS,2312.45,status=warn; banner=2312.45; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc22|banner_check_discrepancy|28|MAJORITY WHIP (D)|2014|BANNER ORGANIZATION TOTALS|2312.45
warning,banner_check_discrepancy,113sdoc22,GPO-CDOC-113sdoc22.pdf,31,OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2014,BANNER ORGANIZATION TOTALS,363.93,status=warn; banner=363.93; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc22|banner_check_discrepancy|31|OFFICE OF THE VICE PRESIDENT (D) - BIDEN|2014|BANNER ORGANIZATION TOTALS|363.93
warning,banner_check_missing,113sdoc22,GPO-CDOC-113sdoc22.pdf,32,PRESIDENT PRO TEMPORE (D),2012,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc22|banner_check_missing|32|PRESIDENT PRO TEMPORE (D)|2012|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,113sdoc22,GPO-CDOC-113sdoc22.pdf,34,PRESIDENT PRO TEMPORE (D),2014,BANNER ORGANIZATION TOTALS,428.7,status=warn; banner=428.7; parsed_body=124.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc22|banner_check_discrepancy|34|PRESIDENT PRO TEMPORE (D)|2014|BANNER ORGANIZATION TOTALS|428.7
warning,banner_check_discrepancy,113sdoc22,GPO-CDOC-113sdoc22.pdf,36,MINORITY LEADER (R),2013,BANNER ORGANIZATION TOTALS,15.98,status=warn; banner=15.98; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc22|banner_check_discrepancy|36|MINORITY LEADER (R)|2013|BANNER ORGANIZATION TOTALS|15.98
warning,banner_check_discrepancy,113sdoc22,GPO-CDOC-113sdoc22.pdf,37,MINORITY LEADER (R),2014,BANNER ORGANIZATION TOTALS,8050.79,status=warn; banner=8050.79; parsed_body=46.15. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc22|banner_check_discrepancy|37|MINORITY LEADER (R)|2014|BANNER ORGANIZATION TOTALS|8050.79
