senator_name,funding_year,start_page,record_count,outcome
TOM COBURN,2013,647,56,unmatched
TOM COBURN,2014,650,307,unmatched
PATRICK J.TOOMEY,2013,1518,98,unmatched
PATRICK J.TOOMEY,2014,1522,359,unmatched
MARK UDALL (CO),2013,1534,41,unmatched
MARK UDALL (CO),2014,1537,253,unmatched
TOM UDALL (NM),2013,1546,61,unmatched
TOM UDALL (NM),2014,1549,373,unmatched
