office,funding_year,account,start_page,label,check_page,expected,actual,status,basis
PRES PRO TEM EMERITUS (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",105,NET PAYROLL EXPENSES,105,113436.63,113436.63,ok,block_running_total
PRESIDENT PRO TEMPORE (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",106,PERSONNEL COMP. FULL-TIME PERMANENT,106,99280.19,99280.19,ok,segment
PRESIDENT PRO TEMPORE (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",106,NET PAYROLL EXPENSES,106,99280.19,99280.19,ok,block_running_total
MAJORITY LEADER (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",110,PERSONNEL COMP. FULL-TIME PERMANENT,111,1182200.99,1182200.99,ok,segment
MAJORITY LEADER (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",110,NET PAYROLL EXPENSES,111,1182200.99,1182200.99,ok,block_running_total
MAJORITY WHIP (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",114,PERSONNEL COMP. FULL-TIME PERMANENT,115,874411.86,874411.86,ok,segment
MAJORITY WHIP (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",114,NET PAYROLL EXPENSES,115,874411.86,874411.86,ok,block_running_total
MAJORITY CONFERENCE COMMITTEE (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",118,PERSONNEL COMP. FULL-TIME PERMANENT,118,873715.34,873715.34,ok,segment
MAJORITY CONFERENCE COMMITTEE (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",118,NET PAYROLL EXPENSES,118,873715.34,873715.34,ok,block_running_total
MAJORITY POLICY COMMITTEE (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",121,PERSONNEL COMP. FULL-TIME PERMANENT,121,931976.04,931976.04,ok,segment
MAJORITY POLICY COMMITTEE (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",121,NET PAYROLL EXPENSES,121,931976.04,931976.04,ok,block_running_total
"SECRETARY, MAJORITY CONFERENCE COMM (R)",2025,"SALARIES, OFFICERS AND EMPLOYEES",124,PERSONNEL COMP. FULL-TIME PERMANENT,124,60681.55,60681.55,ok,segment
"SECRETARY, MAJORITY CONFERENCE COMM (R)",2025,"SALARIES, OFFICERS AND EMPLOYEES",124,NET PAYROLL EXPENSES,124,60681.55,60681.55,ok,block_running_total
,,,127,PERSONNEL COMP. FULL-TIME PERMANENT,127,520554.96,520554.96,ok,segment
,,,127,NET PAYROLL EXPENSES,127,520554.96,520554.96,ok,block_running_total
SECRETARY FOR THE MAJORITY (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",130,PERSONNEL COMP. FULL-TIME PERMANENT,130,559246.85,559246.85,ok,segment
SECRETARY FOR THE MAJORITY (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",130,NET PAYROLL EXPENSES,130,559246.85,559246.85,ok,block_running_total
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2025,"SALARIES, OFFICERS AND EMPLOYEES",133,PERSONNEL COMP. FULL-TIME PERMANENT,156,57277421.47,57277421.47,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2025,"SALARIES, OFFICERS AND EMPLOYEES",133,RE-EMPLOYED ANNUITANTS,156,79602.0,0.0,no_records,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2025,"SALARIES, OFFICERS AND EMPLOYEES",133,NET PAYROLL EXPENSES,156,57357023.47,57277421.47,fail,block_running_total
SECRETARY OF THE SENATE,2025,"SALARIES, OFFICERS AND EMPLOYEES",161,PERSONNEL COMP. FULL-TIME PERMANENT,166,15558654.94,15558654.94,ok,segment
SECRETARY OF THE SENATE,2025,"SALARIES, OFFICERS AND EMPLOYEES",161,RE-EMPLOYED ANNUITANTS,166,23870.0,0.0,no_records,segment
SECRETARY OF THE SENATE,2025,"SALARIES, OFFICERS AND EMPLOYEES",161,NET PAYROLL EXPENSES,166,15582524.94,15558654.94,fail,block_running_total
APPROPRIATIONS,2022,MISCELLANEOUS ITEMS,170,OTHER CONTRACTUAL SERVICES,170,8342.0,8342.0,ok,segment
APPROPRIATIONS,2023,MISCELLANEOUS ITEMS,171,PERSONNEL BENEFITS,171,4172.9,0.0,no_records,segment
APPROPRIATIONS,2023,MISCELLANEOUS ITEMS,171,NET PAYROLL EXPENSES,171,4172.9,0.0,no_records,block_running_total
APPROPRIATIONS,2023,MISCELLANEOUS ITEMS,171,OTHER CONTRACTUAL SERVICES,172,135615.6,135615.6,ok,segment
APPROPRIATIONS,2024,MISCELLANEOUS ITEMS,173,TRAVEL AND TRANSPORTATION OF PERSONS,173,1197.2,1197.2,ok,segment
APPROPRIATIONS,2024,MISCELLANEOUS ITEMS,173,OTHER CONTRACTUAL SERVICES,173,100.0,100.0,ok,segment
APPROPRIATIONS,2025,MISCELLANEOUS ITEMS,174,PERSONNEL BENEFITS,174,146.25,0.0,no_records,segment
APPROPRIATIONS,2025,MISCELLANEOUS ITEMS,174,NET PAYROLL EXPENSES,174,146.25,0.0,no_records,block_running_total
APPROPRIATIONS,2025,MISCELLANEOUS ITEMS,174,TRAVEL AND TRANSPORTATION OF PERSONS,175,3752.84,3752.84,ok,segment
APPROPRIATIONS,2025,MISCELLANEOUS ITEMS,174,OTHER CONTRACTUAL SERVICES,175,150.0,150.0,ok,segment
CHAPLAIN,2023,MISCELLANEOUS ITEMS,178,TRAVEL AND TRANSPORTATION OF PERSONS,178,20.69,20.69,ok,segment
CHAPLAIN,2024,MISCELLANEOUS ITEMS,179,OTHER CONTRACTUAL SERVICES,179,16.0,16.0,ok,segment
CHAPLAIN,2025,MISCELLANEOUS ITEMS,180,OTHER CONTRACTUAL SERVICES,180,35.0,35.0,ok,segment
MAJORITY CONFERENCE COMMITTEE (D),2021,MISCELLANEOUS ITEMS,182,PERSONNEL BENEFITS,182,134.26,0.0,no_records,segment
MAJORITY CONFERENCE COMMITTEE (D),2021,MISCELLANEOUS ITEMS,182,NET PAYROLL EXPENSES,182,134.26,0.0,no_records,block_running_total
MAJORITY CONFERENCE COMMITTEE (D),2021,MISCELLANEOUS ITEMS,182,OTHER CONTRACTUAL SERVICES,182,160.61,160.61,ok,segment
MAJORITY CONFERENCE COMMITTEE (D),2022,MISCELLANEOUS ITEMS,183,PERSONNEL BENEFITS,183,68.19,0.0,no_records,segment
MAJORITY CONFERENCE COMMITTEE (D),2022,MISCELLANEOUS ITEMS,183,NET PAYROLL EXPENSES,183,68.19,0.0,no_records,block_running_total
MAJORITY CONFERENCE COMMITTEE (D),2023,MISCELLANEOUS ITEMS,184,OTHER CONTRACTUAL SERVICES,184,163.99,163.99,ok,segment
MAJORITY CONFERENCE COMMITTEE (D),2024,MISCELLANEOUS ITEMS,185,ACQUISITION OF ASSETS,185,50603.83,50603.83,ok,segment
MAJORITY CONFERENCE COMMITTEE (D),2024,MISCELLANEOUS ITEMS,186,PERSONNEL BENEFITS,186,645.57,0.0,no_records,segment
MAJORITY CONFERENCE COMMITTEE (D),2024,MISCELLANEOUS ITEMS,186,NET PAYROLL EXPENSES,186,645.57,0.0,no_records,block_running_total
MAJORITY CONFERENCE COMMITTEE (D),2024,MISCELLANEOUS ITEMS,186,OTHER CONTRACTUAL SERVICES,186,802.58,802.58,ok,segment
MINORITY CONFERENCE COMMITTEE (D),2025,MISCELLANEOUS ITEMS,187,PERSONNEL BENEFITS,187,48.93,0.0,no_records,segment
MINORITY CONFERENCE COMMITTEE (D),2025,MISCELLANEOUS ITEMS,187,NET PAYROLL EXPENSES,187,48.93,0.0,no_records,block_running_total
MINORITY CONFERENCE COMMITTEE (D),2025,MISCELLANEOUS ITEMS,187,OTHER CONTRACTUAL SERVICES,187,1500.0,1500.0,ok,segment
MINORITY CONFERENCE COMMITTEE (D),2025,MISCELLANEOUS ITEMS,187,ACQUISITION OF ASSETS,187,17820.6,17820.6,ok,segment
MAJORITY POLICY COMMITTEE (D),2021,MISCELLANEOUS ITEMS,188,ACQUISITION OF ASSETS,188,3117.98,3117.98,ok,segment
MAJORITY POLICY COMMITTEE (D),2024,MISCELLANEOUS ITEMS,191,PERSONNEL BENEFITS,191,859.38,0.0,no_records,segment
MAJORITY POLICY COMMITTEE (D),2024,MISCELLANEOUS ITEMS,191,NET PAYROLL EXPENSES,191,859.38,0.0,no_records,block_running_total
MAJORITY POLICY COMMITTEE (D),2024,MISCELLANEOUS ITEMS,191,OTHER CONTRACTUAL SERVICES,191,200.0,200.0,ok,segment
MINORITY POLICY COMMITTEE (D),2025,MISCELLANEOUS ITEMS,192,OTHER CONTRACTUAL SERVICES,192,300.0,300.0,ok,segment
SECRETARY FOR THE MAJORITY (D),2024,MISCELLANEOUS ITEMS,193,PERSONNEL BENEFITS,193,354.0,0.0,no_records,segment
SECRETARY FOR THE MAJORITY (D),2024,MISCELLANEOUS ITEMS,193,NET PAYROLL EXPENSES,193,354.0,0.0,no_records,block_running_total
MINORITY LEADER (R),2024,MISCELLANEOUS ITEMS,195,PERSONNEL BENEFITS,195,266.46,0.0,no_records,segment
MINORITY LEADER (R),2024,MISCELLANEOUS ITEMS,195,NET PAYROLL EXPENSES,195,266.46,0.0,no_records,block_running_total
MINORITY LEADER (R),2024,MISCELLANEOUS ITEMS,195,TRAVEL AND TRANSPORTATION OF PERSONS,196,1641.19,1641.19,ok,segment
MAJORITY LEADER (R),2025,MISCELLANEOUS ITEMS,197,PERSONNEL BENEFITS,197,438.21,0.0,no_records,segment
MAJORITY LEADER (R),2025,MISCELLANEOUS ITEMS,197,NET PAYROLL EXPENSES,197,438.21,0.0,no_records,block_running_total
MINORITY WHIP (R),2024,MISCELLANEOUS ITEMS,199,TRAVEL AND TRANSPORTATION OF PERSONS,199,2451.27,2451.27,ok,segment
MAJORITY WHIP (R),2025,MISCELLANEOUS ITEMS,200,PERSONNEL BENEFITS,200,837.96,0.0,no_records,segment
MAJORITY WHIP (R),2025,MISCELLANEOUS ITEMS,200,NET PAYROLL EXPENSES,200,837.96,0.0,no_records,block_running_total
MAJORITY WHIP (R),2025,MISCELLANEOUS ITEMS,200,TRAVEL AND TRANSPORTATION OF PERSONS,200,741.26,741.26,ok,segment
MAJORITY WHIP (R),2025,MISCELLANEOUS ITEMS,200,OTHER CONTRACTUAL SERVICES,200,20.0,20.0,ok,segment
MINORITY CONFERENCE COMMITTEE (R),2022,MISCELLANEOUS ITEMS,202,PERSONNEL BENEFITS,202,41.25,0.0,no_records,segment
MINORITY CONFERENCE COMMITTEE (R),2022,MISCELLANEOUS ITEMS,202,NET PAYROLL EXPENSES,202,41.25,0.0,no_records,block_running_total
MINORITY CONFERENCE COMMITTEE (R),2022,MISCELLANEOUS ITEMS,202,TRAVEL AND TRANSPORTATION OF PERSONS,202,90.0,90.0,ok,segment
MINORITY CONFERENCE COMMITTEE (R),2022,MISCELLANEOUS ITEMS,202,ACQUISITION OF ASSETS,202,3329.9,3329.9,ok,segment
MINORITY CONFERENCE COMMITTEE (R),2023,MISCELLANEOUS ITEMS,204,PERSONNEL BENEFITS,204,171.7,0.0,no_records,segment
MINORITY CONFERENCE COMMITTEE (R),2023,MISCELLANEOUS ITEMS,204,NET PAYROLL EXPENSES,204,171.7,0.0,no_records,block_running_total
MINORITY CONFERENCE COMMITTEE (R),2023,MISCELLANEOUS ITEMS,204,TRAVEL AND TRANSPORTATION OF PERSONS,205,12255.04,12255.04,ok,segment
MINORITY CONFERENCE COMMITTEE (R),2024,MISCELLANEOUS ITEMS,206,ACQUISITION OF ASSETS,206,12000.0,12000.0,ok,segment
MAJORITY CONFERENCE COMMITTEE (R),2025,MISCELLANEOUS ITEMS,208,TRAVEL AND TRANSPORTATION OF PERSONS,208,47.49,47.49,ok,segment
MAJORITY CONFERENCE COMMITTEE (R),2025,MISCELLANEOUS ITEMS,208,ACQUISITION OF ASSETS,208,2137.38,2137.38,ok,segment
MINORITY POLICY COMMITTEE (R),2023,MISCELLANEOUS ITEMS,211,ACQUISITION OF ASSETS,211,16.21,16.21,ok,segment
MINORITY POLICY COMMITTEE (R),2024,MISCELLANEOUS ITEMS,213,ACQUISITION OF ASSETS,213,1421.66,1421.66,ok,segment
MAJORITY POLICY COMMITTEE (R),2025,MISCELLANEOUS ITEMS,215,OTHER CONTRACTUAL SERVICES,215,600.0,600.0,ok,segment
MAJORITY POLICY COMMITTEE (R),2025,MISCELLANEOUS ITEMS,215,ACQUISITION OF ASSETS,215,1010.12,1010.12,ok,segment
SECRETARY FOR THE MINORITY (R),2024,MISCELLANEOUS ITEMS,217,ACQUISITION OF ASSETS,217,31506.7,31506.7,ok,segment
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2023,MISCELLANEOUS ITEMS,222,PERSONNEL BENEFITS,222,36136.85,0.0,no_records,segment
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2023,MISCELLANEOUS ITEMS,222,NET PAYROLL EXPENSES,222,36136.85,0.0,no_records,block_running_total
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2024,MISCELLANEOUS ITEMS,225,PERSONNEL BENEFITS,225,8772.91,0.0,no_records,segment
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2024,MISCELLANEOUS ITEMS,225,NET PAYROLL EXPENSES,225,8772.91,0.0,no_records,block_running_total
CONSULTANTS,2025,MISCELLANEOUS ITEMS,235,PERSONNEL COMP. FULL-TIME PERMANENT,236,2863463.03,2863463.03,ok,segment
CONSULTANTS,2025,MISCELLANEOUS ITEMS,235,PERSONNEL BENEFITS,236,1083285.32,0.0,no_records,segment
CONSULTANTS,2025,MISCELLANEOUS ITEMS,235,NET PAYROLL EXPENSES,236,3946748.35,2863463.03,fail,block_running_total
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2023,MISCELLANEOUS ITEMS,239,NET PAYROLL EXPENSES,239,91633.98,91633.98,ok,block_running_total
FOREIGN TRAVEL - MEMBERS AND EMPLOYEES,2023,MISCELLANEOUS ITEMS,244,TRAVEL AND TRANSPORTATION OF PERSONS,244,570.0,570.0,ok,segment
FOREIGN TRAVEL - MEMBERS AND EMPLOYEES,2024,MISCELLANEOUS ITEMS,245,TRAVEL AND TRANSPORTATION OF PERSONS,245,1987.5,1987.5,ok,segment
MOBILE COMMUNICATIONS DEVICES,2022,MISCELLANEOUS ITEMS,253,ACQUISITION OF ASSETS,253,1371.4,1371.4,ok,segment
MOBILE COMMUNICATIONS DEVICES,2023,MISCELLANEOUS ITEMS,254,ACQUISITION OF ASSETS,254,7620.21,7620.21,ok,segment
MOBILE COMMUNICATIONS DEVICES,2024,MISCELLANEOUS ITEMS,255,ACQUISITION OF ASSETS,255,-5271.29,-5271.29,ok,segment
RESERVE FOR CONTINGENCIES,2023,MISCELLANEOUS ITEMS,259,NET PAYROLL EXPENSES,259,216892.67,216892.67,ok,block_running_total
,,,260,OTHER CONTRACTUAL SERVICES,260,93117.82,93117.82,ok,segment
RESERVE FOR CONTINGENCIES,2025,MISCELLANEOUS ITEMS,261,OTHER CONTRACTUAL SERVICES,261,4518.29,4518.29,ok,segment
RESOLUTION AND REORGANIZATION RESERVE,2024,MISCELLANEOUS ITEMS,270,PERSONNEL COMP. FULL-TIME PERMANENT,270,49097.17,49097.17,ok,segment
RESOLUTION AND REORGANIZATION RESERVE,2024,MISCELLANEOUS ITEMS,270,PERSONNEL BENEFITS,270,15585.36,0.0,no_records,segment
RESOLUTION AND REORGANIZATION RESERVE,2024,MISCELLANEOUS ITEMS,270,NET PAYROLL EXPENSES,270,64682.53,49097.17,fail,block_running_total
RESOLUTION AND REORGANIZATION RESERVE,2024,MISCELLANEOUS ITEMS,270,TRAVEL AND TRANSPORTATION OF PERSONS,270,126.96,126.96,ok,segment
RESOLUTION AND REORGANIZATION RESERVE,2025,MISCELLANEOUS ITEMS,271,PERSONNEL COMP. FULL-TIME PERMANENT,281,6125169.25,6125169.25,ok,segment
RESOLUTION AND REORGANIZATION RESERVE,2025,MISCELLANEOUS ITEMS,271,RE-EMPLOYED ANNUITANTS,281,19262.0,0.0,no_records,segment
RESOLUTION AND REORGANIZATION RESERVE,2025,MISCELLANEOUS ITEMS,271,PERSONNEL BENEFITS,281,2298553.12,0.0,no_records,segment
RESOLUTION AND REORGANIZATION RESERVE,2025,MISCELLANEOUS ITEMS,271,NET PAYROLL EXPENSES,281,8442984.37,6125169.25,fail,block_running_total
RESOLUTION AND REORGANIZATION RESERVE,2025,MISCELLANEOUS ITEMS,271,TRAVEL AND TRANSPORTATION OF PERSONS,281,4047.71,4047.71,ok,segment
RESOLUTION AND REORGANIZATION RESERVE,2025,MISCELLANEOUS ITEMS,271,ACQUISITION OF ASSETS,281,1743.23,1743.23,ok,segment
MISC ITEMS - STUDENT LOANS,2025,MISCELLANEOUS ITEMS,336,PERSONNEL COMP. FULL-TIME PERMANENT,336,122.1,0.0,no_records,segment
MISC ITEMS - STUDENT LOANS,2025,MISCELLANEOUS ITEMS,336,PERSONNEL BENEFITS,336,4052903.11,0.0,no_records,segment
MISC ITEMS - STUDENT LOANS,2025,MISCELLANEOUS ITEMS,336,NET PAYROLL EXPENSES,336,4053025.21,0.0,no_records,block_running_total
SECRETARY OF THE SENATE,2021,SECRETARY OF THE SENATE,348,OTHER CONTRACTUAL SERVICES,348,2713.88,2713.88,ok,segment
SECRETARY OF THE SENATE,2023,SECRETARY OF THE SENATE,350,TRAVEL AND TRANSPORTATION OF PERSONS,350,250.45,250.45,ok,segment
SECRETARY OF THE SENATE,2023,SECRETARY OF THE SENATE,350,OTHER CONTRACTUAL SERVICES,350,47997.17,47997.17,ok,segment
SECRETARY OF THE SENATE,2023,SECRETARY OF THE SENATE,350,ACQUISITION OF ASSETS,351,11670.0,11670.0,ok,segment
SECRETARY OF THE SENATE,2024,SECRETARY OF THE SENATE,352,PERSONNEL BENEFITS,352,12675.75,0.0,no_records,segment
SECRETARY OF THE SENATE,2024,SECRETARY OF THE SENATE,352,NET PAYROLL EXPENSES,352,12675.75,0.0,no_records,block_running_total
SECRETARY OF THE SENATE,2024,SECRETARY OF THE SENATE,352,TRAVEL AND TRANSPORTATION OF PERSONS,352,9.95,9.95,ok,segment
SECRETARY OF THE SENATE,2024,SECRETARY OF THE SENATE,352,OTHER CONTRACTUAL SERVICES,353,9214.5,9214.5,ok,segment
SECRETARY OF THE SENATE,2024,SECRETARY OF THE SENATE,352,ACQUISITION OF ASSETS,353,12242.98,12242.98,ok,segment
SECRETARY OF THE SENATE,2025,SECRETARY OF THE SENATE,354,PERSONNEL COMP. FULL-TIME PERMANENT,354,80979.0,80979.0,ok,segment
SECRETARY OF THE SENATE,2025,SECRETARY OF THE SENATE,354,PERSONNEL BENEFITS,354,71462.75,0.0,no_records,segment
SECRETARY OF THE SENATE,2025,SECRETARY OF THE SENATE,354,NET PAYROLL EXPENSES,354,152441.75,80979.0,fail,block_running_total
SECRETARY OF THE SENATE,2025,SECRETARY OF THE SENATE,354,TRAVEL AND TRANSPORTATION OF PERSONS,355,1970.68,1970.68,ok,segment
SECRETARY OF THE SENATE,2025,SECRETARY OF THE SENATE,354,OTHER CONTRACTUAL SERVICES,356,38122.31,38122.31,ok,segment
SECRETARY OF THE SENATE,2025,SECRETARY OF THE SENATE,354,ACQUISITION OF ASSETS,356,3552.7,3552.7,ok,segment
SECRETARY - FINANCIAL SYSTEM MODERNIZATION,2023,SECRETARY OF THE SENATE,360,OTHER CONTRACTUAL SERVICES,360,78066.99,78066.99,ok,segment
SECRETARY - FINANCIAL SYSTEM MODERNIZATION,2024,SECRETARY OF THE SENATE,361,OTHER CONTRACTUAL SERVICES,361,1328057.59,1328057.59,ok,segment
SECRETARY - FINANCIAL SYSTEM MODERNIZATION,2025,SECRETARY OF THE SENATE,362,OTHER CONTRACTUAL SERVICES,362,360770.91,360770.91,ok,segment
SECRETARY - FINANCIAL SYSTEM MODERNIZATION,2025,SECRETARY OF THE SENATE,362,ACQUISITION OF ASSETS,362,17893.47,17893.47,ok,segment
SECRETARY OF THE SENATE - (LIS PROJECT) Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,,,364,OTHER CONTRACTUAL SERVICES,364,41594.8,41594.8,ok,segment
SECRETARY - FINANCIAL SYSTEM MODERNIZATION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,,,366,OTHER CONTRACTUAL SERVICES,366,2124450.79,2124450.67,warn,segment
SECRETARY - SENATE COLLECTION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,,,367,OTHER CONTRACTUAL SERVICES,368,228032.05,228032.05,ok,segment
SECRETARY - PRESERVING/ARCHIVING SENATORS RECORDS Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,,,369,OTHER CONTRACTUAL SERVICES,369,821673.73,821673.73,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2019,SERGEANT AT ARMS AND DOORKEEPER,370,OTHER CONTRACTUAL SERVICES,370,432216.0,432216.0,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2020,SERGEANT AT ARMS AND DOORKEEPER,371,OTHER CONTRACTUAL SERVICES,371,1155549.61,1155549.61,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2020,SERGEANT AT ARMS AND DOORKEEPER,371,ACQUISITION OF ASSETS,372,5091666.14,5091666.14,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2021,SERGEANT AT ARMS AND DOORKEEPER,373,PERSONNEL BENEFITS,373,104884.15,0.0,no_records,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2021,SERGEANT AT ARMS AND DOORKEEPER,373,NET PAYROLL EXPENSES,373,104884.15,0.0,no_records,block_running_total
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2021,SERGEANT AT ARMS AND DOORKEEPER,373,OTHER CONTRACTUAL SERVICES,374,3507091.91,3507091.91,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2021,SERGEANT AT ARMS AND DOORKEEPER,373,ACQUISITION OF ASSETS,375,5588928.25,5588928.25,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2022,SERGEANT AT ARMS AND DOORKEEPER,377,TRAVEL AND TRANSPORTATION OF PERSONS,377,3865.45,3865.45,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2022,SERGEANT AT ARMS AND DOORKEEPER,377,OTHER CONTRACTUAL SERVICES,378,1533586.15,1533586.07,warn,segment
