senator_name,funding_year,start_page,record_count,outcome
SCOTT P. BROWN,2010,597,3,unmatched
SCOTT P. BROWN,2011,598,485,unmatched
TOM COBURN,2011,775,826,unmatched
PATRICK J.TOOMEY,2011,1886,680,unmatched
MARK UDALL (CO),2010,1907,1,unmatched
MARK UDALL (CO),2011,1908,513,unmatched
TOM UDALL (NM),2011,1927,825,unmatched
