severity,reason,source_doc,source_pdf,reference_page,office,funding_year,label,expected,detail,exception_key
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,251,NATL SECURITY WORKING GRP- MIN CO-CHAIR (L. GRAHAM),2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|251|NATL SECURITY WORKING GRP- MIN CO-CHAIR (L. GRAHAM)|2010|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,112sdoc4,GPO-CDOC-112sdoc4.pdf,252,NATL SECURITY WORKING GRP- MIN CO-CHAIR (L. GRAHAM),2011,NET PAYROLL EXPENSES,59880.0,A normally itemized subtotal has no parsed records; exact review is required.,112sdoc4|unexpected_zero_records|252|NATL SECURITY WORKING GRP- MIN CO-CHAIR (L. GRAHAM)|2011|NET PAYROLL EXPENSES|59880.0
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,252,NATL SECURITY WORKING GRP- MIN CO-CHAIR (L. GRAHAM),2011,BANNER ORGANIZATION TOTALS,59880.0,status=warn; banner=59880.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|252|NATL SECURITY WORKING GRP- MIN CO-CHAIR (L. GRAHAM)|2011|BANNER ORGANIZATION TOTALS|59880.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,256,NATL SECURITY WORKING GRP-MIN CO-CHAIR (COCHRAN),2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|256|NATL SECURITY WORKING GRP-MIN CO-CHAIR (COCHRAN)|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,257,NATL SECURITY WORKING GRP-MIN CO-CHAIR (COCHRAN),2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|257|NATL SECURITY WORKING GRP-MIN CO-CHAIR (COCHRAN)|2010|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,112sdoc4,GPO-CDOC-112sdoc4.pdf,258,NATL SECURITY WORKING GRP-MIN CO-CHAIR (COCHRAN),2011,NET PAYROLL EXPENSES,59880.0,A normally itemized subtotal has no parsed records; exact review is required.,112sdoc4|unexpected_zero_records|258|NATL SECURITY WORKING GRP-MIN CO-CHAIR (COCHRAN)|2011|NET PAYROLL EXPENSES|59880.0
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,258,NATL SECURITY WORKING GRP-MIN CO-CHAIR (COCHRAN),2011,BANNER ORGANIZATION TOTALS,59880.0,status=warn; banner=59880.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|258|NATL SECURITY WORKING GRP-MIN CO-CHAIR (COCHRAN)|2011|BANNER ORGANIZATION TOTALS|59880.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,259,STATIONERY,2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|259|STATIONERY|2009|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,261,STATIONERY,2011,BANNER ORGANIZATION TOTALS,3245.57,status=warn; banner=3245.57; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|261|STATIONERY|2011|BANNER ORGANIZATION TOTALS|3245.57
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,264,MISC ITEMS - STUDENT LOANS,2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|264|MISC ITEMS - STUDENT LOANS|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,265,MISC ITEMS - STUDENT LOANS,2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|265|MISC ITEMS - STUDENT LOANS|2010|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,268,SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|268|SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,269,SECRETARY OF THE SENATE - EXECUTIVE OFFICE,2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|269|SECRETARY OF THE SENATE - EXECUTIVE OFFICE|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,271,SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|271|SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.|2010|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,271,SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2010,BANNER ORGANIZATION TOTALS,27816.02,status=fail; banner=27816.02; parsed_body=32351.5. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|271|SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.|2010|BANNER ORGANIZATION TOTALS|27816.02
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,272,SECRETARY OF THE SENATE - EXECUTIVE OFFICE,2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|272|SECRETARY OF THE SENATE - EXECUTIVE OFFICE|2010|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,274,SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2011,BANNER ORGANIZATION TOTALS,298673.71,status=fail; banner=298673.71; parsed_body=168080.43. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|274|SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.|2011|BANNER ORGANIZATION TOTALS|298673.71
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,277,SECRETARY OF THE SENATE - EXECUTIVE OFFICE,2011,BANNER ORGANIZATION TOTALS,115011.82,status=fail; banner=115011.82; parsed_body=72260.04. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|277|SECRETARY OF THE SENATE - EXECUTIVE OFFICE|2011|BANNER ORGANIZATION TOTALS|115011.82
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,279,SECRETARY OF THE SENATE - LEGISLATIVE SERVICES,2011,BANNER ORGANIZATION TOTALS,13183.03,status=warn; banner=13183.03; parsed_body=3280.53. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|279|SECRETARY OF THE SENATE - LEGISLATIVE SERVICES|2011|BANNER ORGANIZATION TOTALS|13183.03
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,281,SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,BANNER ORGANIZATION TOTALS,1372423.48,status=warn; banner=1372423.48; parsed_body=405276.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|281|SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.||BANNER ORGANIZATION TOTALS|1372423.48
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,283,SEC - EMRGCY APPROPS FOR TERR RESPONSE,,BANNER ORGANIZATION TOTALS,98.03,status=warn; banner=98.03; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|283|SEC - EMRGCY APPROPS FOR TERR RESPONSE||BANNER ORGANIZATION TOTALS|98.03
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,284,SEC OF THE SENATE - SENATE COLLECTION,,BANNER ORGANIZATION TOTALS,71319.33,status=warn; banner=71319.33; parsed_body=67424.64. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|284|SEC OF THE SENATE - SENATE COLLECTION||BANNER ORGANIZATION TOTALS|71319.33
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,292,SGT @ ARMS - CENTRAL OPERATIONS,,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|292|SGT @ ARMS - CENTRAL OPERATIONS||BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,293,SGT @ ARMS - CAPITOL DIVISION,,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|293|SGT @ ARMS - CAPITOL DIVISION||BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,295,SGT @ ARMS - STAFF OFFICES,,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|295|SGT @ ARMS - STAFF OFFICES||BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,298,SGT @ ARMS - CAPITOL DIVISION,,BANNER ORGANIZATION TOTALS,35085.76,status=fail; banner=35085.76; parsed_body=1624.07. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|298|SGT @ ARMS - CAPITOL DIVISION||BANNER ORGANIZATION TOTALS|35085.76
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,299,SGT @ ARMS - IT SUPPORT SERVICES,,BANNER ORGANIZATION TOTALS,417127.17,status=warn; banner=417127.17; parsed_body=403366.13. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|299|SGT @ ARMS - IT SUPPORT SERVICES||BANNER ORGANIZATION TOTALS|417127.17
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,300,SGT @ ARMS - STAFF OFFICES,,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|300|SGT @ ARMS - STAFF OFFICES||BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,306,SGT @ ARMS - STAFF OFFICES,,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|306|SGT @ ARMS - STAFF OFFICES||BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,308,SGT @ ARMS - CENTRAL OPERATIONS,,BANNER ORGANIZATION TOTALS,462458.87,status=warn; banner=462458.87; parsed_body=382444.17. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|308|SGT @ ARMS - CENTRAL OPERATIONS||BANNER ORGANIZATION TOTALS|462458.87
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,311,SGT @ ARMS - CAPITOL DIVISION,,BANNER ORGANIZATION TOTALS,2070068.58,status=warn; banner=2070068.58; parsed_body=1935610.9. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|311|SGT @ ARMS - CAPITOL DIVISION||BANNER ORGANIZATION TOTALS|2070068.58
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,313,SGT @ ARMS - IT SUPPORT SERVICES,,BANNER ORGANIZATION TOTALS,2523007.53,status=warn; banner=2523007.53; parsed_body=2492250.63. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|313|SGT @ ARMS - IT SUPPORT SERVICES||BANNER ORGANIZATION TOTALS|2523007.53
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,325,SGT @ ARMS - STAFF OFFICES,,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|325|SGT @ ARMS - STAFF OFFICES||BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,325,SGT @ ARMS - STAFF OFFICES,,BANNER ORGANIZATION TOTALS,220519.46,status=warn; banner=220519.46; parsed_body=197137.31. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|325|SGT @ ARMS - STAFF OFFICES||BANNER ORGANIZATION TOTALS|220519.46
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,328,SGT @ ARMS - CENTRAL OPERATIONS,,BANNER ORGANIZATION TOTALS,196062.58,status=warn; banner=196062.58; parsed_body=174475.4. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|328|SGT @ ARMS - CENTRAL OPERATIONS||BANNER ORGANIZATION TOTALS|196062.58
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,329,SGT @ ARMS - CAPITOL DIVISION,,BANNER ORGANIZATION TOTALS,522865.59,status=warn; banner=522865.59; parsed_body=172852.49. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|329|SGT @ ARMS - CAPITOL DIVISION||BANNER ORGANIZATION TOTALS|522865.59
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,331,SGT @ ARMS - IT SUPPORT SERVICES,,BANNER ORGANIZATION TOTALS,4449195.47,status=warn; banner=4449195.47; parsed_body=3686437.54. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|331|SGT @ ARMS - IT SUPPORT SERVICES||BANNER ORGANIZATION TOTALS|4449195.47
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,342,SGT @ ARMS - STAFF OFFICES,,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|342|SGT @ ARMS - STAFF OFFICES||BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,342,SGT @ ARMS - STAFF OFFICES,,BANNER ORGANIZATION TOTALS,372785.93,status=warn; banner=372785.93; parsed_body=320785.93. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|342|SGT @ ARMS - STAFF OFFICES||BANNER ORGANIZATION TOTALS|372785.93
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,343,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,BANNER ORGANIZATION TOTALS,5741372.24,status=warn; banner=5741372.24; parsed_body=5715262.18. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|343|SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES||BANNER ORGANIZATION TOTALS|5741372.24
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,346,SGT @ ARMS - CENTRAL OPERATIONS,,BANNER ORGANIZATION TOTALS,9923966.03,status=warn; banner=9923966.03; parsed_body=852883.8. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|346|SGT @ ARMS - CENTRAL OPERATIONS||BANNER ORGANIZATION TOTALS|9923966.03
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,355,SGT @ ARMS - CAPITOL DIVISION,,BANNER ORGANIZATION TOTALS,2708471.6,status=warn; banner=2708471.6; parsed_body=2370207.25. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|355|SGT @ ARMS - CAPITOL DIVISION||BANNER ORGANIZATION TOTALS|2708471.6
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,362,SGT @ ARMS - IT SUPPORT SERVICES,,BANNER ORGANIZATION TOTALS,24860803.97,status=warn; banner=24860803.97; parsed_body=21708579.77. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|362|SGT @ ARMS - IT SUPPORT SERVICES||BANNER ORGANIZATION TOTALS|24860803.97
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,381,SGT @ ARMS - STAFF OFFICES,,BANNER ORGANIZATION TOTALS,2248749.56,status=warn; banner=2248749.56; parsed_body=2147681.7. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|381|SGT @ ARMS - STAFF OFFICES||BANNER ORGANIZATION TOTALS|2248749.56
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,389,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,BANNER ORGANIZATION TOTALS,12547586.22,status=warn; banner=12547586.22; parsed_body=8955340.58. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|389|SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES||BANNER ORGANIZATION TOTALS|12547586.22
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,400,SAA - EMERG SUPP NO YEAR FUNDS,,BANNER ORGANIZATION TOTALS,751513.14,status=warn; banner=751513.14; parsed_body=742890.87. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|400|SAA - EMERG SUPP NO YEAR FUNDS||BANNER ORGANIZATION TOTALS|751513.14
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,403,CAUCUS - INTERNATIONAL NARCOTICS CONTROL,2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|403|CAUCUS - INTERNATIONAL NARCOTICS CONTROL|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,404,CAUCUS - INTERNATIONAL NARCOTICS CONTROL,2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|404|CAUCUS - INTERNATIONAL NARCOTICS CONTROL|2010|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,405,CAUCUS - INTERNATIONAL NARCOTICS CONTROL,2011,BANNER ORGANIZATION TOTALS,214619.59,status=warn; banner=214619.59; parsed_body=212120.81. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|405|CAUCUS - INTERNATIONAL NARCOTICS CONTROL|2011|BANNER ORGANIZATION TOTALS|214619.59
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,406,SENATOR DANIEL K. AKAKA,2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|406|SENATOR DANIEL K. AKAKA|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,407,SENATOR DANIEL K. AKAKA,2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|407|SENATOR DANIEL K. AKAKA|2010|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,408,SENATOR DANIEL K. AKAKA,2011,BANNER ORGANIZATION TOTALS,1149123.66,status=warn; banner=1149123.66; parsed_body=1111248.75. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|408|SENATOR DANIEL K. AKAKA|2011|BANNER ORGANIZATION TOTALS|1149123.66
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,412,SENATOR LAMAR ALEXANDER,2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|412|SENATOR LAMAR ALEXANDER|2009|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,112sdoc4,GPO-CDOC-112sdoc4.pdf,413,SENATOR LAMAR ALEXANDER,2010,NET PAYROLL EXPENSES,67.61,A normally itemized subtotal has no parsed records; exact review is required.,112sdoc4|unexpected_zero_records|413|SENATOR LAMAR ALEXANDER|2010|NET PAYROLL EXPENSES|67.61
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,413,SENATOR LAMAR ALEXANDER,2010,BANNER ORGANIZATION TOTALS,92.61,status=warn; banner=92.61; parsed_body=25.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|413|SENATOR LAMAR ALEXANDER|2010|BANNER ORGANIZATION TOTALS|92.61
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,414,SENATOR LAMAR ALEXANDER,2011,BANNER ORGANIZATION TOTALS,1469811.29,status=fail; banner=1469811.29; parsed_body=1404292.72. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|414|SENATOR LAMAR ALEXANDER|2011|BANNER ORGANIZATION TOTALS|1469811.29
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,427,SENATOR WAYNE ALLARD,2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|427|SENATOR WAYNE ALLARD|2009|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,428,SENATOR KELLY AYOTTE,2011,BANNER ORGANIZATION TOTALS,1158643.55,status=warn; banner=1158643.55; parsed_body=1092428.9. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|428|SENATOR KELLY AYOTTE|2011|BANNER ORGANIZATION TOTALS|1158643.55
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,439,SENATOR JOHN BARRASSO,2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|439|SENATOR JOHN BARRASSO|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,440,SENATOR JOHN BARRASSO,2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|440|SENATOR JOHN BARRASSO|2010|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,441,SENATOR JOHN BARRASSO,2011,BANNER ORGANIZATION TOTALS,1291979.92,status=fail; banner=1291979.92; parsed_body=1220333.07. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|441|SENATOR JOHN BARRASSO|2011|BANNER ORGANIZATION TOTALS|1291979.92
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,453,SENATOR MAX BAUCUS,2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|453|SENATOR MAX BAUCUS|2009|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,455,SENATOR MAX BAUCUS,2011,BANNER ORGANIZATION TOTALS,1494599.29,status=warn; banner=1494599.29; parsed_body=1447411.08. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|455|SENATOR MAX BAUCUS|2011|BANNER ORGANIZATION TOTALS|1494599.29
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,466,SENATOR EVAN BAYH,2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|466|SENATOR EVAN BAYH|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,467,SENATOR EVAN BAYH,2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|467|SENATOR EVAN BAYH|2010|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,467,SENATOR EVAN BAYH,2010,BANNER ORGANIZATION TOTALS,1217.73,status=warn; banner=1217.73; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|467|SENATOR EVAN BAYH|2010|BANNER ORGANIZATION TOTALS|1217.73
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,468,SENATOR EVAN BAYH,2011,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|468|SENATOR EVAN BAYH|2011|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,469,SENATOR MARK BEGICH,2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|469|SENATOR MARK BEGICH|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,470,SENATOR MARK BEGICH,2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|470|SENATOR MARK BEGICH|2010|BANNER NET PAYROLL|0.0
