office,funding_year,account,start_page,label,check_page,expected,actual,status,basis
SENATOR JIM JUSTICE,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,17,PERSONNEL BENEFITS,17,342.88,0.0,no_records,segment
SENATOR JIM JUSTICE,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,17,NET PAYROLL EXPENSES,17,342.88,0.0,no_records,block_running_total
SENATOR JIM JUSTICE,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,17,TRAVEL AND TRANSPORTATION OF PERSONS,19,13713.22,13713.22,ok,segment
SENATOR JIM JUSTICE,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,17,ACQUISITION OF ASSETS,19,69709.04,69709.04,ok,segment
SENATOR JIM JUSTICE,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,21,PERSONNEL COMP. FULL-TIME PERMANENT,22,1339264.42,1339264.42,ok,segment
SENATOR JIM JUSTICE,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,21,PERSONNEL BENEFITS,22,2565.25,0.0,no_records,segment
SENATOR JIM JUSTICE,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,21,NET PAYROLL EXPENSES,22,1341829.67,1339264.42,fail,block_running_total
SENATOR JIM JUSTICE,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,21,TRAVEL AND TRANSPORTATION OF PERSONS,24,16807.41,16807.41,ok,segment
SENATOR JIM JUSTICE,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,21,OTHER CONTRACTUAL SERVICES,24,3900.0,3900.0,ok,segment
SENATOR JIM JUSTICE,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,21,ACQUISITION OF ASSETS,25,47268.26,47268.26,ok,segment
SENATOR TIM KAINE,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,30,TRAVEL AND TRANSPORTATION OF PERSONS,34,11668.66,11668.66,ok,segment
SENATOR TIM KAINE,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,30,OTHER CONTRACTUAL SERVICES,34,43177.0,43177.0,ok,segment
SENATOR TIM KAINE,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,30,ACQUISITION OF ASSETS,34,2644.0,2644.0,ok,segment
SENATOR TIM KAINE,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,36,PERSONNEL COMP. FULL-TIME PERMANENT,37,2113452.23,2113452.23,ok,segment
SENATOR TIM KAINE,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,36,RE-EMPLOYED ANNUITANTS,37,14772.0,0.0,no_records,segment
SENATOR TIM KAINE,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,36,PERSONNEL BENEFITS,37,3828.95,0.0,no_records,segment
SENATOR TIM KAINE,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,36,NET PAYROLL EXPENSES,37,2132053.18,2113452.23,fail,block_running_total
SENATOR TIM KAINE,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,36,TRAVEL AND TRANSPORTATION OF PERSONS,43,12618.43,12617.49,warn,segment
SENATOR TIM KAINE,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,36,OTHER CONTRACTUAL SERVICES,43,80.0,80.0,ok,segment
INTERN COMPENSATION - KAINE,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,44,PERSONNEL COMP. FULL-TIME PERMANENT,44,22583.0,22583.0,ok,segment
INTERN COMPENSATION - KAINE,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,44,NET PAYROLL EXPENSES,44,22583.0,22583.0,ok,block_running_total
SENATOR MARK KELLY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,48,PERSONNEL BENEFITS,48,2155.48,0.0,no_records,segment
SENATOR MARK KELLY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,48,NET PAYROLL EXPENSES,48,2155.48,0.0,no_records,block_running_total
SENATOR MARK KELLY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,48,TRAVEL AND TRANSPORTATION OF PERSONS,51,31006.1,31006.1,ok,segment
SENATOR MARK KELLY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,48,OTHER CONTRACTUAL SERVICES,51,355.26,355.26,ok,segment
SENATOR MARK KELLY,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,53,PERSONNEL COMP. FULL-TIME PERMANENT,54,2062582.97,2062582.97,ok,segment
SENATOR MARK KELLY,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,53,PERSONNEL BENEFITS,54,2711.11,0.0,no_records,segment
SENATOR MARK KELLY,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,53,NET PAYROLL EXPENSES,54,2065294.08,2062582.97,fail,block_running_total
SENATOR MARK KELLY,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,53,TRAVEL AND TRANSPORTATION OF PERSONS,59,34193.43,34193.43,ok,segment
SENATOR MARK KELLY,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,53,OTHER CONTRACTUAL SERVICES,59,6925.06,6925.06,ok,segment
INTERN COMPENSATION - KELLY,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,60,PERSONNEL COMP. FULL-TIME PERMANENT,60,30087.55,30087.55,ok,segment
INTERN COMPENSATION - KELLY,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,60,NET PAYROLL EXPENSES,60,30087.55,30087.55,ok,block_running_total
SENATOR JOHN N. KENNEDY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,64,PERSONNEL BENEFITS,64,137.25,0.0,no_records,segment
SENATOR JOHN N. KENNEDY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,64,NET PAYROLL EXPENSES,64,137.25,0.0,no_records,block_running_total
SENATOR JOHN N. KENNEDY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,64,TRAVEL AND TRANSPORTATION OF PERSONS,67,9917.32,9917.32,ok,segment
SENATOR JOHN N. KENNEDY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,64,OTHER CONTRACTUAL SERVICES,67,127.2,127.2,ok,segment
SENATOR JOHN N. KENNEDY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,64,ACQUISITION OF ASSETS,68,50049.46,50049.46,ok,segment
SENATOR JOHN N. KENNEDY,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,70,PERSONNEL COMP. FULL-TIME PERMANENT,71,1890069.95,1890069.95,ok,segment
SENATOR JOHN N. KENNEDY,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,70,PERSONNEL BENEFITS,71,516.35,0.0,no_records,segment
SENATOR JOHN N. KENNEDY,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,70,NET PAYROLL EXPENSES,71,1890586.3,1890069.95,fail,block_running_total
SENATOR JOHN N. KENNEDY,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,70,TRAVEL AND TRANSPORTATION OF PERSONS,87,65360.44,65359.02,fail,segment
SENATOR JOHN N. KENNEDY,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,70,OTHER CONTRACTUAL SERVICES,87,6636.0,6636.0,ok,segment
SENATOR JOHN N. KENNEDY,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,70,ACQUISITION OF ASSETS,87,284.81,284.81,ok,segment
INTERN COMPENSATION - KENNEDY,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,88,PERSONNEL COMP. FULL-TIME PERMANENT,88,23133.28,23133.28,ok,segment
INTERN COMPENSATION - KENNEDY,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,88,NET PAYROLL EXPENSES,88,23133.28,23133.28,ok,block_running_total
SENATOR ANDY KIM,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,90,PERSONNEL BENEFITS,90,32.0,0.0,no_records,segment
SENATOR ANDY KIM,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,90,NET PAYROLL EXPENSES,90,32.0,0.0,no_records,block_running_total
SENATOR ANDY KIM,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,90,TRAVEL AND TRANSPORTATION OF PERSONS,94,19410.16,19410.16,ok,segment
SENATOR ANDY KIM,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,90,OTHER CONTRACTUAL SERVICES,94,5500.0,5500.0,ok,segment
SENATOR ANDY KIM,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,90,ACQUISITION OF ASSETS,94,75875.4,75875.4,ok,segment
SENATOR ANDY KIM,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,96,PERSONNEL COMP. FULL-TIME PERMANENT,97,1936198.9,1936198.9,ok,segment
SENATOR ANDY KIM,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,96,PERSONNEL BENEFITS,97,4622.6,0.0,no_records,segment
SENATOR ANDY KIM,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,96,NET PAYROLL EXPENSES,97,1940821.5,1936198.9,fail,block_running_total
SENATOR ANDY KIM,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,96,TRAVEL AND TRANSPORTATION OF PERSONS,103,15877.23,15877.23,ok,segment
SENATOR ANDY KIM,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,96,OTHER CONTRACTUAL SERVICES,103,288.89,288.89,ok,segment
SENATOR ANDY KIM,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,96,ACQUISITION OF ASSETS,103,9.99,9.99,ok,segment
INTERN COMPENSATION - KIM,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,104,PERSONNEL COMP. FULL-TIME PERMANENT,104,22551.29,22551.29,ok,segment
INTERN COMPENSATION - KIM,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,104,NET PAYROLL EXPENSES,104,22551.29,22551.29,ok,block_running_total
SENATOR ANGUS KING,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,108,PERSONNEL BENEFITS,108,523.86,0.0,no_records,segment
SENATOR ANGUS KING,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,108,NET PAYROLL EXPENSES,108,523.86,0.0,no_records,block_running_total
SENATOR ANGUS KING,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,108,TRAVEL AND TRANSPORTATION OF PERSONS,109,5714.43,5714.43,ok,segment
SENATOR ANGUS KING,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,108,OTHER CONTRACTUAL SERVICES,110,1528.24,1528.24,ok,segment
SENATOR ANGUS KING,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,108,ACQUISITION OF ASSETS,110,44.99,44.99,ok,segment
SENATOR ANGUS KING,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,112,PERSONNEL COMP. FULL-TIME PERMANENT,113,1985530.06,1985530.06,ok,segment
SENATOR ANGUS KING,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,112,PERSONNEL BENEFITS,113,4718.48,0.0,no_records,segment
SENATOR ANGUS KING,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,112,NET PAYROLL EXPENSES,113,1990248.54,1985530.06,fail,block_running_total
SENATOR ANGUS KING,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,112,TRAVEL AND TRANSPORTATION OF PERSONS,117,21162.42,21162.42,ok,segment
SENATOR ANGUS KING,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,112,OTHER CONTRACTUAL SERVICES,118,1638.02,1638.02,ok,segment
SENATOR ANGUS KING,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,112,ACQUISITION OF ASSETS,118,9981.17,9981.17,ok,segment
INTERN COMPENSATION - KING,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,119,PERSONNEL COMP. FULL-TIME PERMANENT,119,27233.32,27233.32,ok,segment
INTERN COMPENSATION - KING,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,119,NET PAYROLL EXPENSES,119,27233.32,27233.32,ok,block_running_total
SENATOR AMY KLOBUCHAR,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,123,PERSONNEL BENEFITS,123,929.16,0.0,no_records,segment
SENATOR AMY KLOBUCHAR,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,123,NET PAYROLL EXPENSES,123,929.16,0.0,no_records,block_running_total
SENATOR AMY KLOBUCHAR,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,123,TRAVEL AND TRANSPORTATION OF PERSONS,127,16978.62,16977.99,warn,segment
SENATOR AMY KLOBUCHAR,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,123,OTHER CONTRACTUAL SERVICES,127,539.0,539.0,ok,segment
SENATOR AMY KLOBUCHAR,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,129,PERSONNEL COMP. FULL-TIME PERMANENT,131,1952439.49,1952439.49,ok,segment
SENATOR AMY KLOBUCHAR,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,129,PERSONNEL BENEFITS,131,1224.77,0.0,no_records,segment
SENATOR AMY KLOBUCHAR,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,129,NET PAYROLL EXPENSES,131,1953664.26,1952439.49,fail,block_running_total
SENATOR AMY KLOBUCHAR,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,129,TRAVEL AND TRANSPORTATION OF PERSONS,136,34012.3,34012.3,ok,segment
SENATOR AMY KLOBUCHAR,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,129,OTHER CONTRACTUAL SERVICES,137,3406.0,3406.0,ok,segment
SENATOR AMY KLOBUCHAR,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,129,ACQUISITION OF ASSETS,137,104.72,104.72,ok,segment
INTERN COMPENSATION - KLOBUCHAR,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,138,PERSONNEL COMP. FULL-TIME PERMANENT,138,27908.3,27908.3,ok,segment
INTERN COMPENSATION - KLOBUCHAR,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,138,NET PAYROLL EXPENSES,138,27908.3,27908.3,ok,block_running_total
SENATOR JAMES LANKFORD,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,142,PERSONNEL BENEFITS,142,80.0,0.0,no_records,segment
SENATOR JAMES LANKFORD,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,142,NET PAYROLL EXPENSES,142,80.0,0.0,no_records,block_running_total
SENATOR JAMES LANKFORD,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,142,TRAVEL AND TRANSPORTATION OF PERSONS,149,24410.02,24410.02,ok,segment
SENATOR JAMES LANKFORD,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,142,OTHER CONTRACTUAL SERVICES,149,394.0,394.0,ok,segment
SENATOR JAMES LANKFORD,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,142,ACQUISITION OF ASSETS,149,16560.26,16560.26,ok,segment
SENATOR JAMES LANKFORD,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,151,PERSONNEL COMP. FULL-TIME PERMANENT,152,1922723.17,1922723.17,ok,segment
SENATOR JAMES LANKFORD,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,151,PERSONNEL BENEFITS,152,479.5,0.0,no_records,segment
SENATOR JAMES LANKFORD,2026,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,151,NET PAYROLL EXPENSES,152,1923202.67,1922723.17,fail,block_running_total
