office,funding_year,account,start_page,label,check_page,expected,actual,status,basis,second_opinion,independent_sum
SENATOR KIRSTEN GILLIBRAND,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1066,PERSONNEL BENEFITS,1066,3943.82,0.0,no_records,segment,,
SENATOR KIRSTEN GILLIBRAND,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1066,NET PAYROLL EXPENSES,1066,3943.82,3943.82,ok,block_running_total,,
SENATOR KIRSTEN GILLIBRAND,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1066,TRAVEL AND TRANSPORTATION OF PERSONS,1069,30240.92,30240.92,ok,segment,,
SENATOR KIRSTEN GILLIBRAND,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1066,OTHER CONTRACTUAL SERVICES,1069,4750.45,4750.45,ok,segment,,
SENATOR KIRSTEN GILLIBRAND,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1066,BANNER NET PAYROLL,1066,30240.92,3943.82,fail,banner,,
SENATOR KIRSTEN GILLIBRAND,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1066,BANNER ORGANIZATION TOTALS,1066,82261.18,38935.19,fail,banner,,
INTERN COMPENSATION - GILLIBRAND,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1070,BANNER NET PAYROLL,1070,0.0,0.0,banner_missing,banner,,
INTERN COMPENSATION - GILLIBRAND,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1070,BANNER ORGANIZATION TOTALS,1070,0.0,0.0,ok,banner,,
SENATOR KIRSTEN GILLIBRAND,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1071,PERSONNEL COMP. FULL-TIME PERMANENT,1073,2210028.98,2210028.98,ok,segment,,
SENATOR KIRSTEN GILLIBRAND,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1071,PERSONNEL BENEFITS,1073,10712.96,0.0,no_records,segment,,
SENATOR KIRSTEN GILLIBRAND,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1071,NET PAYROLL EXPENSES,1073,2220741.94,2220741.94,ok,block_running_total,,
SENATOR KIRSTEN GILLIBRAND,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1071,TRAVEL AND TRANSPORTATION OF PERSONS,1087,188880.89,188880.89,ok,segment,,
SENATOR KIRSTEN GILLIBRAND,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1071,OTHER CONTRACTUAL SERVICES,1087,1017.74,1017.74,ok,segment,,
SENATOR KIRSTEN GILLIBRAND,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1071,ACQUISITION OF ASSETS,1087,129.4,129.4,ok,segment,,
SENATOR KIRSTEN GILLIBRAND,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1071,BANNER NET PAYROLL,1071,2219075.27,2220741.94,fail,banner,,
SENATOR KIRSTEN GILLIBRAND,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1071,BANNER ORGANIZATION TOTALS,1071,2459900.23,2410769.97,fail,banner,,
INTERN COMPENSATION - GILLIBRAND,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1088,PERSONNEL COMP. FULL-TIME PERMANENT,1088,26373.29,26373.29,ok,segment,,
INTERN COMPENSATION - GILLIBRAND,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1088,NET PAYROLL EXPENSES,1088,26373.29,26373.29,ok,block_running_total,,
INTERN COMPENSATION - GILLIBRAND,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1088,BANNER NET PAYROLL,1088,26373.29,26373.29,ok,banner,,
INTERN COMPENSATION - GILLIBRAND,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1088,BANNER ORGANIZATION TOTALS,1088,26373.29,26373.29,ok,banner,,
SENATOR LINDSEY GRAHAM,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1089,BANNER NET PAYROLL,1089,0.0,0.0,banner_missing,banner,,
SENATOR LINDSEY GRAHAM,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1089,BANNER ORGANIZATION TOTALS,1089,0.0,0.0,ok,banner,,
INTERN COMPENSATION - GRAHAM,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1090,BANNER NET PAYROLL,1090,0.0,0.0,banner_missing,banner,,
INTERN COMPENSATION - GRAHAM,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1090,BANNER ORGANIZATION TOTALS,1090,0.0,0.0,ok,banner,,
SENATOR LINDSEY GRAHAM,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1091,TRAVEL AND TRANSPORTATION OF PERSONS,1092,7690.63,7690.63,ok,segment,,
SENATOR LINDSEY GRAHAM,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1091,OTHER CONTRACTUAL SERVICES,1092,104.85,104.85,ok,segment,,
SENATOR LINDSEY GRAHAM,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1091,ACQUISITION OF ASSETS,1093,8717.81,8717.81,ok,segment,,
SENATOR LINDSEY GRAHAM,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1091,BANNER NET PAYROLL,1091,7690.63,0.0,banner_missing,banner,,
SENATOR LINDSEY GRAHAM,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1091,BANNER ORGANIZATION TOTALS,1091,33093.21,16513.29,fail,banner,,
INTERN COMPENSATION - GRAHAM,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1094,BANNER NET PAYROLL,1094,0.0,0.0,banner_missing,banner,,
INTERN COMPENSATION - GRAHAM,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1094,BANNER ORGANIZATION TOTALS,1094,0.0,0.0,ok,banner,,
SENATOR LINDSEY GRAHAM,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1095,PERSONNEL COMP. FULL-TIME PERMANENT,1096,1811806.09,1811806.09,ok,segment,,
SENATOR LINDSEY GRAHAM,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1095,NET PAYROLL EXPENSES,1096,1811806.09,1811806.09,ok,block_running_total,,
SENATOR LINDSEY GRAHAM,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1095,TRAVEL AND TRANSPORTATION OF PERSONS,1100,27141.32,27141.32,ok,segment,,
SENATOR LINDSEY GRAHAM,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1095,OTHER CONTRACTUAL SERVICES,1100,419.4,419.4,ok,segment,,
SENATOR LINDSEY GRAHAM,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1095,BANNER NET PAYROLL,1095,1811806.09,1811806.09,ok,banner,,
SENATOR LINDSEY GRAHAM,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1095,BANNER ORGANIZATION TOTALS,1095,1869087.09,1839366.81,fail,banner,,
INTERN COMPENSATION - GRAHAM,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1101,PERSONNEL COMP. FULL-TIME PERMANENT,1101,12329.58,12329.58,ok,segment,,
INTERN COMPENSATION - GRAHAM,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1101,NET PAYROLL EXPENSES,1101,12329.58,12329.58,ok,block_running_total,,
INTERN COMPENSATION - GRAHAM,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1101,BANNER NET PAYROLL,1101,12329.58,12329.58,ok,banner,,
INTERN COMPENSATION - GRAHAM,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1101,BANNER ORGANIZATION TOTALS,1101,12329.58,12329.58,ok,banner,,
SENATOR CHARLES E. GRASSLEY,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1102,BANNER NET PAYROLL,1102,0.0,0.0,banner_missing,banner,,
SENATOR CHARLES E. GRASSLEY,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1102,BANNER ORGANIZATION TOTALS,1102,247.92,0.0,fail,banner,,
INTERN COMPENSATION - GRASSLEY,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1103,BANNER NET PAYROLL,1103,0.0,0.0,banner_missing,banner,,
INTERN COMPENSATION - GRASSLEY,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1103,BANNER ORGANIZATION TOTALS,1103,0.0,0.0,ok,banner,,
SENATOR CHARLES E. GRASSLEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1104,PERSONNEL BENEFITS,1104,578.86,0.0,no_records,segment,,
SENATOR CHARLES E. GRASSLEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1104,NET PAYROLL EXPENSES,1104,578.86,578.86,ok,block_running_total,,
SENATOR CHARLES E. GRASSLEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1104,TRAVEL AND TRANSPORTATION OF PERSONS,1106,7625.96,7625.96,ok,segment,,
SENATOR CHARLES E. GRASSLEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1104,OTHER CONTRACTUAL SERVICES,1106,1155.9,1155.9,ok,segment,,
SENATOR CHARLES E. GRASSLEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1104,ACQUISITION OF ASSETS,1107,78488.89,78488.89,ok,segment,,
SENATOR CHARLES E. GRASSLEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1104,BANNER NET PAYROLL,1104,7625.96,578.86,fail,banner,,
SENATOR CHARLES E. GRASSLEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1104,BANNER ORGANIZATION TOTALS,1104,200953.63,87849.61,fail,banner,,
INTERN COMPENSATION - GRASSLEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1108,BANNER NET PAYROLL,1108,0.0,0.0,banner_missing,banner,,
INTERN COMPENSATION - GRASSLEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1108,BANNER ORGANIZATION TOTALS,1108,0.0,0.0,ok,banner,,
SENATOR CHARLES E. GRASSLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1109,PERSONNEL COMP. FULL-TIME PERMANENT,1110,1125497.94,1125497.94,ok,segment,,
SENATOR CHARLES E. GRASSLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1109,PERSONNEL BENEFITS,1110,2128.54,0.0,no_records,segment,,
SENATOR CHARLES E. GRASSLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1109,NET PAYROLL EXPENSES,1110,1127626.48,1127626.48,ok,block_running_total,,
SENATOR CHARLES E. GRASSLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1109,TRAVEL AND TRANSPORTATION OF PERSONS,1122,43290.31,43290.31,ok,segment,,
SENATOR CHARLES E. GRASSLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1109,OTHER CONTRACTUAL SERVICES,1123,5254.55,5254.55,ok,segment,,
SENATOR CHARLES E. GRASSLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1109,ACQUISITION OF ASSETS,1123,433.49,433.49,ok,segment,,
SENATOR CHARLES E. GRASSLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1109,BANNER NET PAYROLL,1109,1127626.48,1127626.48,ok,banner,,
SENATOR CHARLES E. GRASSLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1109,BANNER ORGANIZATION TOTALS,1109,1203068.33,1176604.83,fail,banner,,
INTERN COMPENSATION - GRASSLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1124,PERSONNEL COMP. FULL-TIME PERMANENT,1124,26972.9,26972.9,ok,segment,,
INTERN COMPENSATION - GRASSLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1124,NET PAYROLL EXPENSES,1124,26972.9,26972.9,ok,block_running_total,,
INTERN COMPENSATION - GRASSLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1124,BANNER NET PAYROLL,1124,26972.9,26972.9,ok,banner,,
INTERN COMPENSATION - GRASSLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1124,BANNER ORGANIZATION TOTALS,1124,26972.9,26972.9,ok,banner,,
SENATOR BILL HAGERTY,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1125,BANNER NET PAYROLL,1125,0.0,0.0,banner_missing,banner,,
SENATOR BILL HAGERTY,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1125,BANNER ORGANIZATION TOTALS,1125,39.0,0.0,fail,banner,,
INTERN COMPENSATION - HAGERTY,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1126,BANNER NET PAYROLL,1126,0.0,0.0,banner_missing,banner,,
INTERN COMPENSATION - HAGERTY,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1126,BANNER ORGANIZATION TOTALS,1126,0.0,0.0,ok,banner,,
SENATOR BILL HAGERTY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1127,TRAVEL AND TRANSPORTATION OF PERSONS,1130,45049.37,45049.37,ok,segment,,
SENATOR BILL HAGERTY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1127,ACQUISITION OF ASSETS,1130,2836.86,2836.86,ok,segment,,
SENATOR BILL HAGERTY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1127,BANNER NET PAYROLL,1127,45049.37,0.0,banner_missing,banner,,
SENATOR BILL HAGERTY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1127,BANNER ORGANIZATION TOTALS,1127,58792.97,47886.23,fail,banner,,
INTERN COMPENSATION - HAGERTY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1131,BANNER NET PAYROLL,1131,0.0,0.0,banner_missing,banner,,
INTERN COMPENSATION - HAGERTY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1131,BANNER ORGANIZATION TOTALS,1131,0.0,0.0,ok,banner,,
SENATOR BILL HAGERTY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1132,PERSONNEL COMP. FULL-TIME PERMANENT,1133,1906489.1,1906489.1,ok,segment,,
SENATOR BILL HAGERTY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1132,PERSONNEL BENEFITS,1133,320.0,0.0,no_records,segment,,
SENATOR BILL HAGERTY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1132,NET PAYROLL EXPENSES,1133,1906809.1,1906809.1,ok,block_running_total,,
SENATOR BILL HAGERTY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1132,TRAVEL AND TRANSPORTATION OF PERSONS,1142,57672.89,57672.89,ok,segment,,
SENATOR BILL HAGERTY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1132,ACQUISITION OF ASSETS,1142,2650.0,2650.0,ok,segment,,
SENATOR BILL HAGERTY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1132,BANNER NET PAYROLL,1132,1906809.1,1906809.1,ok,banner,,
SENATOR BILL HAGERTY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1132,BANNER ORGANIZATION TOTALS,1132,1997390.27,1967131.99,fail,banner,,
INTERN COMPENSATION - HAGERTY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1143,PERSONNEL COMP. FULL-TIME PERMANENT,1143,32624.99,32624.99,ok,segment,,
INTERN COMPENSATION - HAGERTY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1143,NET PAYROLL EXPENSES,1143,32624.99,32624.99,ok,block_running_total,,
INTERN COMPENSATION - HAGERTY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1143,BANNER NET PAYROLL,1143,32624.99,32624.99,ok,banner,,
INTERN COMPENSATION - HAGERTY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1143,BANNER ORGANIZATION TOTALS,1143,32624.99,32624.99,ok,banner,,
SENATOR MAGGIE HASSAN,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1144,BANNER NET PAYROLL,1144,0.0,0.0,banner_missing,banner,,
SENATOR MAGGIE HASSAN,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1144,BANNER ORGANIZATION TOTALS,1144,0.0,0.0,ok,banner,,
INTERN COMPENSATION - HASSAN,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1145,BANNER NET PAYROLL,1145,0.0,0.0,banner_missing,banner,,
INTERN COMPENSATION - HASSAN,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1145,BANNER ORGANIZATION TOTALS,1145,0.0,0.0,ok,banner,,
SENATOR MAGGIE HASSAN,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1146,PERSONNEL BENEFITS,1146,437.2,0.0,no_records,segment,,
SENATOR MAGGIE HASSAN,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1146,NET PAYROLL EXPENSES,1146,437.2,437.2,ok,block_running_total,,
SENATOR MAGGIE HASSAN,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1146,TRAVEL AND TRANSPORTATION OF PERSONS,1147,2078.53,2078.53,ok,segment,,
SENATOR MAGGIE HASSAN,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1146,BANNER NET PAYROLL,1146,2078.53,437.2,fail,banner,,
SENATOR MAGGIE HASSAN,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1146,BANNER ORGANIZATION TOTALS,1146,26267.52,2515.73,fail,banner,,
INTERN COMPENSATION - HASSAN,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1148,BANNER NET PAYROLL,1148,0.0,0.0,banner_missing,banner,,
INTERN COMPENSATION - HASSAN,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1148,BANNER ORGANIZATION TOTALS,1148,0.0,0.0,ok,banner,,
SENATOR MAGGIE HASSAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1149,PERSONNEL COMP. FULL-TIME PERMANENT,1150,1676165.52,1676165.52,ok,segment,,
SENATOR MAGGIE HASSAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1149,PERSONNEL BENEFITS,1150,2002.4,0.0,no_records,segment,,
SENATOR MAGGIE HASSAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1149,NET PAYROLL EXPENSES,1150,1678167.92,1678167.92,ok,block_running_total,,
SENATOR MAGGIE HASSAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1149,TRAVEL AND TRANSPORTATION OF PERSONS,1156,25879.16,25879.16,ok,segment,,
SENATOR MAGGIE HASSAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1149,OTHER CONTRACTUAL SERVICES,1156,114.99,114.99,ok,segment,,
SENATOR MAGGIE HASSAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1149,BANNER NET PAYROLL,1149,1678118.48,1678167.92,fail,banner,,
SENATOR MAGGIE HASSAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1149,BANNER ORGANIZATION TOTALS,1149,1715616.71,1704162.07,fail,banner,,
INTERN COMPENSATION - HASSAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1157,PERSONNEL COMP. FULL-TIME PERMANENT,1157,23215.12,23215.12,ok,segment,,
INTERN COMPENSATION - HASSAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1157,NET PAYROLL EXPENSES,1157,23215.12,23215.12,ok,block_running_total,,
INTERN COMPENSATION - HASSAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1157,BANNER NET PAYROLL,1157,23215.12,23215.12,ok,banner,,
INTERN COMPENSATION - HASSAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1157,BANNER ORGANIZATION TOTALS,1157,23215.12,23215.12,ok,banner,,
SENATOR JOSH HAWLEY,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1158,BANNER NET PAYROLL,1158,0.0,0.0,banner_missing,banner,,
SENATOR JOSH HAWLEY,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1158,BANNER ORGANIZATION TOTALS,1158,96.0,0.0,fail,banner,,
INTERN COMPENSATION - HAWLEY,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1159,BANNER NET PAYROLL,1159,0.0,0.0,banner_missing,banner,,
INTERN COMPENSATION - HAWLEY,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1159,BANNER ORGANIZATION TOTALS,1159,0.0,0.0,ok,banner,,
SENATOR JOSH HAWLEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1160,TRAVEL AND TRANSPORTATION OF PERSONS,1166,24885.12,24885.12,ok,segment,,
SENATOR JOSH HAWLEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1160,OTHER CONTRACTUAL SERVICES,1166,160.55,160.55,ok,segment,,
SENATOR JOSH HAWLEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1160,ACQUISITION OF ASSETS,1166,40479.0,40479.0,ok,segment,,
SENATOR JOSH HAWLEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1160,BANNER NET PAYROLL,1160,24885.12,0.0,banner_missing,banner,,
SENATOR JOSH HAWLEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1160,BANNER ORGANIZATION TOTALS,1160,82413.24,65524.67,fail,banner,,
INTERN COMPENSATION - HAWLEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1167,BANNER NET PAYROLL,1167,0.0,0.0,banner_missing,banner,,
INTERN COMPENSATION - HAWLEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1167,BANNER ORGANIZATION TOTALS,1167,0.0,0.0,ok,banner,,
SENATOR JOSH HAWLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1168,PERSONNEL COMP. FULL-TIME PERMANENT,1169,1628039.15,1628039.15,ok,segment,,
SENATOR JOSH HAWLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1168,RE-EMPLOYED ANNUITANTS,1169,9114.0,0.0,no_records,segment,,
SENATOR JOSH HAWLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1168,PERSONNEL BENEFITS,1169,208.0,0.0,no_records,segment,,
SENATOR JOSH HAWLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1168,NET PAYROLL EXPENSES,1169,1637361.15,1637361.15,ok,block_running_total,,
SENATOR JOSH HAWLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1168,TRAVEL AND TRANSPORTATION OF PERSONS,1185,33407.13,33407.13,ok,segment,,
SENATOR JOSH HAWLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1168,OTHER CONTRACTUAL SERVICES,1185,1000.0,1000.0,ok,segment,,
SENATOR JOSH HAWLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1168,ACQUISITION OF ASSETS,1185,1050.93,1050.93,ok,segment,,
SENATOR JOSH HAWLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1168,BANNER NET PAYROLL,1168,1637361.15,1637361.15,ok,banner,,
SENATOR JOSH HAWLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1168,BANNER ORGANIZATION TOTALS,1168,1695500.53,1672819.21,fail,banner,,
INTERN COMPENSATION - HAWLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1186,PERSONNEL COMP. FULL-TIME PERMANENT,1186,5540.0,5540.0,ok,segment,,
INTERN COMPENSATION - HAWLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1186,NET PAYROLL EXPENSES,1186,5540.0,5540.0,ok,block_running_total,,
INTERN COMPENSATION - HAWLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1186,BANNER NET PAYROLL,1186,5540.0,5540.0,ok,banner,,
