office,funding_year,start_page,status,banner_status,record_count,page_count,continuation_page_count,subtotal_count,rows_quarantined,records_checked,dollars_checked,dollars_unchecked,amount_parse_failures,pages_skipped
SENATOR JAMES LANKFORD,2022,1406,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - LANKFORD,2022,1407,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR JAMES LANKFORD,2023,1408,fail,fail,142,7,6,3,0,142,34130.68,0.0,0,0
INTERN COMPENSATION - LANKFORD,2023,1415,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR JAMES LANKFORD,2024,1416,ok,fail,535,23,22,6,0,535,1758075.76,0.0,0,0
INTERN COMPENSATION - LANKFORD,2024,1439,ok,ok,8,1,0,2,0,8,17191.07,0.0,0,0
SENATOR PATRICK J. LEAHY,2022,1440,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - LEAHY,2022,1441,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR PATRICK J. LEAHY,2023,1442,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - LEAHY,2023,1443,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR MIKE LEE,2022,1444,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - LEE,2022,1445,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR MIKE LEE,2023,1446,fail,fail,68,4,3,5,0,68,113975.06,0.0,0,0
INTERN COMPENSATION - LEE,2023,1450,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR MIKE LEE,2024,1451,ok,warn,309,11,10,5,0,309,1518495.39,0.0,0,0
INTERN COMPENSATION - LEE,2024,1462,ok,ok,10,1,0,2,0,10,30049.97,0.0,0,0
SENATOR BEN RAY LUJAN,2022,1463,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - LUJAN,2022,1464,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR BEN RAY LUJAN,2023,1465,ok,warn,101,5,4,5,0,101,62653.14,0.0,0,0
INTERN COMPENSATION - LUJAN,2023,1470,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR BEN RAY LUJAN,2024,1471,ok,warn,183,7,6,7,0,183,1453221.0,0.0,0,0
INTERN COMPENSATION - LUJAN,2024,1478,ok,ok,3,1,0,2,0,3,5859.54,0.0,0,0
SENATOR CYNTHIA LUMMIS,2022,1479,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - LUMMIS,2022,1480,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR CYNTHIA LUMMIS,2023,1481,ok,warn,79,3,2,5,0,79,125352.48,0.0,0,0
INTERN COMPENSATION - LUMMIS,2023,1484,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR CYNTHIA LUMMIS,2024,1485,ok,warn,455,15,14,6,0,455,1581603.99,0.0,0,0
INTERN COMPENSATION - LUMMIS,2024,1500,ok,ok,4,1,0,2,0,4,25833.33,0.0,0,0
SENATOR JOE MANCHIN,2022,1501,ok,banner_missing,1,1,0,1,0,1,4360.62,0.0,0,0
INTERN COMPENSATION - MANCHIN,2022,1502,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR JOE MANCHIN,2023,1503,ok,warn,66,4,3,3,0,66,32776.97,0.0,0,0
INTERN COMPENSATION - MANCHIN,2023,1507,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR JOE MANCHIN,2024,1508,ok,warn,269,11,10,5,0,269,1552132.9,0.0,0,0
INTERN COMPENSATION - MANCHIN,2024,1519,ok,ok,11,1,0,2,0,11,20439.23,0.0,0,0
SENATOR EDWARD MARKEY,2022,1520,ok,banner_missing,9,1,0,1,0,9,2059.37,0.0,0,0
INTERN COMPENSATION - MARKEY,2022,1521,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR EDWARD MARKEY,2023,1522,ok,fail,32,2,1,5,0,32,23736.71,0.0,0,0
INTERN COMPENSATION - MARKEY,2023,1524,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR EDWARD MARKEY,2024,1525,ok,fail,147,6,5,6,0,147,1758513.16,0.0,0,0
INTERN COMPENSATION - MARKEY,2024,1531,ok,ok,12,1,0,2,0,12,31750.32,0.0,0,0
SENATOR ROGER MARSHALL,2022,1532,ok,banner_missing,1,1,0,1,0,1,150.0,0.0,0,0
INTERN COMPENSATION - MARSHALL,2022,1533,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR ROGER MARSHALL,2023,1534,ok,warn,176,7,6,5,0,176,89262.33,0.0,0,0
INTERN COMPENSATION - MARSHALL,2023,1541,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR ROGER MARSHALL,2024,1542,ok,warn,409,14,13,5,0,409,1516325.92,0.0,0,0
INTERN COMPENSATION - MARSHALL,2024,1556,ok,ok,4,1,0,2,0,4,15350.0,0.0,0,0
"SENATOR A. MITCHELL MCCONNELL, JR.",2022,1557,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
"INTERN COMPENSATION - MCCONNELL, JR.",2022,1558,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
"SENATOR A. MITCHELL MCCONNELL, JR.",2023,1559,fail,fail,39,3,2,3,0,39,6745.85,0.0,0,0
"INTERN COMPENSATION - MCCONNELL, JR.",2023,1562,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
"SENATOR A. MITCHELL MCCONNELL, JR.",2024,1563,ok,warn,387,16,15,5,0,387,1807068.25,0.0,0,0
"INTERN COMPENSATION - MCCONNELL, JR.",2024,1579,ok,ok,8,1,0,2,0,8,20744.66,0.0,0,0
SENATOR ROBERT MENENDEZ,2022,1580,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - MENENDEZ,2022,1581,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR ROBERT MENENDEZ,2023,1582,fail,fail,37,2,1,3,0,37,13496.92,0.0,0,0
INTERN COMPENSATION - MENENDEZ,2023,1584,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR ROBERT MENENDEZ,2024,1585,ok,warn,191,7,6,6,0,191,1967050.4,0.0,0,0
INTERN COMPENSATION - MENENDEZ,2024,1592,ok,ok,1,1,0,2,0,1,12888.83,0.0,0,0
SENATOR JEFF MERKLEY,2022,1593,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - MERKLEY,2022,1594,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR JEFF MERKLEY,2023,1595,ok,fail,38,2,1,4,0,38,16291.21,0.0,0,0
INTERN COMPENSATION - MERKLEY,2023,1597,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR JEFF MERKLEY,2024,1598,ok,fail,189,7,6,5,0,189,1767882.08,0.0,0,0
INTERN COMPENSATION - MERKLEY,2024,1605,ok,ok,7,1,0,2,0,7,31160.91,0.0,0,0
SENATOR JERRY MORAN,2022,1606,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - MORAN,2022,1607,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR JERRY MORAN,2023,1608,ok,warn,106,5,4,5,0,106,62388.0,0.0,0,0
INTERN COMPENSATION - MORAN,2023,1613,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR JERRY MORAN,2024,1614,ok,warn,632,22,21,6,0,632,1759026.05,0.0,0,0
INTERN COMPENSATION - MORAN,2024,1636,ok,ok,3,1,0,2,0,3,16090.93,0.0,0,0
SENATOR MARKWAYNE MULLIN,2023,1637,ok,fail,43,3,2,5,0,43,51666.0,0.0,0,0
INTERN COMPENSATION - MULLIN,2023,1640,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR MARKWAYNE MULLIN,2024,1641,ok,fail,221,10,9,6,0,221,1396793.87,0.0,0,0
INTERN COMPENSATION - MULLIN,2024,1651,ok,ok,2,1,0,2,0,2,11066.66,0.0,0,0
SENATOR LISA MURKOWSKI,2022,1652,ok,banner_missing,6,1,0,1,0,6,1795.84,0.0,0,0
INTERN COMPENSATION - MURKOWSKI,2022,1653,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR LISA MURKOWSKI,2023,1654,fail,fail,59,3,2,4,0,59,28060.18,0.0,0,0
INTERN COMPENSATION - MURKOWSKI,2023,1657,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR LISA MURKOWSKI,2024,1658,ok,fail,329,11,10,5,0,329,2129557.67,0.0,0,0
INTERN COMPENSATION - MURKOWSKI,2024,1669,ok,ok,2,1,0,2,0,2,5191.66,0.0,0,0
SENATOR CHRIS MURPHY,2022,1670,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - MURPHY,2022,1671,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR CHRIS MURPHY,2023,1672,ok,warn,39,3,2,5,0,39,186721.23,0.0,0,0
