office,funding_year,account,start_page,label,check_page,expected,actual,status,basis
OFFICE OF THE VICE PRESIDENT (R) - VANCE,2025,"SALARIES, OFFICERS AND EMPLOYEES",98,NET PAYROLL EXPENSES,99,1332917.05,1332917.05,ok,block_running_total
PRESIDENT PRO TEMPORE (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",103,PERSONNEL COMP. FULL-TIME PERMANENT,103,463445.16,463445.16,ok,segment
PRESIDENT PRO TEMPORE (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",103,NET PAYROLL EXPENSES,103,463445.16,463445.16,ok,block_running_total
MAJORITY LEADER (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",107,PERSONNEL COMP. FULL-TIME PERMANENT,107,1396479.73,1396479.73,ok,segment
MAJORITY LEADER (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",107,NET PAYROLL EXPENSES,107,1396479.73,1396479.73,ok,block_running_total
MAJORITY WHIP (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",110,PERSONNEL COMP. FULL-TIME PERMANENT,110,882259.89,882259.89,ok,segment
MAJORITY WHIP (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",110,NET PAYROLL EXPENSES,110,882259.89,882259.89,ok,block_running_total
MAJORITY CONFERENCE COMMITTEE (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",113,PERSONNEL COMP. FULL-TIME PERMANENT,113,1009949.35,1009949.35,ok,segment
MAJORITY CONFERENCE COMMITTEE (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",113,NET PAYROLL EXPENSES,113,1009949.35,1009949.35,ok,block_running_total
MAJORITY POLICY COMMITTEE (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",116,PERSONNEL COMP. FULL-TIME PERMANENT,116,978678.0,978678.0,ok,segment
MAJORITY POLICY COMMITTEE (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",116,NET PAYROLL EXPENSES,116,978678.0,978678.0,ok,block_running_total
"SECRETARY, MAJORITY CONFERENCE COMM (R)",2025,"SALARIES, OFFICERS AND EMPLOYEES",119,PERSONNEL COMP. FULL-TIME PERMANENT,119,102571.46,102571.46,ok,segment
"SECRETARY, MAJORITY CONFERENCE COMM (R)",2025,"SALARIES, OFFICERS AND EMPLOYEES",119,NET PAYROLL EXPENSES,119,102571.46,102571.46,ok,block_running_total
,,,122,PERSONNEL COMP. FULL-TIME PERMANENT,122,612636.11,612636.11,ok,segment
,,,122,NET PAYROLL EXPENSES,122,612636.11,612636.11,ok,block_running_total
SECRETARY FOR THE MAJORITY (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",125,PERSONNEL COMP. FULL-TIME PERMANENT,125,724577.54,724577.54,ok,segment
SECRETARY FOR THE MAJORITY (R),2025,"SALARIES, OFFICERS AND EMPLOYEES",125,NET PAYROLL EXPENSES,125,724577.54,724577.54,ok,block_running_total
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2025,"SALARIES, OFFICERS AND EMPLOYEES",128,PERSONNEL COMP. FULL-TIME PERMANENT,151,57694762.81,57694762.81,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2025,"SALARIES, OFFICERS AND EMPLOYEES",128,RE-EMPLOYED ANNUITANTS,151,87105.2,0.0,no_records,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2025,"SALARIES, OFFICERS AND EMPLOYEES",128,NET PAYROLL EXPENSES,151,57781868.01,57694762.81,fail,block_running_total
SECRETARY OF THE SENATE,2025,"SALARIES, OFFICERS AND EMPLOYEES",156,PERSONNEL COMP. FULL-TIME PERMANENT,161,15597457.53,15597457.53,ok,segment
SECRETARY OF THE SENATE,2025,"SALARIES, OFFICERS AND EMPLOYEES",156,NET PAYROLL EXPENSES,161,15597457.53,15597457.53,ok,block_running_total
EMPLOYEES COMPENSATION FUND (P.L. 113-76),2023,"SALARIES, OFFICERS AND EMPLOYEES",164,PERSONNEL BENEFITS,164,541446.76,0.0,no_records,segment
EMPLOYEES COMPENSATION FUND (P.L. 113-76),2023,"SALARIES, OFFICERS AND EMPLOYEES",164,NET PAYROLL EXPENSES,164,541446.76,0.0,no_records,block_running_total
APPROPRIATIONS,2023,MISCELLANEOUS ITEMS,168,PERSONNEL BENEFITS,168,26326.0,0.0,no_records,segment
APPROPRIATIONS,2023,MISCELLANEOUS ITEMS,168,NET PAYROLL EXPENSES,168,26326.0,0.0,no_records,block_running_total
APPROPRIATIONS,2023,MISCELLANEOUS ITEMS,168,OTHER CONTRACTUAL SERVICES,169,167697.5,167697.5,ok,segment
APPROPRIATIONS,2024,MISCELLANEOUS ITEMS,170,PERSONNEL BENEFITS,170,2282.9,0.0,no_records,segment
APPROPRIATIONS,2024,MISCELLANEOUS ITEMS,170,NET PAYROLL EXPENSES,170,2282.9,0.0,no_records,block_running_total
APPROPRIATIONS,2025,MISCELLANEOUS ITEMS,171,PERSONNEL BENEFITS,171,470.95,0.0,no_records,segment
APPROPRIATIONS,2025,MISCELLANEOUS ITEMS,171,NET PAYROLL EXPENSES,171,470.95,0.0,no_records,block_running_total
APPROPRIATIONS,2025,MISCELLANEOUS ITEMS,171,TRAVEL AND TRANSPORTATION OF PERSONS,171,1879.24,1879.24,ok,segment
APPROPRIATIONS,2025,MISCELLANEOUS ITEMS,171,OTHER CONTRACTUAL SERVICES,172,800.0,800.0,ok,segment
CHAPLAIN,2023,MISCELLANEOUS ITEMS,175,TRAVEL AND TRANSPORTATION OF PERSONS,175,18.76,18.76,ok,segment
CHAPLAIN,2024,MISCELLANEOUS ITEMS,176,TRAVEL AND TRANSPORTATION OF PERSONS,177,66.29,66.29,ok,segment
CHAPLAIN,2025,MISCELLANEOUS ITEMS,178,TRAVEL AND TRANSPORTATION OF PERSONS,178,9.38,9.38,ok,segment
CHAPLAIN,2025,MISCELLANEOUS ITEMS,178,OTHER CONTRACTUAL SERVICES,178,52.3,52.3,ok,segment
MAJORITY CONFERENCE COMMITTEE (D),2023,MISCELLANEOUS ITEMS,182,PERSONNEL BENEFITS,182,1041.54,0.0,no_records,segment
MAJORITY CONFERENCE COMMITTEE (D),2023,MISCELLANEOUS ITEMS,182,NET PAYROLL EXPENSES,182,1041.54,0.0,no_records,block_running_total
MAJORITY CONFERENCE COMMITTEE (D),2023,MISCELLANEOUS ITEMS,182,OTHER CONTRACTUAL SERVICES,182,2439.52,2439.52,ok,segment
MAJORITY CONFERENCE COMMITTEE (D),2024,MISCELLANEOUS ITEMS,183,ACQUISITION OF ASSETS,183,86080.54,86080.54,ok,segment
MINORITY CONFERENCE COMMITTEE (D),2025,MISCELLANEOUS ITEMS,185,PERSONNEL BENEFITS,185,674.45,0.0,no_records,segment
MINORITY CONFERENCE COMMITTEE (D),2025,MISCELLANEOUS ITEMS,185,NET PAYROLL EXPENSES,185,674.45,0.0,no_records,block_running_total
MINORITY CONFERENCE COMMITTEE (D),2025,MISCELLANEOUS ITEMS,185,TRAVEL AND TRANSPORTATION OF PERSONS,185,318.0,318.0,ok,segment
MINORITY CONFERENCE COMMITTEE (D),2025,MISCELLANEOUS ITEMS,185,OTHER CONTRACTUAL SERVICES,185,3888.48,3888.48,ok,segment
MINORITY CONFERENCE COMMITTEE (D),2025,MISCELLANEOUS ITEMS,185,ACQUISITION OF ASSETS,185,341.5,341.5,ok,segment
MAJORITY POLICY COMMITTEE (D),2023,MISCELLANEOUS ITEMS,188,PERSONNEL BENEFITS,188,635.24,0.0,no_records,segment
MAJORITY POLICY COMMITTEE (D),2023,MISCELLANEOUS ITEMS,188,NET PAYROLL EXPENSES,188,635.24,0.0,no_records,block_running_total
MAJORITY POLICY COMMITTEE (D),2023,MISCELLANEOUS ITEMS,188,TRAVEL AND TRANSPORTATION OF PERSONS,188,1280.0,1280.0,ok,segment
MINORITY POLICY COMMITTEE (D),2025,MISCELLANEOUS ITEMS,190,PERSONNEL BENEFITS,190,857.78,0.0,no_records,segment
MINORITY POLICY COMMITTEE (D),2025,MISCELLANEOUS ITEMS,190,NET PAYROLL EXPENSES,190,857.78,0.0,no_records,block_running_total
MINORITY POLICY COMMITTEE (D),2025,MISCELLANEOUS ITEMS,190,TRAVEL AND TRANSPORTATION OF PERSONS,190,634.32,634.32,ok,segment
MINORITY POLICY COMMITTEE (D),2025,MISCELLANEOUS ITEMS,190,OTHER CONTRACTUAL SERVICES,190,3044.46,3044.46,ok,segment
MINORITY POLICY COMMITTEE (D),2025,MISCELLANEOUS ITEMS,190,ACQUISITION OF ASSETS,191,668.03,668.03,ok,segment
MAJORITY LEADER (R),2025,MISCELLANEOUS ITEMS,195,PERSONNEL BENEFITS,195,255.44,0.0,no_records,segment
MAJORITY LEADER (R),2025,MISCELLANEOUS ITEMS,195,NET PAYROLL EXPENSES,195,255.44,0.0,no_records,block_running_total
MAJORITY LEADER (R),2025,MISCELLANEOUS ITEMS,195,TRAVEL AND TRANSPORTATION OF PERSONS,195,2121.91,2121.91,ok,segment
MAJORITY WHIP (R),2025,MISCELLANEOUS ITEMS,198,PERSONNEL BENEFITS,198,581.79,0.0,no_records,segment
MAJORITY WHIP (R),2025,MISCELLANEOUS ITEMS,198,NET PAYROLL EXPENSES,198,581.79,0.0,no_records,block_running_total
MAJORITY WHIP (R),2025,MISCELLANEOUS ITEMS,198,TRAVEL AND TRANSPORTATION OF PERSONS,198,1944.32,1944.32,ok,segment
MAJORITY WHIP (R),2025,MISCELLANEOUS ITEMS,198,ACQUISITION OF ASSETS,198,4854.52,4854.52,ok,segment
MINORITY CONFERENCE COMMITTEE (R),2023,MISCELLANEOUS ITEMS,202,PERSONNEL BENEFITS,202,301.48,0.0,no_records,segment
MINORITY CONFERENCE COMMITTEE (R),2023,MISCELLANEOUS ITEMS,202,NET PAYROLL EXPENSES,202,301.48,0.0,no_records,block_running_total
MINORITY CONFERENCE COMMITTEE (R),2023,MISCELLANEOUS ITEMS,202,TRAVEL AND TRANSPORTATION OF PERSONS,206,83058.76,83058.76,ok,segment
MINORITY CONFERENCE COMMITTEE (R),2023,MISCELLANEOUS ITEMS,202,OTHER CONTRACTUAL SERVICES,206,7897.0,7897.0,ok,segment
MINORITY CONFERENCE COMMITTEE (R),2023,MISCELLANEOUS ITEMS,202,ACQUISITION OF ASSETS,206,236.95,236.95,ok,segment
,,,208,TRAVEL AND TRANSPORTATION OF PERSONS,208,13993.77,13993.77,ok,segment
,,,208,OTHER CONTRACTUAL SERVICES,208,20670.0,20670.0,ok,segment
MAJORITY CONFERENCE COMMITTEE (R),2025,MISCELLANEOUS ITEMS,209,OTHER CONTRACTUAL SERVICES,209,100.0,100.0,ok,segment
MAJORITY CONFERENCE COMMITTEE (R),2025,MISCELLANEOUS ITEMS,209,ACQUISITION OF ASSETS,209,20193.51,20193.51,ok,segment
MINORITY POLICY COMMITTEE (R),2023,MISCELLANEOUS ITEMS,212,OTHER CONTRACTUAL SERVICES,212,16.0,16.0,ok,segment
MINORITY POLICY COMMITTEE (R),2023,MISCELLANEOUS ITEMS,212,ACQUISITION OF ASSETS,212,389.3,389.3,ok,segment
MINORITY POLICY COMMITTEE (R),2024,MISCELLANEOUS ITEMS,214,OTHER CONTRACTUAL SERVICES,214,136.01,136.01,ok,segment
MINORITY POLICY COMMITTEE (R),2024,MISCELLANEOUS ITEMS,214,ACQUISITION OF ASSETS,214,3322.03,3322.03,ok,segment
MAJORITY POLICY COMMITTEE (R),2025,MISCELLANEOUS ITEMS,217,TRAVEL AND TRANSPORTATION OF PERSONS,217,793.98,793.98,ok,segment
MAJORITY POLICY COMMITTEE (R),2025,MISCELLANEOUS ITEMS,217,OTHER CONTRACTUAL SERVICES,217,2159.0,2159.0,ok,segment
MAJORITY POLICY COMMITTEE (R),2025,MISCELLANEOUS ITEMS,217,ACQUISITION OF ASSETS,218,3232.68,3232.68,ok,segment
SECRETARY FOR THE MINORITY (R),2024,MISCELLANEOUS ITEMS,220,ACQUISITION OF ASSETS,220,2548.33,2548.33,ok,segment
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2023,MISCELLANEOUS ITEMS,225,PERSONNEL BENEFITS,225,38149.1,0.0,no_records,segment
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2023,MISCELLANEOUS ITEMS,225,NET PAYROLL EXPENSES,225,38149.1,0.0,no_records,block_running_total
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2024,MISCELLANEOUS ITEMS,228,PERSONNEL BENEFITS,228,13908.0,0.0,no_records,segment
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2024,MISCELLANEOUS ITEMS,228,NET PAYROLL EXPENSES,228,13908.0,0.0,no_records,block_running_total
CONSULTANTS,2025,MISCELLANEOUS ITEMS,238,PERSONNEL COMP. FULL-TIME PERMANENT,239,3054654.4,3072208.85,fail,segment
CONSULTANTS,2025,MISCELLANEOUS ITEMS,238,PERSONNEL BENEFITS,239,1251467.27,0.0,no_records,segment
CONSULTANTS,2025,MISCELLANEOUS ITEMS,238,NET PAYROLL EXPENSES,239,4306121.67,3072208.85,fail,block_running_total
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2023,MISCELLANEOUS ITEMS,242,NET PAYROLL EXPENSES,242,218037.27,218037.27,ok,block_running_total
FOREIGN TRAVEL - MEMBERS AND EMPLOYEES,2024,MISCELLANEOUS ITEMS,248,TRAVEL AND TRANSPORTATION OF PERSONS,249,7072.5,7072.5,ok,segment
MOBILE COMMUNICATIONS DEVICES,2024,MISCELLANEOUS ITEMS,259,ACQUISITION OF ASSETS,259,5331.14,5331.14,ok,segment
MOBILE COMMUNICATIONS DEVICES,2025,MISCELLANEOUS ITEMS,260,ACQUISITION OF ASSETS,260,13868.36,13868.36,ok,segment
RESERVE FOR CONTINGENCIES,2023,MISCELLANEOUS ITEMS,263,NET PAYROLL EXPENSES,263,152836.5,152836.5,ok,block_running_total
RESERVE FOR CONTINGENCIES,2024,MISCELLANEOUS ITEMS,264,OTHER CONTRACTUAL SERVICES,264,19781.73,19781.73,ok,segment
RESOLUTION AND REORGANIZATION RESERVE,2023,MISCELLANEOUS ITEMS,273,TRAVEL AND TRANSPORTATION OF PERSONS,273,1052.57,1052.57,ok,segment
RESOLUTION AND REORGANIZATION RESERVE,2025,MISCELLANEOUS ITEMS,275,PERSONNEL COMP. FULL-TIME PERMANENT,277,834315.37,877679.76,fail,segment
RESOLUTION AND REORGANIZATION RESERVE,2025,MISCELLANEOUS ITEMS,275,RE-EMPLOYED ANNUITANTS,277,13024.68,0.0,no_records,segment
RESOLUTION AND REORGANIZATION RESERVE,2025,MISCELLANEOUS ITEMS,275,PERSONNEL BENEFITS,277,245609.85,0.0,no_records,segment
RESOLUTION AND REORGANIZATION RESERVE,2025,MISCELLANEOUS ITEMS,275,NET PAYROLL EXPENSES,277,1092949.9,877679.76,fail,block_running_total
RESOLUTION AND REORGANIZATION RESERVE,2025,MISCELLANEOUS ITEMS,275,ACQUISITION OF ASSETS,277,-1743.23,-1743.23,ok,segment
MISC ITEMS - STUDENT LOANS,2025,MISCELLANEOUS ITEMS,332,PERSONNEL BENEFITS,332,4078974.15,0.0,no_records,segment
MISC ITEMS - STUDENT LOANS,2025,MISCELLANEOUS ITEMS,332,NET PAYROLL EXPENSES,332,4078974.15,0.0,no_records,block_running_total
SECRETARY OF THE SENATE,2020,SECRETARY OF THE SENATE,343,OTHER CONTRACTUAL SERVICES,343,907224.19,907224.19,ok,segment
SECRETARY OF THE SENATE,2021,SECRETARY OF THE SENATE,344,PERSONNEL BENEFITS,344,12641.05,0.0,no_records,segment
SECRETARY OF THE SENATE,2021,SECRETARY OF THE SENATE,344,NET PAYROLL EXPENSES,344,12641.05,0.0,no_records,block_running_total
SECRETARY OF THE SENATE,2021,SECRETARY OF THE SENATE,344,OTHER CONTRACTUAL SERVICES,344,2502.22,2502.22,ok,segment
SECRETARY OF THE SENATE,2021,SECRETARY OF THE SENATE,344,ACQUISITION OF ASSETS,344,2587.5,2587.5,ok,segment
SECRETARY OF THE SENATE,2024,SECRETARY OF THE SENATE,347,TRAVEL AND TRANSPORTATION OF PERSONS,347,81.35,81.35,ok,segment
SECRETARY OF THE SENATE,2024,SECRETARY OF THE SENATE,347,OTHER CONTRACTUAL SERVICES,348,4327.24,4327.24,ok,segment
SECRETARY OF THE SENATE,2025,SECRETARY OF THE SENATE,349,PERSONNEL COMP. FULL-TIME PERMANENT,349,56760.0,56760.0,ok,segment
SECRETARY OF THE SENATE,2025,SECRETARY OF THE SENATE,349,PERSONNEL BENEFITS,349,68841.24,0.0,no_records,segment
SECRETARY OF THE SENATE,2025,SECRETARY OF THE SENATE,349,NET PAYROLL EXPENSES,349,125601.24,56760.0,fail,block_running_total
SECRETARY OF THE SENATE,2025,SECRETARY OF THE SENATE,349,TRAVEL AND TRANSPORTATION OF PERSONS,350,8398.78,8398.78,ok,segment
SECRETARY OF THE SENATE,2025,SECRETARY OF THE SENATE,349,OTHER CONTRACTUAL SERVICES,351,21401.93,21401.93,ok,segment
SECRETARY OF THE SENATE,2025,SECRETARY OF THE SENATE,349,ACQUISITION OF ASSETS,352,11308.11,11308.11,ok,segment
SECRETARY - BUST THURGOOD MARSHALL,2024,SECRETARY OF THE SENATE,353,OTHER CONTRACTUAL SERVICES,353,13200.0,13200.0,ok,segment
SECRETARY - FINANCIAL SYSTEM MODERNIZATION,2024,SECRETARY OF THE SENATE,357,OTHER CONTRACTUAL SERVICES,357,203157.43,203157.43,ok,segment
SECRETARY - FINANCIAL SYSTEM MODERNIZATION,2025,SECRETARY OF THE SENATE,358,OTHER CONTRACTUAL SERVICES,358,2380305.27,2380305.27,ok,segment
SECRETARY - FINANCIAL SYSTEM MODERNIZATION,2025,SECRETARY OF THE SENATE,358,ACQUISITION OF ASSETS,358,2828.28,2828.28,ok,segment
SECRETARY - FINANCIAL SYSTEM MODERNIZATION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,,,362,OTHER CONTRACTUAL SERVICES,362,986107.0,986106.84,warn,segment
SECRETARY - SENATE COLLECTION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,,,363,OTHER CONTRACTUAL SERVICES,363,263703.75,263703.75,ok,segment
SECRETARY - PRESERVING/ARCHIVING SENATORS RECORDS Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,,,364,OTHER CONTRACTUAL SERVICES,364,1246721.78,1246721.78,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2019,SERGEANT AT ARMS AND DOORKEEPER,365,OTHER CONTRACTUAL SERVICES,365,16466.95,16466.95,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2019,SERGEANT AT ARMS AND DOORKEEPER,365,ACQUISITION OF ASSETS,365,7832.7,7832.7,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2020,SERGEANT AT ARMS AND DOORKEEPER,366,OTHER CONTRACTUAL SERVICES,366,226446.11,226446.11,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2020,SERGEANT AT ARMS AND DOORKEEPER,366,ACQUISITION OF ASSETS,368,533841.59,533841.59,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2021,SERGEANT AT ARMS AND DOORKEEPER,369,PERSONNEL BENEFITS,369,126115.85,0.0,no_records,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2021,SERGEANT AT ARMS AND DOORKEEPER,369,NET PAYROLL EXPENSES,369,126115.85,0.0,no_records,block_running_total
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2021,SERGEANT AT ARMS AND DOORKEEPER,369,OTHER CONTRACTUAL SERVICES,370,1184282.33,1184282.33,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2021,SERGEANT AT ARMS AND DOORKEEPER,369,ACQUISITION OF ASSETS,370,2706215.69,2706215.69,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2022,SERGEANT AT ARMS AND DOORKEEPER,372,PERSONNEL BENEFITS,372,24000.0,0.0,no_records,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2022,SERGEANT AT ARMS AND DOORKEEPER,372,NET PAYROLL EXPENSES,372,24000.0,0.0,no_records,block_running_total
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2022,SERGEANT AT ARMS AND DOORKEEPER,372,OTHER CONTRACTUAL SERVICES,373,600524.88,600524.88,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2022,SERGEANT AT ARMS AND DOORKEEPER,372,ACQUISITION OF ASSETS,374,5421237.34,5421237.34,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2023,SERGEANT AT ARMS AND DOORKEEPER,376,PERSONNEL BENEFITS,376,47508.05,0.0,no_records,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2023,SERGEANT AT ARMS AND DOORKEEPER,376,NET PAYROLL EXPENSES,376,47508.05,0.0,no_records,block_running_total
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2023,SERGEANT AT ARMS AND DOORKEEPER,376,OTHER CONTRACTUAL SERVICES,379,4573614.94,4573614.94,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2023,SERGEANT AT ARMS AND DOORKEEPER,376,ACQUISITION OF ASSETS,383,6363265.71,6363256.8,fail,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2024,SERGEANT AT ARMS AND DOORKEEPER,384,OTHER CONTRACTUAL SERVICES,384,171112.5,171112.5,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2024,SERGEANT AT ARMS AND DOORKEEPER,385,TRAVEL AND TRANSPORTATION OF PERSONS,385,56652.44,56652.44,ok,segment
