office,funding_year,account,start_page,label,check_page,expected,actual,status,basis,second_opinion,independent_sum,context
CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",17,BANNER NET PAYROLL,17,,0.0,not_applicable,banner,,,
CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",17,BANNER ORGANIZATION TOTALS,17,0.0,0.0,ok,banner,,,
CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D),2014,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",18,BANNER NET PAYROLL,18,,0.0,not_applicable,banner,,,
CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D),2014,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",18,BANNER ORGANIZATION TOTALS,18,2168.18,0.0,warn,banner,,,banner_only_categories
CHAIRMAN MINORITY CONFERENCE COMMITTEE (D),2015,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",19,BANNER NET PAYROLL,19,,0.0,not_applicable,banner,,,
CHAIRMAN MINORITY CONFERENCE COMMITTEE (D),2015,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",19,BANNER ORGANIZATION TOTALS,19,2849.5,0.0,warn,banner,,,banner_only_categories
CHAIRMAN MAJORITY POLICY COMMITTEE (D),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",20,BANNER NET PAYROLL,20,,0.0,not_applicable,banner,,,
CHAIRMAN MAJORITY POLICY COMMITTEE (D),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",20,BANNER ORGANIZATION TOTALS,20,0.0,0.0,ok,banner,,,
CHAIRMAN MAJORITY POLICY COMMITTEE (D),2014,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",21,BANNER NET PAYROLL,21,,0.0,not_applicable,banner,,,
CHAIRMAN MAJORITY POLICY COMMITTEE (D),2014,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",21,BANNER ORGANIZATION TOTALS,21,1133.95,0.0,warn,banner,,,banner_only_categories
CHAIRMAN MINORITY POLICY COMMITTEE (D),2015,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",22,BANNER NET PAYROLL,22,,0.0,not_applicable,banner,,,
CHAIRMAN MINORITY POLICY COMMITTEE (D),2015,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",22,BANNER ORGANIZATION TOTALS,22,761.68,0.0,warn,banner,,,banner_only_categories
MAJORITY LEADER (D),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",23,BANNER NET PAYROLL,23,,0.0,not_applicable,banner,,,
MAJORITY LEADER (D),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",23,BANNER ORGANIZATION TOTALS,23,0.0,0.0,ok,banner,,,
MAJORITY LEADER (D),2014,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",24,BANNER NET PAYROLL,24,,0.0,not_applicable,banner,,,
MAJORITY LEADER (D),2014,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",24,BANNER ORGANIZATION TOTALS,24,2498.62,0.0,warn,banner,,,banner_only_categories
MINORITY LEADER (D),2015,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",25,BANNER NET PAYROLL,25,,0.0,not_applicable,banner,,,
MINORITY LEADER (D),2015,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",25,BANNER ORGANIZATION TOTALS,25,18627.05,0.0,warn,banner,,,banner_only_categories
MAJORITY WHIP (D),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",26,BANNER NET PAYROLL,26,,0.0,not_applicable,banner,,,
MAJORITY WHIP (D),2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",26,BANNER ORGANIZATION TOTALS,26,0.0,0.0,ok,banner,,,
MAJORITY WHIP (D),2014,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",27,BANNER NET PAYROLL,27,,0.0,not_applicable,banner,,,
MAJORITY WHIP (D),2014,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",27,BANNER ORGANIZATION TOTALS,27,4431.16,0.0,warn,banner,,,banner_only_categories
MINORITY WHIP (D),2015,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",28,BANNER NET PAYROLL,28,,0.0,not_applicable,banner,,,
MINORITY WHIP (D),2015,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",28,BANNER ORGANIZATION TOTALS,28,5249.1,0.0,warn,banner,,,banner_only_categories
OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",29,BANNER NET PAYROLL,29,,0.0,not_applicable,banner,,,
OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2013,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",29,BANNER ORGANIZATION TOTALS,29,0.0,0.0,ok,banner,,,
OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2014,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",30,BANNER NET PAYROLL,30,,0.0,not_applicable,banner,,,
OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2014,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",30,BANNER ORGANIZATION TOTALS,30,0.0,0.0,ok,banner,,,
OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2015,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",31,BANNER NET PAYROLL,31,,0.0,not_applicable,banner,,,
OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2015,"EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",31,BANNER ORGANIZATION TOTALS,31,407.68,0.0,warn,banner,,,banner_only_categories
