office,funding_year,account,start_page,label,check_page,expected,actual,status,basis
SENATOR JOHN N. KENNEDY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,73,ACQUISITION OF ASSETS,102,890.8,890.8,ok,segment
INTERN COMPENSATION - KENNEDY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,103,PERSONNEL COMP. FULL-TIME PERMANENT,103,23983.23,24916.56,fail,segment
INTERN COMPENSATION - KENNEDY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,103,NET PAYROLL EXPENSES,103,23983.23,24916.56,fail,block_running_total
SENATOR ANDY KIM,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,104,PERSONNEL COMP. FULL-TIME PERMANENT,105,2470756.58,2470756.58,ok,segment
SENATOR ANDY KIM,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,104,PERSONNEL BENEFITS,105,5943.85,0.0,no_records,segment
SENATOR ANDY KIM,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,104,NET PAYROLL EXPENSES,105,2476700.43,2470756.58,fail,block_running_total
SENATOR ANDY KIM,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,104,TRAVEL AND TRANSPORTATION OF PERSONS,115,27472.73,27472.73,ok,segment
SENATOR ANDY KIM,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,104,OTHER CONTRACTUAL SERVICES,116,18631.75,18631.75,ok,segment
SENATOR ANDY KIM,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,104,ACQUISITION OF ASSETS,116,32684.52,32684.52,ok,segment
INTERN COMPENSATION - KIM,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,117,PERSONNEL COMP. FULL-TIME PERMANENT,117,40938.38,40938.38,ok,segment
INTERN COMPENSATION - KIM,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,117,NET PAYROLL EXPENSES,117,40938.38,40938.38,ok,block_running_total
SENATOR ANGUS KING,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,122,PERSONNEL COMP. FULL-TIME PERMANENT,123,2042173.33,2042173.33,ok,segment
SENATOR ANGUS KING,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,122,PERSONNEL BENEFITS,123,3607.11,0.0,no_records,segment
SENATOR ANGUS KING,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,122,NET PAYROLL EXPENSES,123,2045780.44,2042173.33,fail,block_running_total
SENATOR ANGUS KING,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,122,TRAVEL AND TRANSPORTATION OF PERSONS,131,33063.19,33063.19,ok,segment
SENATOR ANGUS KING,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,122,OTHER CONTRACTUAL SERVICES,131,2764.88,2764.88,ok,segment
SENATOR AMY KLOBUCHAR,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,135,ACQUISITION OF ASSETS,135,-7169.1,-7169.1,ok,segment
SENATOR AMY KLOBUCHAR,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,137,PERSONNEL COMP. FULL-TIME PERMANENT,139,2175885.47,2175885.47,ok,segment
SENATOR AMY KLOBUCHAR,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,137,PERSONNEL BENEFITS,139,1388.91,0.0,no_records,segment
SENATOR AMY KLOBUCHAR,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,137,NET PAYROLL EXPENSES,139,2177274.38,2175885.47,fail,block_running_total
SENATOR AMY KLOBUCHAR,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,137,TRAVEL AND TRANSPORTATION OF PERSONS,155,80757.31,80754.93,fail,segment
SENATOR AMY KLOBUCHAR,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,137,OTHER CONTRACTUAL SERVICES,155,1577.0,1577.0,ok,segment
SENATOR AMY KLOBUCHAR,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,137,ACQUISITION OF ASSETS,155,64.07,64.07,ok,segment
INTERN COMPENSATION - KLOBUCHAR,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,156,PERSONNEL COMP. FULL-TIME PERMANENT,157,26841.52,26841.52,ok,segment
INTERN COMPENSATION - KLOBUCHAR,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,156,NET PAYROLL EXPENSES,157,26841.52,26841.52,ok,block_running_total
SENATOR JAMES LANKFORD,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,160,TRAVEL AND TRANSPORTATION OF PERSONS,160,51.5,51.5,ok,segment
SENATOR JAMES LANKFORD,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,160,OTHER CONTRACTUAL SERVICES,160,4788.0,4788.0,ok,segment
SENATOR JAMES LANKFORD,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,162,PERSONNEL COMP. FULL-TIME PERMANENT,163,1956999.83,1956999.83,ok,segment
SENATOR JAMES LANKFORD,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,162,PERSONNEL BENEFITS,163,858.0,0.0,no_records,segment
SENATOR JAMES LANKFORD,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,162,NET PAYROLL EXPENSES,163,1957857.83,1956999.83,fail,block_running_total
SENATOR JAMES LANKFORD,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,162,TRAVEL AND TRANSPORTATION OF PERSONS,196,161853.8,161853.8,ok,segment
SENATOR JAMES LANKFORD,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,162,OTHER CONTRACTUAL SERVICES,196,1403.98,1403.98,ok,segment
SENATOR JAMES LANKFORD,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,162,ACQUISITION OF ASSETS,196,10156.55,10156.55,ok,segment
INTERN COMPENSATION - LANKFORD,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,197,PERSONNEL COMP. FULL-TIME PERMANENT,197,40054.85,40054.85,ok,segment
INTERN COMPENSATION - LANKFORD,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,197,NET PAYROLL EXPENSES,197,40054.85,40054.85,ok,block_running_total
,,,202,TRAVEL AND TRANSPORTATION OF PERSONS,202,86.22,86.22,ok,segment
SENATOR MIKE LEE,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,204,PERSONNEL COMP. FULL-TIME PERMANENT,205,1792599.62,1792599.62,ok,segment
SENATOR MIKE LEE,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,204,PERSONNEL BENEFITS,205,2901.92,0.0,no_records,segment
SENATOR MIKE LEE,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,204,NET PAYROLL EXPENSES,205,1795501.54,1792599.62,fail,block_running_total
SENATOR MIKE LEE,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,204,TRAVEL AND TRANSPORTATION OF PERSONS,218,103049.48,103049.48,ok,segment
SENATOR MIKE LEE,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,204,OTHER CONTRACTUAL SERVICES,218,2530.0,2530.0,ok,segment
SENATOR MIKE LEE,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,204,ACQUISITION OF ASSETS,219,40064.53,40064.53,ok,segment
INTERN COMPENSATION - LEE,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,220,PERSONNEL COMP. FULL-TIME PERMANENT,220,33200.31,33200.31,ok,segment
INTERN COMPENSATION - LEE,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,220,NET PAYROLL EXPENSES,220,33200.31,33200.31,ok,block_running_total
SENATOR BEN RAY LUJAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,223,TRAVEL AND TRANSPORTATION OF PERSONS,224,1051.53,1051.53,ok,segment
SENATOR BEN RAY LUJAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,223,ACQUISITION OF ASSETS,224,604.0,604.0,ok,segment
SENATOR BEN RAY LUJAN,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,226,PERSONNEL COMP. FULL-TIME PERMANENT,227,1847321.29,1847321.29,ok,segment
SENATOR BEN RAY LUJAN,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,226,RE-EMPLOYED ANNUITANTS,227,6666.0,0.0,no_records,segment
SENATOR BEN RAY LUJAN,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,226,PERSONNEL BENEFITS,227,2336.85,0.0,no_records,segment
SENATOR BEN RAY LUJAN,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,226,NET PAYROLL EXPENSES,227,1856324.14,1847321.29,fail,block_running_total
SENATOR BEN RAY LUJAN,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,226,TRAVEL AND TRANSPORTATION OF PERSONS,242,107734.53,107734.53,ok,segment
SENATOR BEN RAY LUJAN,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,226,OTHER CONTRACTUAL SERVICES,242,531.1,531.1,ok,segment
SENATOR BEN RAY LUJAN,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,226,ACQUISITION OF ASSETS,242,161.93,161.93,ok,segment
INTERN COMPENSATION - LUJAN,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,243,PERSONNEL COMP. FULL-TIME PERMANENT,243,52349.0,52349.0,ok,segment
INTERN COMPENSATION - LUJAN,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,243,NET PAYROLL EXPENSES,243,52349.0,52349.0,ok,block_running_total
SENATOR CYNTHIA LUMMIS,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,246,TRAVEL AND TRANSPORTATION OF PERSONS,246,475.97,475.97,ok,segment
SENATOR CYNTHIA LUMMIS,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,246,OTHER CONTRACTUAL SERVICES,246,1250.0,1250.0,ok,segment
SENATOR CYNTHIA LUMMIS,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,248,PERSONNEL COMP. FULL-TIME PERMANENT,249,1863656.39,1863656.39,ok,segment
SENATOR CYNTHIA LUMMIS,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,248,PERSONNEL BENEFITS,249,1065.0,0.0,no_records,segment
SENATOR CYNTHIA LUMMIS,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,248,NET PAYROLL EXPENSES,249,1864721.39,1863656.39,fail,block_running_total
SENATOR CYNTHIA LUMMIS,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,248,TRAVEL AND TRANSPORTATION OF PERSONS,267,206072.09,206072.09,ok,segment
SENATOR CYNTHIA LUMMIS,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,248,OTHER CONTRACTUAL SERVICES,267,5133.0,5133.0,ok,segment
SENATOR CYNTHIA LUMMIS,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,248,ACQUISITION OF ASSETS,268,15667.25,15667.25,ok,segment
INTERN COMPENSATION - LUMMIS,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,269,PERSONNEL COMP. FULL-TIME PERMANENT,269,41583.33,41583.33,ok,segment
INTERN COMPENSATION - LUMMIS,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,269,NET PAYROLL EXPENSES,269,41583.33,41583.33,ok,block_running_total
SENATOR EDWARD MARKEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,276,TRAVEL AND TRANSPORTATION OF PERSONS,276,294.77,294.77,ok,segment
SENATOR EDWARD MARKEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,278,TRAVEL AND TRANSPORTATION OF PERSONS,278,311.9,311.9,ok,segment
SENATOR EDWARD MARKEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,278,ACQUISITION OF ASSETS,278,34711.05,34711.05,ok,segment
SENATOR EDWARD MARKEY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,280,PERSONNEL COMP. FULL-TIME PERMANENT,281,2328321.57,2328321.57,ok,segment
SENATOR EDWARD MARKEY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,280,PERSONNEL BENEFITS,281,4262.9,0.0,no_records,segment
SENATOR EDWARD MARKEY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,280,NET PAYROLL EXPENSES,281,2332584.47,2328321.57,fail,block_running_total
SENATOR EDWARD MARKEY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,280,TRAVEL AND TRANSPORTATION OF PERSONS,287,22152.3,22152.3,ok,segment
SENATOR EDWARD MARKEY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,280,OTHER CONTRACTUAL SERVICES,287,4510.0,4510.0,ok,segment
SENATOR EDWARD MARKEY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,280,ACQUISITION OF ASSETS,287,11743.97,11743.97,ok,segment
INTERN COMPENSATION - MARKEY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,288,PERSONNEL COMP. FULL-TIME PERMANENT,288,77395.79,77395.79,ok,segment
INTERN COMPENSATION - MARKEY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,288,NET PAYROLL EXPENSES,288,77395.79,77395.79,ok,block_running_total
SENATOR ROGER MARSHALL,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,289,PERSONNEL BENEFITS,289,170.45,0.0,no_records,segment
SENATOR ROGER MARSHALL,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,289,NET PAYROLL EXPENSES,289,170.45,0.0,no_records,block_running_total
SENATOR ROGER MARSHALL,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,291,TRAVEL AND TRANSPORTATION OF PERSONS,291,22.48,22.48,ok,segment
SENATOR ROGER MARSHALL,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,291,OTHER CONTRACTUAL SERVICES,291,525.0,525.0,ok,segment
SENATOR ROGER MARSHALL,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,293,PERSONNEL COMP. FULL-TIME PERMANENT,294,1503795.78,1503795.78,ok,segment
SENATOR ROGER MARSHALL,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,293,PERSONNEL BENEFITS,294,1243.56,0.0,no_records,segment
SENATOR ROGER MARSHALL,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,293,NET PAYROLL EXPENSES,294,1505039.34,1503795.78,fail,block_running_total
SENATOR ROGER MARSHALL,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,293,TRAVEL AND TRANSPORTATION OF PERSONS,317,177830.61,177830.61,ok,segment
SENATOR ROGER MARSHALL,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,293,OTHER CONTRACTUAL SERVICES,317,11276.42,11276.42,ok,segment
SENATOR ROGER MARSHALL,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,293,ACQUISITION OF ASSETS,317,3685.28,3685.28,ok,segment
INTERN COMPENSATION - MARSHALL,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,318,PERSONNEL COMP. FULL-TIME PERMANENT,318,36866.63,36866.63,ok,segment
INTERN COMPENSATION - MARSHALL,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,318,NET PAYROLL EXPENSES,318,36866.63,36866.63,ok,block_running_total
"SENATOR A. MITCHELL MCCONNELL, JR.",2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,321,OTHER CONTRACTUAL SERVICES,321,70.0,70.0,ok,segment
"SENATOR A. MITCHELL MCCONNELL, JR.",2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,323,PERSONNEL COMP. FULL-TIME PERMANENT,324,2155089.03,2155089.03,ok,segment
"SENATOR A. MITCHELL MCCONNELL, JR.",2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,323,PERSONNEL BENEFITS,324,2370.86,0.0,no_records,segment
"SENATOR A. MITCHELL MCCONNELL, JR.",2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,323,NET PAYROLL EXPENSES,324,2157459.89,2155089.03,fail,block_running_total
"SENATOR A. MITCHELL MCCONNELL, JR.",2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,323,TRAVEL AND TRANSPORTATION OF PERSONS,349,96755.61,96755.61,ok,segment
"SENATOR A. MITCHELL MCCONNELL, JR.",2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,323,OTHER CONTRACTUAL SERVICES,349,351.0,351.0,ok,segment
"INTERN COMPENSATION - MCCONNELL, JR.",2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,350,PERSONNEL COMP. FULL-TIME PERMANENT,350,44658.91,44658.91,ok,segment
"INTERN COMPENSATION - MCCONNELL, JR.",2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,350,NET PAYROLL EXPENSES,350,44658.91,44658.91,ok,block_running_total
SENATOR DAVE MCCORMICK,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,351,PERSONNEL COMP. FULL-TIME PERMANENT,353,2261949.49,2261949.49,ok,segment
SENATOR DAVE MCCORMICK,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,351,PERSONNEL BENEFITS,353,2123.0,0.0,no_records,segment
SENATOR DAVE MCCORMICK,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,351,NET PAYROLL EXPENSES,353,2264072.49,2261949.49,fail,block_running_total
SENATOR DAVE MCCORMICK,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,351,TRAVEL AND TRANSPORTATION OF PERSONS,386,130588.41,130588.41,ok,segment
SENATOR DAVE MCCORMICK,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,351,OTHER CONTRACTUAL SERVICES,386,4682.85,4682.85,ok,segment
SENATOR DAVE MCCORMICK,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,351,ACQUISITION OF ASSETS,387,200950.63,200950.63,ok,segment
INTERN COMPENSATION - MCCORMICK,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,388,PERSONNEL COMP. FULL-TIME PERMANENT,388,46297.12,46297.12,ok,segment
INTERN COMPENSATION - MCCORMICK,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,388,NET PAYROLL EXPENSES,388,46297.12,46297.12,ok,block_running_total
SENATOR JEFF MERKLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,395,OTHER CONTRACTUAL SERVICES,395,173.6,173.6,ok,segment
SENATOR JEFF MERKLEY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,397,PERSONNEL COMP. FULL-TIME PERMANENT,398,2111067.45,2111067.45,ok,segment
