office,funding_year,account,start_page,label,check_page,expected,actual,status,basis
SENATOR BEN RAY LUJAN,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,78,OTHER CONTRACTUAL SERVICES,81,6106.0,6106.0,ok,segment
SENATOR BEN RAY LUJAN,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,78,ACQUISITION OF ASSETS,82,5681.75,5681.75,ok,segment
SENATOR BEN RAY LUJAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,84,PERSONNEL COMP. FULL-TIME PERMANENT,85,1415903.76,1415903.76,ok,segment
SENATOR BEN RAY LUJAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,84,RE-EMPLOYED ANNUITANTS,85,6494.0,0.0,no_records,segment
SENATOR BEN RAY LUJAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,84,PERSONNEL BENEFITS,85,3354.1,0.0,no_records,segment
SENATOR BEN RAY LUJAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,84,NET PAYROLL EXPENSES,85,1425751.86,1415903.76,fail,block_running_total
SENATOR BEN RAY LUJAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,84,TRAVEL AND TRANSPORTATION OF PERSONS,90,37270.02,37270.02,ok,segment
SENATOR BEN RAY LUJAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,84,OTHER CONTRACTUAL SERVICES,90,27.0,27.0,ok,segment
SENATOR BEN RAY LUJAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,84,ACQUISITION OF ASSETS,90,20.22,20.22,ok,segment
INTERN COMPENSATION - LUJAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,91,PERSONNEL COMP. FULL-TIME PERMANENT,91,5859.54,5859.54,ok,segment
INTERN COMPENSATION - LUJAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,91,NET PAYROLL EXPENSES,91,5859.54,5859.54,ok,block_running_total
SENATOR CYNTHIA LUMMIS,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,94,PERSONNEL BENEFITS,94,80.0,0.0,no_records,segment
SENATOR CYNTHIA LUMMIS,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,94,NET PAYROLL EXPENSES,94,80.0,0.0,no_records,block_running_total
SENATOR CYNTHIA LUMMIS,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,94,TRAVEL AND TRANSPORTATION OF PERSONS,96,19890.27,19890.27,ok,segment
SENATOR CYNTHIA LUMMIS,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,94,OTHER CONTRACTUAL SERVICES,96,826.25,826.25,ok,segment
SENATOR CYNTHIA LUMMIS,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,94,ACQUISITION OF ASSETS,96,104635.96,104635.96,ok,segment
SENATOR CYNTHIA LUMMIS,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,98,PERSONNEL COMP. FULL-TIME PERMANENT,99,1467892.82,1467892.82,ok,segment
SENATOR CYNTHIA LUMMIS,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,98,PERSONNEL BENEFITS,99,954.0,0.0,no_records,segment
SENATOR CYNTHIA LUMMIS,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,98,NET PAYROLL EXPENSES,99,1468846.82,1467892.82,fail,block_running_total
SENATOR CYNTHIA LUMMIS,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,98,TRAVEL AND TRANSPORTATION OF PERSONS,112,110542.88,110542.88,ok,segment
SENATOR CYNTHIA LUMMIS,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,98,OTHER CONTRACTUAL SERVICES,112,2829.0,2829.0,ok,segment
SENATOR CYNTHIA LUMMIS,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,98,ACQUISITION OF ASSETS,112,339.29,339.29,ok,segment
INTERN COMPENSATION - LUMMIS,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,113,PERSONNEL COMP. FULL-TIME PERMANENT,113,25833.33,25833.33,ok,segment
INTERN COMPENSATION - LUMMIS,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,113,NET PAYROLL EXPENSES,113,25833.33,25833.33,ok,block_running_total
SENATOR JOE MANCHIN,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,114,ACQUISITION OF ASSETS,114,4360.62,4360.62,ok,segment
SENATOR JOE MANCHIN,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,116,TRAVEL AND TRANSPORTATION OF PERSONS,118,28835.9,28835.9,ok,segment
SENATOR JOE MANCHIN,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,116,OTHER CONTRACTUAL SERVICES,119,965.66,965.66,ok,segment
SENATOR JOE MANCHIN,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,116,ACQUISITION OF ASSETS,119,2975.41,2975.41,ok,segment
SENATOR JOE MANCHIN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,121,PERSONNEL COMP. FULL-TIME PERMANENT,122,1501807.12,1501807.12,ok,segment
SENATOR JOE MANCHIN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,121,PERSONNEL BENEFITS,122,1791.15,0.0,no_records,segment
SENATOR JOE MANCHIN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,121,NET PAYROLL EXPENSES,122,1503598.27,1501807.12,fail,block_running_total
SENATOR JOE MANCHIN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,121,TRAVEL AND TRANSPORTATION OF PERSONS,131,48098.97,48098.97,ok,segment
SENATOR JOE MANCHIN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,121,OTHER CONTRACTUAL SERVICES,131,2226.81,2226.81,ok,segment
INTERN COMPENSATION - MANCHIN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,132,PERSONNEL COMP. FULL-TIME PERMANENT,132,20439.23,20439.23,ok,segment
INTERN COMPENSATION - MANCHIN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,132,NET PAYROLL EXPENSES,132,20439.23,20439.23,ok,block_running_total
SENATOR EDWARD MARKEY,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,133,TRAVEL AND TRANSPORTATION OF PERSONS,133,2059.37,2059.37,ok,segment
SENATOR EDWARD MARKEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,135,PERSONNEL BENEFITS,135,360.0,0.0,no_records,segment
SENATOR EDWARD MARKEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,135,NET PAYROLL EXPENSES,135,360.0,0.0,no_records,block_running_total
SENATOR EDWARD MARKEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,135,TRAVEL AND TRANSPORTATION OF PERSONS,136,3814.43,3814.43,ok,segment
SENATOR EDWARD MARKEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,135,OTHER CONTRACTUAL SERVICES,136,14640.0,14640.0,ok,segment
SENATOR EDWARD MARKEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,135,ACQUISITION OF ASSETS,136,5282.28,5282.28,ok,segment
SENATOR EDWARD MARKEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,138,PERSONNEL COMP. FULL-TIME PERMANENT,139,1740593.96,1740593.96,ok,segment
SENATOR EDWARD MARKEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,138,PERSONNEL BENEFITS,139,4631.55,0.0,no_records,segment
SENATOR EDWARD MARKEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,138,NET PAYROLL EXPENSES,139,1745225.51,1740593.96,fail,block_running_total
SENATOR EDWARD MARKEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,138,TRAVEL AND TRANSPORTATION OF PERSONS,143,14819.7,14819.7,ok,segment
SENATOR EDWARD MARKEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,138,OTHER CONTRACTUAL SERVICES,143,99.5,99.5,ok,segment
SENATOR EDWARD MARKEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,138,ACQUISITION OF ASSETS,143,3000.0,3000.0,ok,segment
INTERN COMPENSATION - MARKEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,144,PERSONNEL COMP. FULL-TIME PERMANENT,144,31750.32,31750.32,ok,segment
INTERN COMPENSATION - MARKEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,144,NET PAYROLL EXPENSES,144,31750.32,31750.32,ok,block_running_total
SENATOR ROGER MARSHALL,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,145,OTHER CONTRACTUAL SERVICES,145,150.0,150.0,ok,segment
SENATOR ROGER MARSHALL,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,147,PERSONNEL BENEFITS,147,896.05,0.0,no_records,segment
SENATOR ROGER MARSHALL,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,147,NET PAYROLL EXPENSES,147,896.05,0.0,no_records,block_running_total
SENATOR ROGER MARSHALL,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,147,TRAVEL AND TRANSPORTATION OF PERSONS,153,69766.83,69766.83,ok,segment
SENATOR ROGER MARSHALL,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,147,OTHER CONTRACTUAL SERVICES,153,2161.0,2161.0,ok,segment
SENATOR ROGER MARSHALL,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,147,ACQUISITION OF ASSETS,153,17334.5,17334.5,ok,segment
SENATOR ROGER MARSHALL,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,155,PERSONNEL COMP. FULL-TIME PERMANENT,156,1408203.75,1408203.75,ok,segment
SENATOR ROGER MARSHALL,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,155,NET PAYROLL EXPENSES,156,1408203.75,1408203.75,ok,block_running_total
SENATOR ROGER MARSHALL,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,155,TRAVEL AND TRANSPORTATION OF PERSONS,168,103558.69,103558.69,ok,segment
SENATOR ROGER MARSHALL,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,155,OTHER CONTRACTUAL SERVICES,168,1389.7,1389.7,ok,segment
SENATOR ROGER MARSHALL,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,155,ACQUISITION OF ASSETS,168,3173.78,3173.78,ok,segment
INTERN COMPENSATION - MARSHALL,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,169,PERSONNEL COMP. FULL-TIME PERMANENT,169,15350.0,15350.0,ok,segment
INTERN COMPENSATION - MARSHALL,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,169,NET PAYROLL EXPENSES,169,15350.0,15350.0,ok,block_running_total
"SENATOR A. MITCHELL MCCONNELL, JR.",2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,172,PERSONNEL BENEFITS,172,406.64,0.0,no_records,segment
"SENATOR A. MITCHELL MCCONNELL, JR.",2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,172,NET PAYROLL EXPENSES,172,406.64,0.0,no_records,block_running_total
"SENATOR A. MITCHELL MCCONNELL, JR.",2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,172,TRAVEL AND TRANSPORTATION OF PERSONS,174,5356.91,6745.85,fail,segment
"SENATOR A. MITCHELL MCCONNELL, JR.",2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,176,PERSONNEL COMP. FULL-TIME PERMANENT,177,1767978.61,1767978.61,ok,segment
"SENATOR A. MITCHELL MCCONNELL, JR.",2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,176,PERSONNEL BENEFITS,177,1890.95,0.0,no_records,segment
"SENATOR A. MITCHELL MCCONNELL, JR.",2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,176,NET PAYROLL EXPENSES,177,1769869.56,1767978.61,fail,block_running_total
"SENATOR A. MITCHELL MCCONNELL, JR.",2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,176,TRAVEL AND TRANSPORTATION OF PERSONS,191,38493.64,38493.64,ok,segment
"SENATOR A. MITCHELL MCCONNELL, JR.",2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,176,OTHER CONTRACTUAL SERVICES,191,596.0,596.0,ok,segment
"INTERN COMPENSATION - MCCONNELL, JR.",2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,192,PERSONNEL COMP. FULL-TIME PERMANENT,192,20744.66,20744.66,ok,segment
"INTERN COMPENSATION - MCCONNELL, JR.",2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,192,NET PAYROLL EXPENSES,192,20744.66,20744.66,ok,block_running_total
SENATOR ROBERT MENENDEZ,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,195,PERSONNEL BENEFITS,195,1135.73,0.0,no_records,segment
SENATOR ROBERT MENENDEZ,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,195,NET PAYROLL EXPENSES,195,1135.73,0.0,no_records,block_running_total
SENATOR ROBERT MENENDEZ,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,195,TRAVEL AND TRANSPORTATION OF PERSONS,196,13612.2,13496.92,fail,segment
SENATOR ROBERT MENENDEZ,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,198,PERSONNEL COMP. FULL-TIME PERMANENT,199,1927882.4,1927882.4,ok,segment
SENATOR ROBERT MENENDEZ,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,198,PERSONNEL BENEFITS,199,1983.05,0.0,no_records,segment
SENATOR ROBERT MENENDEZ,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,198,NET PAYROLL EXPENSES,199,1929865.45,1927882.4,fail,block_running_total
SENATOR ROBERT MENENDEZ,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,198,TRAVEL AND TRANSPORTATION OF PERSONS,204,33344.51,33344.51,ok,segment
SENATOR ROBERT MENENDEZ,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,198,OTHER CONTRACTUAL SERVICES,204,4950.0,4950.0,ok,segment
SENATOR ROBERT MENENDEZ,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,198,ACQUISITION OF ASSETS,204,873.49,873.49,ok,segment
INTERN COMPENSATION - MENENDEZ,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,205,PERSONNEL COMP. FULL-TIME PERMANENT,205,12888.83,12888.83,ok,segment
INTERN COMPENSATION - MENENDEZ,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,205,NET PAYROLL EXPENSES,205,12888.83,12888.83,ok,block_running_total
SENATOR JEFF MERKLEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,208,PERSONNEL BENEFITS,208,464.79,0.0,no_records,segment
SENATOR JEFF MERKLEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,208,NET PAYROLL EXPENSES,208,464.79,0.0,no_records,block_running_total
SENATOR JEFF MERKLEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,208,TRAVEL AND TRANSPORTATION OF PERSONS,209,3196.75,3196.75,ok,segment
SENATOR JEFF MERKLEY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,208,ACQUISITION OF ASSETS,209,9454.46,9454.46,ok,segment
SENATOR JEFF MERKLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,211,PERSONNEL COMP. FULL-TIME PERMANENT,212,1750913.19,1750913.19,ok,segment
SENATOR JEFF MERKLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,211,PERSONNEL BENEFITS,212,3886.76,0.0,no_records,segment
SENATOR JEFF MERKLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,211,NET PAYROLL EXPENSES,212,1754799.95,1750913.19,fail,block_running_total
SENATOR JEFF MERKLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,211,TRAVEL AND TRANSPORTATION OF PERSONS,217,16898.89,16898.89,ok,segment
SENATOR JEFF MERKLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,211,OTHER CONTRACTUAL SERVICES,217,70.0,70.0,ok,segment
INTERN COMPENSATION - MERKLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,218,PERSONNEL COMP. FULL-TIME PERMANENT,218,31160.91,31160.91,ok,segment
INTERN COMPENSATION - MERKLEY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,218,NET PAYROLL EXPENSES,218,31160.91,31160.91,ok,block_running_total
SENATOR JERRY MORAN,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,221,PERSONNEL BENEFITS,221,13.24,0.0,no_records,segment
SENATOR JERRY MORAN,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,221,NET PAYROLL EXPENSES,221,13.24,0.0,no_records,block_running_total
SENATOR JERRY MORAN,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,221,TRAVEL AND TRANSPORTATION OF PERSONS,224,16634.44,16634.44,ok,segment
SENATOR JERRY MORAN,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,221,OTHER CONTRACTUAL SERVICES,225,3006.26,3006.26,ok,segment
SENATOR JERRY MORAN,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,221,ACQUISITION OF ASSETS,225,42747.3,42747.3,ok,segment
SENATOR JERRY MORAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,227,PERSONNEL COMP. FULL-TIME PERMANENT,228,1646007.29,1646007.29,ok,segment
SENATOR JERRY MORAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,227,PERSONNEL BENEFITS,228,935.03,0.0,no_records,segment
SENATOR JERRY MORAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,227,NET PAYROLL EXPENSES,228,1646942.32,1646007.29,fail,block_running_total
SENATOR JERRY MORAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,227,TRAVEL AND TRANSPORTATION OF PERSONS,247,111277.28,111277.28,ok,segment
SENATOR JERRY MORAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,227,OTHER CONTRACTUAL SERVICES,248,792.0,792.0,ok,segment
SENATOR JERRY MORAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,227,ACQUISITION OF ASSETS,248,949.48,949.48,ok,segment
INTERN COMPENSATION - MORAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,249,PERSONNEL COMP. FULL-TIME PERMANENT,249,16090.93,16090.93,ok,segment
INTERN COMPENSATION - MORAN,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,249,NET PAYROLL EXPENSES,249,16090.93,16090.93,ok,block_running_total
SENATOR MARKWAYNE MULLIN,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,250,PERSONNEL BENEFITS,250,424.25,0.0,no_records,segment
SENATOR MARKWAYNE MULLIN,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,250,NET PAYROLL EXPENSES,250,424.25,0.0,no_records,block_running_total
SENATOR MARKWAYNE MULLIN,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,250,TRAVEL AND TRANSPORTATION OF PERSONS,251,9247.42,9247.42,ok,segment
SENATOR MARKWAYNE MULLIN,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,250,OTHER CONTRACTUAL SERVICES,251,134.0,134.0,ok,segment
