office,funding_year,start_page,status,banner_status,record_count,page_count,continuation_page_count,subtotal_count,rows_quarantined,records_checked,dollars_checked,dollars_unchecked,amount_parse_failures,pages_skipped
PRESIDENT PRO TEMPORE (R),2015,84,ok,ok,3,1,0,2,0,3,20847.17,0.0,0,0
MINORITY LEADER (R),2013,85,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY LEADER (R),2014,86,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY LEADER (R),2015,87,ok,ok,24,1,0,2,0,24,968480.8,0.0,0,0
"SECRETARY, MINORITY CONFERENCE COMM (R)",2013,88,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
"SECRETARY, MINORITY CONFERENCE COMM (R)",2014,89,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
"SECRETARY, MAJORITY CONFERENCE COMM (R)",2015,90,ok,ok,7,1,0,2,0,7,184526.71,0.0,0,0
MINORITY WHIP (R),2013,91,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY WHIP (R),2014,92,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY WHIP (R),2015,93,ok,ok,7,1,0,2,0,7,349041.41,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),2013,94,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),2014,95,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (R),2015,96,ok,ok,18,1,0,3,0,18,610396.79,0.0,0,0
MINORITY POLICY COMMITTEE (R),2013,97,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (R),2014,98,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY POLICY COMMITTEE (R),2015,99,ok,ok,18,1,0,2,0,18,812607.47,0.0,0,0
SECRETARY FOR THE MAJORITY (D),2013,100,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY FOR THE MAJORITY (D),2014,101,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY FOR THE MINORITY (D),2015,102,ok,ok,10,1,0,2,0,10,409753.54,0.0,0,0
SECRETARY FOR THE MINORITY (R),2013,103,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY FOR THE MINORITY (R),2014,104,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY FOR THE MAJORITY (R),2015,105,ok,ok,9,1,0,2,0,9,382533.21,0.0,0,0
SGT @ ARMS - CENTRAL OPERATIONS,2013,106,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SGT @ ARMS - CAPITOL DIVISION,2013,107,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SGT @ ARMS - IT SUPPORT SERVICES,2013,108,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SGT @ ARMS - STAFF OFFICES,2013,109,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,2013,110,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SGT @ ARMS - CENTRAL OPERATIONS,2014,111,ok,fail,0,1,0,2,0,0,0.0,0.0,0,0
SGT @ ARMS - CAPITOL DIVISION,2014,112,ok,fail,0,1,0,2,0,0,0.0,0.0,0,0
SGT @ ARMS - IT SUPPORT SERVICES,2014,113,ok,fail,0,1,0,2,0,0,0.0,0.0,0,0
SGT @ ARMS - STAFF OFFICES,2014,114,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,2014,115,ok,fail,0,1,0,2,0,0,0.0,0.0,0,0
SGT @ ARMS - CENTRAL OPERATIONS,2015,116,fail,fail,328,6,5,3,0,328,9851684.9,0.0,0,0
SGT @ ARMS - CAPITOL DIVISION,2015,122,fail,fail,233,5,4,4,233,233,7444508.11,0.0,0,0
SGT @ ARMS - IT SUPPORT SERVICES,2015,127,fail,fail,93,3,2,3,0,93,3621118.5,0.0,0,0
SGT @ ARMS - STAFF OFFICES,2015,130,ok,ok,90,2,1,2,0,90,4568704.09,0.0,0,0
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,2015,132,fail,fail,138,3,2,3,0,138,7533740.28,0.0,0,0
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2013,135,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - EXECUTIVE OFFICE,2013,136,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - LEGISLATIVE SERVICES,2013,137,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2014,138,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - EXECUTIVE OFFICE,2014,139,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - LEGISLATIVE SERVICES,2014,140,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2015,141,ok,ok,161,4,3,3,0,161,6191782.63,0.0,0,0
SECRETARY OF THE SENATE - EXECUTIVE OFFICE,2015,145,ok,ok,34,2,1,3,0,34,1721090.59,0.0,0,0
SECRETARY OF THE SENATE - LEGISLATIVE SERVICES,2015,147,ok,ok,47,2,1,3,0,47,2584646.64,0.0,0,0
"WORKERS COMPENSATION FUND (P.L. 113-76, DIV. I, SEC. 1. CA)",2014,149,ok,ok,0,1,0,2,0,0,0.0,0.0,0,0
APPROPRIATIONS,,150,ok,fail,6,1,0,3,0,6,3634.68,0.0,0,0
APPROPRIATIONS,,151,ok,fail,12,1,0,3,0,12,5436.21,0.0,0,0
APPROPRIATIONS,,152,ok,fail,4,1,0,1,0,4,133.7,0.0,0,0
APPROPRIATIONS,,153,ok,fail,7,1,0,1,0,7,348.65,0.0,0,0
CHAPLAIN,,154,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
CHAPLAIN,,155,ok,fail,4,1,0,1,0,4,33.3,0.0,0,0
CHAPLAIN,,156,ok,fail,11,1,0,4,0,11,619.06,0.0,0,0
CHAPLAIN,,157,ok,fail,5,1,0,1,0,5,358.9,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (D),2013,158,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (D),2014,159,ok,fail,18,1,0,2,0,18,253436.21,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (D),,160,ok,banner_missing,1,1,0,1,0,1,16800.0,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (D),,161,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (D),,162,ok,fail,4,1,0,5,0,4,26723.5,0.0,0,0
MINORITY CONFERENCE COMMITTEE (D),,163,ok,fail,27,2,1,5,0,27,27209.49,0.0,0,0
MAJORITY POLICY COMMITTEE (D),2013,165,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY POLICY COMMITTEE (D),2014,166,ok,fail,6,1,0,1,0,6,113984.34,0.0,0,0
MAJORITY POLICY COMMITTEE (D),,167,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY POLICY COMMITTEE (D),,168,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY POLICY COMMITTEE (D),,169,ok,fail,1,1,0,3,0,1,270.0,0.0,0,0
MINORITY POLICY COMMITTEE (D),,170,ok,fail,9,1,0,5,0,9,2860.16,0.0,0,0
MAJORITY LEADER (D),2013,171,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY LEADER (D),2014,172,ok,fail,10,1,0,2,0,10,28675.36,0.0,0,0
MAJORITY WHIP (D),2014,173,ok,not_applicable,1,1,0,1,0,1,5766.0,0.0,0,0
MINORITY LEADER (R),2013,174,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY LEADER (R),2014,175,ok,fail,2,1,0,3,0,2,235.8,0.0,0,0
MAJORITY LEADER (R),2015,176,ok,fail,8,1,0,4,0,8,477.12,0.0,0,0
"SECRETARY, MINORITY CONFERENCE COMM (R)",2013,177,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY WHIP (R),2013,178,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY WHIP (R),2014,179,ok,fail,2,1,0,2,0,2,6042.25,0.0,0,0
MAJORITY WHIP (R),2015,180,ok,fail,4,1,0,2,0,4,646.53,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),,181,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),,182,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),,183,ok,fail,19,2,1,5,0,19,8814.84,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (R),,185,ok,fail,9,1,0,2,0,9,10040.25,0.0,0,0
MINORITY POLICY COMMITTEE (R),,186,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (R),,187,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (R),,188,ok,fail,2,1,0,3,0,2,14019.2,0.0,0,0
MAJORITY POLICY COMMITTEE (R),,189,ok,fail,7,1,0,4,0,7,1368.99,0.0,0,0
SENATE CHILD CARE CENTER,,190,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE CENTER,,191,ok,ok,23,1,0,4,0,23,3062.48,0.0,0,0
SENATE CHILD CARE CENTER,,192,ok,ok,0,1,0,2,0,0,0.0,0.0,0,0
SENATE CHILD CARE CENTER,,193,ok,ok,0,1,0,2,0,0,0.0,0.0,0,0
CONSULTANTS,,194,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
CONSULTANTS,,195,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
CONSULTANTS,,196,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
CONSULTANTS,,197,fail,fail,29,1,0,3,29,29,1603482.9,0.0,0,0
EMPLOYEE COMPENSATION FUND,,198,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
EMPLOYEE COMPENSATION FUND,,199,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
EMPLOYEE COMPENSATION FUND,,200,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
EMPLOYEE COMPENSATION FUND,,201,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,,202,ok,ok,0,1,0,2,0,0,0.0,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,,203,ok,ok,0,1,0,2,0,0,0.0,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,,204,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,,205,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
FOREIGN TRAVEL - MEMBERS & EMPLOYEES,,206,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
FOREIGN TRAVEL - MEMBERS & EMPLOYEES,,207,ok,not_applicable,2,1,0,1,0,2,357.0,0.0,0,0
FOREIGN TRAVEL - MEMBERS & EMPLOYEES,,208,ok,not_applicable,3,1,0,1,0,3,1392.0,0.0,0,0
FOREIGN TRAVEL - MEMBERS & EMPLOYEES,,209,ok,not_applicable,3,1,0,1,0,3,687.93,0.0,0,0
POSTAGE,,210,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
POSTAGE,,211,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
POSTAGE,,212,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
POSTAGE,,213,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
MOBILE COMMUNICATIONS DEVICES,,214,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MOBILE COMMUNICATIONS DEVICES,,215,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MOBILE COMMUNICATIONS DEVICES,,216,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
MOBILE COMMUNICATIONS DEVICES,,217,ok,fail,1,1,0,1,0,1,549.52,0.0,0,0
RESERVE FOR CONTINGENCIES,,218,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
RESERVE FOR CONTINGENCIES,,219,ok,ok,0,1,0,2,0,0,0.0,0.0,0,0
RESERVE FOR CONTINGENCIES,,220,ok,fail,2,1,0,1,0,2,64956.97,0.0,0,0
RESERVE FOR CONTINGENCIES,,221,ok,not_applicable,6,1,0,1,0,6,139986.81,0.0,0,0
RECEPTION OF FOREIGN DIGNITARIES,,222,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
RECEPTION OF FOREIGN DIGNITARIES,,223,ok,not_applicable,6,1,0,1,0,6,1353.36,0.0,0,0
RECEPTION OF FOREIGN DIGNITARIES,,224,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
RECEPTION OF FOREIGN DIGNITARIES,,225,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
RESOLUTION & REORGANIZATION RESERVE,,226,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
RESOLUTION & REORGANIZATION RESERVE,,227,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
RESOLUTION & REORGANIZATION RESERVE,,228,fail,fail,0,1,0,3,0,0,0.0,0.0,0,0
RESOLUTION & REORGANIZATION RESERVE,,229,fail,fail,370,7,6,5,0,370,4195253.38,0.0,0,0
JOINT SELECT COMMITTEE ON DEFICIT REDUCTION,,236,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ ADMIN CO-CHAIR (KERRY),,237,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ ADMIN CO-CHAIR (FEINSTEIN),,238,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ ADMIN CO-CHAIR (FEINSTEIN),,239,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN ADMIN CO-CHAIR (FEINSTEIN),,240,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (LEVIN),,241,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (LEVIN),,242,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (LEVIN),,243,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (INOUYE),,244,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (MIKULSKI),,245,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (MIKULSKI),,246,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (MIKULSKI),,247,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-DEM CO-CHAIR (MENENDEZ),,248,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-DEM CO-CHAIR (MENENDEZ),,249,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-DEM CO-CHAIR (MENENDEZ),,250,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-DEM CO-CHAIR (MENENDEZ),,251,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ LEADER (REID),,252,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ LEADER (REID),,253,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ LEADER (REID),,254,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN LEADER (REID),,255,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN ADM. CO-CHAIR (KYL),,256,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN ADMIN CO-CHAIR (RUBIO),,257,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN ADMIN CO-CHAIR (RUBIO),,258,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ ADMIN CO-CHAIR (RUBIO),,259,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (L. GRAHAM),,260,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (L. GRAHAM),,261,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (L. GRAHAM),,262,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (L. GRAHAM),,263,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (COCHRAN),,264,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (COCHRAN),,265,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (COCHRAN),,266,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (COCHRAN),,267,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (SESSIONS),,268,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN LEADER (MCCONNELL),,269,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN LEADER (MCCONNELL),,270,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN LEADER (MCCONNELL),,271,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ LEADER (MCCONNELL),,272,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
STATIONERY,,273,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
STATIONERY,,274,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
STATIONERY,,275,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
STATIONERY,,276,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
MISC ITEMS - STUDENT LOANS,,277,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MISC ITEMS - STUDENT LOANS,,278,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MISC ITEMS - STUDENT LOANS,,279,ok,ok,0,1,0,2,0,0,0.0,0.0,0,0
MISC ITEMS - STUDENT LOANS,,280,ok,ok,0,1,0,2,0,0,0.0,0.0,0,0
EMERGENCY APPROPRIATION PUBLIC LAW 109-13,,281,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2013,282,ok,ok,1,1,0,3,0,1,4420.0,0.0,0,0
SECRETARY OF THE SENATE - EXECUTIVE OFFICE,2013,283,ok,banner_missing,2,1,0,1,0,2,400.0,0.0,0,0
