senator_name,funding_year,start_page,record_count,outcome
SCOTT P. BROWN,2011,587,35,unmatched
SCOTT P. BROWN,2012,589,482,unmatched
TOM COBURN,2012,762,566,unmatched
PATRICK J.TOOMEY,2012,1767,692,unmatched
MARK UDALL (CO),2012,1790,453,unmatched
TOM UDALL (NM),2012,1806,660,unmatched
