source_doc,source_pdf,source_page,reference_page,classification,assigned_to_block,block_start_page,block_reference_start,office,funding_year,word_count,visual_row_count,reason
112sdoc10,GPO-CDOC-112sdoc10.pdf,10,10,other,False,,,,,0,0,non_data
112sdoc10,GPO-CDOC-112sdoc10.pdf,11,11,other,False,,,,,165,47,non_data
112sdoc10,GPO-CDOC-112sdoc10.pdf,12,12,other,False,,,,,206,45,non_data
112sdoc10,GPO-CDOC-112sdoc10.pdf,13,13,other,False,,,,,155,47,non_data
112sdoc10,GPO-CDOC-112sdoc10.pdf,14,14,other,False,,,,,151,47,non_data
112sdoc10,GPO-CDOC-112sdoc10.pdf,15,15,other,False,,,,,110,41,non_data
112sdoc10,GPO-CDOC-112sdoc10.pdf,16,16,other,False,,,,,0,0,non_data
112sdoc10,GPO-CDOC-112sdoc10.pdf,17,17,banner,True,17,17,CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D),2010,54,26,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,18,18,banner,True,18,18,CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D),2011,54,26,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,19,19,banner,True,19,19,CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D),2012,57,27,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,20,20,banner,True,20,20,CHAIRMAN MAJORITY POLICY COMMITTEE (D),2010,54,26,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,21,21,banner,True,21,21,CHAIRMAN MAJORITY POLICY COMMITTEE (D),2011,54,26,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,22,22,banner,True,22,22,CHAIRMAN MAJORITY POLICY COMMITTEE (D),2012,54,26,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,23,23,banner,True,23,23,MAJORITY LEADER (D),2010,63,27,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,24,24,banner,True,24,24,MAJORITY LEADER (D),2011,60,27,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,25,25,banner,True,25,25,MAJORITY LEADER (D),2012,54,26,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,26,26,banner,True,26,26,MAJORITY WHIP (D),2010,55,27,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,27,27,banner,True,27,27,MAJORITY WHIP (D),2011,55,27,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,28,28,banner,True,28,28,MAJORITY WHIP (D),2012,55,27,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,29,29,banner,True,29,29,OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2010,55,27,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,30,30,banner,True,30,30,OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2011,58,28,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,31,31,banner,True,31,31,OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2012,55,27,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,32,32,banner,True,32,32,PRESIDENT PRO TEMPORE (D),2010,58,28,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,33,33,banner,True,33,33,PRESIDENT PRO TEMPORE (D),2011,58,28,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,34,34,banner,True,34,34,PRESIDENT PRO TEMPORE (D),2012,68,32,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,35,35,banner,True,35,35,MINORITY LEADER (R),2010,58,28,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,36,36,banner,True,36,36,MINORITY LEADER (R),2011,61,29,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,37,37,banner,True,37,37,MINORITY LEADER (R),2012,58,28,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,38,38,banner,True,38,38,MINORITY WHIP (R),2010,55,27,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,39,39,banner,True,39,39,MINORITY WHIP (R),2011,55,27,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,40,40,banner,True,40,40,MINORITY WHIP (R),2012,55,27,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,41,41,banner,True,41,41,CHAIRMAN MINORITY CONFERENCE COMMITTEE (R),2010,58,28,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,42,42,banner,True,42,42,CHAIRMAN MINORITY CONFERENCE COMMITTEE (R),2011,61,29,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,43,43,banner,True,43,43,CHAIRMAN MINORITY CONFERENCE COMMITTEE (R),2012,55,27,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,44,44,banner,True,44,44,CHAIRMAN MINORITY POLICY COMMITTEE (R),2010,55,27,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,45,45,banner,True,45,45,CHAIRMAN MINORITY POLICY COMMITTEE (R),2011,55,27,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,46,46,banner,True,46,46,CHAIRMAN MINORITY POLICY COMMITTEE (R),2012,55,27,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,47,47,banner,True,47,47,MAJORITY LEADER (D),2010,51,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,48,48,banner,True,48,48,MAJORITY LEADER (D),2011,51,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,49,49,banner,True,49,49,MAJORITY LEADER (D),2012,51,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,50,50,banner,True,50,50,MINORITY LEADER (R),2010,51,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,51,51,banner,True,51,51,MINORITY LEADER (R),2011,51,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,52,52,banner,True,52,52,MINORITY LEADER (R),2012,51,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,53,53,banner,True,53,53,APPROPRIATIONS,2010,52,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,54,54,banner,True,54,54,APPROPRIATIONS,2011,52,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,55,55,banner,True,55,55,APPROPRIATIONS,2012,160,61,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,56,56,data,True,55,55,APPROPRIATIONS,2012,200,69,block_data
112sdoc10,GPO-CDOC-112sdoc10.pdf,57,57,data,True,55,55,APPROPRIATIONS,2012,30,15,block_data
112sdoc10,GPO-CDOC-112sdoc10.pdf,58,58,banner,True,58,58,CHAPLAIN,2010,52,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,59,59,banner,True,59,59,CHAPLAIN,2011,52,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,60,60,banner,True,60,60,CHAPLAIN,2012,68,31,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,61,61,banner,True,61,61,MAJORITY CONFERENCE COMMITTEE (D),2010,52,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,62,62,banner,True,62,62,MAJORITY CONFERENCE COMMITTEE (D),2011,52,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,63,63,banner,True,63,63,MAJORITY CONFERENCE COMMITTEE (D),2012,145,57,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,64,64,banner,True,64,64,MAJORITY POLICY COMMITTEE (D),2010,52,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,65,65,banner,True,65,65,MAJORITY POLICY COMMITTEE (D),2011,52,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,66,66,banner,True,66,66,MAJORITY POLICY COMMITTEE (D),2012,127,51,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,67,67,banner,True,67,67,MAJORITY LEADER (D),2010,52,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,68,68,banner,True,68,68,MAJORITY LEADER (D),2011,52,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,69,69,banner,True,69,69,MAJORITY LEADER (D),2012,152,59,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,70,70,data,True,69,69,MAJORITY LEADER (D),2012,20,12,block_data
112sdoc10,GPO-CDOC-112sdoc10.pdf,71,71,banner,True,71,71,"SECRETARY, MAJORITY CONFERENCE COMM (D)",2010,52,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,72,72,banner,True,72,72,"SECRETARY, MAJORITY CONFERENCE COMM (D)",2011,52,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,73,73,banner,True,73,73,"SECRETARY, MAJORITY CONFERENCE COMM (D)",2012,68,31,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,74,74,banner,True,74,74,MAJORITY WHIP (D),2010,52,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,75,75,banner,True,75,75,MAJORITY WHIP (D),2011,52,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,76,76,banner,True,76,76,MAJORITY WHIP (D),2012,146,57,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,77,77,banner,True,77,77,OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2010,52,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,78,78,banner,True,78,78,OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2011,52,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,79,79,banner,True,79,79,OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2012,152,61,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,80,80,data,True,79,79,OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2012,33,16,block_data
112sdoc10,GPO-CDOC-112sdoc10.pdf,81,81,banner,True,81,81,PRESIDENT PRO TEMPORE (D),2010,52,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,82,82,banner,True,82,82,PRESIDENT PRO TEMPORE (D),2011,52,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,83,83,banner,True,83,83,PRESIDENT PRO TEMPORE (D),2012,68,31,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,84,84,banner,True,84,84,MINORITY LEADER (R),2010,52,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,85,85,banner,True,85,85,MINORITY LEADER (R),2011,52,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,86,86,banner,True,86,86,MINORITY LEADER (R),2012,128,51,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,87,87,banner,True,87,87,"SECRETARY, MINORITY CONFERENCE COMM (R)",2010,52,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,88,88,banner,True,88,88,"SECRETARY, MINORITY CONFERENCE COMM (R)",2011,52,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,89,89,banner,True,89,89,"SECRETARY, MINORITY CONFERENCE COMM (R)",2012,68,31,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,90,90,banner,True,90,90,MINORITY WHIP (R),2010,52,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,91,91,banner,True,91,91,MINORITY WHIP (R),2011,52,25,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,92,92,banner,True,92,92,MINORITY WHIP (R),2012,95,40,block_start
112sdoc10,GPO-CDOC-112sdoc10.pdf,93,93,banner,True,93,93,MINORITY CONFERENCE COMMITTEE (R),2010,52,25,block_start
