severity,reason,source_doc,source_pdf,reference_page,office,funding_year,label,expected,detail,exception_key
warning,banner_check_discrepancy,112sdoc10,GPO-CDOC-112sdoc10.pdf,22,CHAIRMAN MAJORITY POLICY COMMITTEE (D),2012,BANNER ORGANIZATION TOTALS,325.0,status=warn; banner=325.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc10|banner_check_discrepancy|22|CHAIRMAN MAJORITY POLICY COMMITTEE (D)|2012|BANNER ORGANIZATION TOTALS|325.0
warning,banner_check_discrepancy,112sdoc10,GPO-CDOC-112sdoc10.pdf,24,MAJORITY LEADER (D),2011,BANNER ORGANIZATION TOTALS,1627.85,status=warn; banner=1627.85; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc10|banner_check_discrepancy|24|MAJORITY LEADER (D)|2011|BANNER ORGANIZATION TOTALS|1627.85
warning,banner_check_discrepancy,112sdoc10,GPO-CDOC-112sdoc10.pdf,25,MAJORITY LEADER (D),2012,BANNER ORGANIZATION TOTALS,21875.03,status=warn; banner=21875.03; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc10|banner_check_discrepancy|25|MAJORITY LEADER (D)|2012|BANNER ORGANIZATION TOTALS|21875.03
warning,banner_check_discrepancy,112sdoc10,GPO-CDOC-112sdoc10.pdf,28,MAJORITY WHIP (D),2012,BANNER ORGANIZATION TOTALS,4135.58,status=warn; banner=4135.58; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc10|banner_check_discrepancy|28|MAJORITY WHIP (D)|2012|BANNER ORGANIZATION TOTALS|4135.58
warning,banner_check_discrepancy,112sdoc10,GPO-CDOC-112sdoc10.pdf,31,OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2012,BANNER ORGANIZATION TOTALS,295.5,status=warn; banner=295.5; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc10|banner_check_discrepancy|31|OFFICE OF THE VICE PRESIDENT (D) - BIDEN|2012|BANNER ORGANIZATION TOTALS|295.5
warning,banner_check_missing,112sdoc10,GPO-CDOC-112sdoc10.pdf,33,PRESIDENT PRO TEMPORE (D),2011,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc10|banner_check_missing|33|PRESIDENT PRO TEMPORE (D)|2011|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,112sdoc10,GPO-CDOC-112sdoc10.pdf,34,PRESIDENT PRO TEMPORE (D),2012,BANNER ORGANIZATION TOTALS,6545.37,status=warn; banner=6545.37; parsed_body=840.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc10|banner_check_discrepancy|34|PRESIDENT PRO TEMPORE (D)|2012|BANNER ORGANIZATION TOTALS|6545.37
warning,banner_check_discrepancy,112sdoc10,GPO-CDOC-112sdoc10.pdf,37,MINORITY LEADER (R),2012,BANNER ORGANIZATION TOTALS,9088.04,status=warn; banner=9088.04; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc10|banner_check_discrepancy|37|MINORITY LEADER (R)|2012|BANNER ORGANIZATION TOTALS|9088.04
warning,banner_check_discrepancy,112sdoc10,GPO-CDOC-112sdoc10.pdf,46,CHAIRMAN MINORITY POLICY COMMITTEE (R),2012,BANNER ORGANIZATION TOTALS,1620.71,status=warn; banner=1620.71; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc10|banner_check_discrepancy|46|CHAIRMAN MINORITY POLICY COMMITTEE (R)|2012|BANNER ORGANIZATION TOTALS|1620.71
warning,banner_check_missing,112sdoc10,GPO-CDOC-112sdoc10.pdf,53,APPROPRIATIONS,2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc10|banner_check_missing|53|APPROPRIATIONS|2010|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc10,GPO-CDOC-112sdoc10.pdf,54,APPROPRIATIONS,2011,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc10|banner_check_missing|54|APPROPRIATIONS|2011|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,112sdoc10,GPO-CDOC-112sdoc10.pdf,57,APPROPRIATIONS,2012,NET PAYROLL EXPENSES,6004786.66,A normally itemized subtotal has no parsed records; exact review is required.,112sdoc10|unexpected_zero_records|57|APPROPRIATIONS|2012|NET PAYROLL EXPENSES|6004786.66
warning,banner_check_missing,112sdoc10,GPO-CDOC-112sdoc10.pdf,58,CHAPLAIN,2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc10|banner_check_missing|58|CHAPLAIN|2010|BANNER NET PAYROLL|0.0
