source_doc,source_pdf,source_page,reference_page,classification,assigned_to_block,block_start_page,block_reference_start,office,funding_year,word_count,visual_row_count,reason
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,1,1,other,False,,,,,31,18,non_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,2,2,other,False,,,,,0,0,non_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,3,3,other,False,,,,,1,1,non_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,4,4,other,False,,,,,0,0,non_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,5,5,toc,False,,,,,80,60,non_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,6,6,toc,False,,,,,65,58,non_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,7,7,toc,False,,,,,64,60,non_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,8,8,toc,False,,,,,76,50,non_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,9,9,toc,False,,,,,66,30,non_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,10,10,other,False,,,,,48,35,non_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,11,11,other,False,,,,,115,38,non_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,12,12,other,False,,,,,229,40,non_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,13,13,other,False,,,,,175,34,non_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,14,14,other,False,,,,,147,34,non_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,15,15,other,False,,,,,174,47,non_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,16,16,other,False,,,,,139,47,non_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,17,17,other,False,,,,,30,9,non_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,18,18,banner,True,18,18,SENATOR MARK KELLY,2023,77,36,block_start
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,19,19,banner,True,19,19,INTERN COMPENSATION - KELLY,2023,55,28,block_start
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,20,20,banner,True,20,20,SENATOR MARK KELLY,2024,136,54,block_start
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,21,21,data,True,20,20,SENATOR MARK KELLY,2024,182,59,block_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,22,22,data,True,20,20,SENATOR MARK KELLY,2024,186,58,block_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,23,23,data,True,20,20,SENATOR MARK KELLY,2024,181,58,block_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,24,24,data,True,20,20,SENATOR MARK KELLY,2024,100,25,block_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,25,25,banner,True,25,25,INTERN COMPENSATION - KELLY,2024,55,28,block_start
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,26,26,banner,True,26,26,SENATOR MARK KELLY,2025,134,56,block_start
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,27,27,data,True,26,26,SENATOR MARK KELLY,2025,161,57,block_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,28,28,data,True,26,26,SENATOR MARK KELLY,2025,172,58,block_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,29,29,data,True,26,26,SENATOR MARK KELLY,2025,178,58,block_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,30,30,data,True,26,26,SENATOR MARK KELLY,2025,193,58,block_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,31,31,data,True,26,26,SENATOR MARK KELLY,2025,182,58,block_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,32,32,data,True,26,26,SENATOR MARK KELLY,2025,184,58,block_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,33,33,data,True,26,26,SENATOR MARK KELLY,2025,182,58,block_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,34,34,data,True,26,26,SENATOR MARK KELLY,2025,157,43,block_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,35,35,banner,True,35,35,INTERN COMPENSATION - KELLY,2025,104,43,block_start
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,36,36,banner,True,36,36,SENATOR JOHN N. KENNEDY,2023,73,34,block_start
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,37,37,banner,True,37,37,INTERN COMPENSATION - KENNEDY,2023,55,28,block_start
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,38,38,banner,True,38,38,SENATOR JOHN N. KENNEDY,2024,130,54,block_start
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,39,39,data,True,38,38,SENATOR JOHN N. KENNEDY,2024,190,59,block_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,40,40,data,True,38,38,SENATOR JOHN N. KENNEDY,2024,130,37,block_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,41,41,banner,True,41,41,INTERN COMPENSATION - KENNEDY,2024,55,28,block_start
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,42,42,banner,True,42,42,SENATOR JOHN N. KENNEDY,2025,136,55,block_start
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,43,43,data,True,42,42,SENATOR JOHN N. KENNEDY,2025,175,56,block_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,44,44,data,True,42,42,SENATOR JOHN N. KENNEDY,2025,191,58,block_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,45,45,data,True,42,42,SENATOR JOHN N. KENNEDY,2025,192,58,block_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,46,46,data,True,42,42,SENATOR JOHN N. KENNEDY,2025,199,58,block_data
119sdoc3,GPO-CDOC-119sdoc3-2.pdf,47,47,data,True,42,42,SENATOR JOHN N. KENNEDY,2025,206,58,block_data
