office,funding_year,account,start_page,label,check_page,expected,actual,status,basis,second_opinion,independent_sum,context
SENATOR MARK KELLY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1353,PERSONNEL BENEFITS,1353,55.0,0.0,no_records,segment,,,
SENATOR MARK KELLY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1353,NET PAYROLL EXPENSES,1353,55.0,55.0,ok,block_running_total,,,
SENATOR MARK KELLY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1353,BANNER NET PAYROLL,1353,55.0,55.0,ok,banner,,,
SENATOR MARK KELLY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1353,BANNER ORGANIZATION TOTALS,1353,5995.17,55.0,warn,banner,,,banner_only_categories
INTERN COMPENSATION - KELLY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1354,BANNER NET PAYROLL,1354,0.0,0.0,banner_missing,banner,,,
INTERN COMPENSATION - KELLY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1354,BANNER ORGANIZATION TOTALS,1354,0.0,0.0,ok,banner,,,
SENATOR MARK KELLY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1355,PERSONNEL BENEFITS,1355,413.51,0.0,no_records,segment,,,
SENATOR MARK KELLY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1355,NET PAYROLL EXPENSES,1355,413.51,413.51,ok,block_running_total,,,
SENATOR MARK KELLY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1355,TRAVEL AND TRANSPORTATION OF PERSONS,1359,24924.13,24924.13,ok,segment,,,
SENATOR MARK KELLY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1355,OTHER CONTRACTUAL SERVICES,1359,851.57,851.57,ok,segment,,,
SENATOR MARK KELLY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1355,ACQUISITION OF ASSETS,1359,3393.42,3393.42,ok,segment,,,
SENATOR MARK KELLY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1355,BANNER NET PAYROLL,1355,4530.44,413.51,fail,banner,,,fy_boundary_pattern
SENATOR MARK KELLY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1355,BANNER ORGANIZATION TOTALS,1355,54735.39,29582.63,fail,banner,,,
INTERN COMPENSATION - KELLY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1360,BANNER NET PAYROLL,1360,0.0,0.0,banner_missing,banner,,,
INTERN COMPENSATION - KELLY,2024,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1360,BANNER ORGANIZATION TOTALS,1360,0.0,0.0,ok,banner,,,
SENATOR MARK KELLY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1361,PERSONNEL COMP. FULL-TIME PERMANENT,1362,1977100.48,1977100.48,ok,segment,,,
SENATOR MARK KELLY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1361,PERSONNEL BENEFITS,1362,3853.66,0.0,no_records,segment,,,
SENATOR MARK KELLY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1361,NET PAYROLL EXPENSES,1362,1980954.14,1980954.14,ok,block_running_total,,,
SENATOR MARK KELLY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1361,TRAVEL AND TRANSPORTATION OF PERSONS,1369,47001.62,47001.62,ok,segment,,,
SENATOR MARK KELLY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1361,OTHER CONTRACTUAL SERVICES,1369,4438.79,4438.79,ok,segment,,,
SENATOR MARK KELLY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1361,ACQUISITION OF ASSETS,1369,187.9,187.9,ok,segment,,,
SENATOR MARK KELLY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1361,BANNER NET PAYROLL,1361,1976837.21,1980954.14,fail,banner,,,fy_boundary_pattern
SENATOR MARK KELLY,2025,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1361,BANNER ORGANIZATION TOTALS,1361,2109153.65,2032582.45,fail,banner,,,
