severity,reason,source_doc,source_pdf,reference_page,office,funding_year,label,expected,detail,exception_key
warning,banner_check_discrepancy,113sdoc25,GPO-CDOC-113sdoc25.pdf,22,CHAIRMAN MAJORITY POLICY COMMITTEE (D),2014,BANNER ORGANIZATION TOTALS,1063.31,status=warn; banner=1063.31; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc25|banner_check_discrepancy|22|CHAIRMAN MAJORITY POLICY COMMITTEE (D)|2014|BANNER ORGANIZATION TOTALS|1063.31
warning,banner_check_discrepancy,113sdoc25,GPO-CDOC-113sdoc25.pdf,25,MAJORITY LEADER (D),2014,BANNER ORGANIZATION TOTALS,27090.55,status=warn; banner=27090.55; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc25|banner_check_discrepancy|25|MAJORITY LEADER (D)|2014|BANNER ORGANIZATION TOTALS|27090.55
warning,banner_check_discrepancy,113sdoc25,GPO-CDOC-113sdoc25.pdf,28,MAJORITY WHIP (D),2014,BANNER ORGANIZATION TOTALS,3138.8,status=warn; banner=3138.8; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc25|banner_check_discrepancy|28|MAJORITY WHIP (D)|2014|BANNER ORGANIZATION TOTALS|3138.8
warning,banner_check_discrepancy,113sdoc25,GPO-CDOC-113sdoc25.pdf,31,OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2014,BANNER ORGANIZATION TOTALS,8747.8,status=warn; banner=8747.8; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc25|banner_check_discrepancy|31|OFFICE OF THE VICE PRESIDENT (D) - BIDEN|2014|BANNER ORGANIZATION TOTALS|8747.8
warning,banner_check_missing,113sdoc25,GPO-CDOC-113sdoc25.pdf,32,PRESIDENT PRO TEMPORE (D),2012,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc25|banner_check_missing|32|PRESIDENT PRO TEMPORE (D)|2012|BANNER NET PAYROLL|0.0
warning,banner_check_missing,113sdoc25,GPO-CDOC-113sdoc25.pdf,33,PRESIDENT PRO TEMPORE (D),2013,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc25|banner_check_missing|33|PRESIDENT PRO TEMPORE (D)|2013|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,113sdoc25,GPO-CDOC-113sdoc25.pdf,34,PRESIDENT PRO TEMPORE (D),2014,BANNER ORGANIZATION TOTALS,4440.5,status=warn; banner=4440.5; parsed_body=159.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc25|banner_check_discrepancy|34|PRESIDENT PRO TEMPORE (D)|2014|BANNER ORGANIZATION TOTALS|4440.5
warning,banner_check_discrepancy,113sdoc25,GPO-CDOC-113sdoc25.pdf,37,MINORITY LEADER (R),2014,BANNER ORGANIZATION TOTALS,8174.11,status=warn; banner=8174.11; parsed_body=250.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc25|banner_check_discrepancy|37|MINORITY LEADER (R)|2014|BANNER ORGANIZATION TOTALS|8174.11
warning,banner_check_discrepancy,113sdoc25,GPO-CDOC-113sdoc25.pdf,39,MINORITY WHIP (R),2013,BANNER ORGANIZATION TOTALS,35.74,status=warn; banner=35.74; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc25|banner_check_discrepancy|39|MINORITY WHIP (R)|2013|BANNER ORGANIZATION TOTALS|35.74
warning,banner_check_discrepancy,113sdoc25,GPO-CDOC-113sdoc25.pdf,40,MINORITY WHIP (R),2014,BANNER ORGANIZATION TOTALS,4273.59,status=warn; banner=4273.59; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,113sdoc25|banner_check_discrepancy|40|MINORITY WHIP (R)|2014|BANNER ORGANIZATION TOTALS|4273.59
