senator_name,funding_year,start_page,record_count,outcome
TOM COBURN,2013,731,1,unmatched
TOM COBURN,2014,732,400,unmatched
PATRICK J.TOOMEY,2013,1740,1,unmatched
PATRICK J.TOOMEY,2014,1741,590,unmatched
MARK UDALL (CO),2014,1762,450,unmatched
TOM UDALL (NM),2012,1777,1,unmatched
TOM UDALL (NM),2014,1779,521,unmatched
