source_doc,source_pdf,source_page,reference_page,classification,assigned_to_block,block_start_page,block_reference_start,office,funding_year,word_count,visual_row_count,reason
118sdoc2,GPO-CDOC-118sdoc2.pdf,10,10,other,False,,,,,0,0,non_data
118sdoc2,GPO-CDOC-118sdoc2.pdf,11,11,other,False,,,,,166,47,non_data
118sdoc2,GPO-CDOC-118sdoc2.pdf,12,12,other,False,,,,,261,42,non_data
118sdoc2,GPO-CDOC-118sdoc2.pdf,13,13,other,False,,,,,212,43,non_data
118sdoc2,GPO-CDOC-118sdoc2.pdf,14,14,other,False,,,,,158,45,non_data
118sdoc2,GPO-CDOC-118sdoc2.pdf,15,15,other,False,,,,,150,47,non_data
118sdoc2,GPO-CDOC-118sdoc2.pdf,16,16,other,False,,,,,56,23,non_data
118sdoc2,GPO-CDOC-118sdoc2.pdf,17,17,banner,True,17,17,OFFICE OF THE VICE PRESIDENT (D) - HARRIS,2021,60,31,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,18,18,banner,True,18,18,OFFICE OF THE VICE PRESIDENT (D) - HARRIS,2022,63,32,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,19,19,banner,True,19,19,OFFICE OF THE VICE PRESIDENT (D) - HARRIS,2023,57,30,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,20,20,banner,True,20,20,PRESIDENT PRO TEMPORE (D),2021,57,30,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,21,21,banner,True,21,21,PRESIDENT PRO TEMPORE (D),2022,57,30,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,22,22,banner,True,22,22,PRESIDENT PRO TEMPORE (D),2023,57,30,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,23,23,banner,True,23,23,MAJORITY LEADER (D),2021,63,32,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,24,24,banner,True,24,24,MAJORITY LEADER (D),2022,60,31,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,25,25,banner,True,25,25,MAJORITY LEADER (D),2023,70,33,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,26,26,banner,True,26,26,MAJORITY WHIP (D),2021,58,31,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,27,27,banner,True,27,27,MAJORITY WHIP (D),2022,58,31,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,28,28,banner,True,28,28,MAJORITY WHIP (D),2023,55,30,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,29,29,banner,True,29,29,CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D),2021,62,33,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,30,30,banner,True,30,30,CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D),2022,56,30,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,31,31,banner,True,31,31,CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D),2023,56,30,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,32,32,banner,True,32,32,CHAIRMAN MAJORITY POLICY COMMITTEE (D),2021,56,30,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,33,33,banner,True,33,33,CHAIRMAN MAJORITY POLICY COMMITTEE (D),2022,56,30,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,34,34,banner,True,34,34,CHAIRMAN MAJORITY POLICY COMMITTEE (D),2023,56,30,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,35,35,banner,True,35,35,OFFICE OF THE VICE PRESIDENT (R) - PENCE,2021,64,33,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,36,36,banner,True,36,36,PRES PRO TEM EMERITUS (R),2021,55,30,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,37,37,banner,True,37,37,PRES PRO TEM EMERITUS (R),2022,55,30,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,38,38,banner,True,38,38,PRES PRO TEM EMERITUS (R),2023,55,30,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,39,39,banner,True,39,39,MINORITY LEADER (R),2021,64,33,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,40,40,banner,True,40,40,MINORITY LEADER (R),2022,70,35,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,41,41,banner,True,41,41,MINORITY LEADER (R),2023,82,38,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,42,42,banner,True,42,42,MINORITY WHIP (R),2021,61,32,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,43,43,banner,True,43,43,MINORITY WHIP (R),2022,83,38,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,44,44,banner,True,44,44,MINORITY WHIP (R),2023,58,31,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,45,45,banner,True,45,45,CHAIRMAN MINORITY CONFERENCE COMMITTEE (R),2021,65,34,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,46,46,banner,True,46,46,CHAIRMAN MINORITY CONFERENCE COMMITTEE (R),2022,59,32,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,47,47,banner,True,47,47,CHAIRMAN MINORITY CONFERENCE COMMITTEE (R),2023,71,34,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,48,48,banner,True,48,48,CHAIRMAN MINORITY POLICY COMMITTEE (R),2021,58,31,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,49,49,banner,True,49,49,CHAIRMAN MINORITY POLICY COMMITTEE (R),2022,61,32,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,50,50,banner,True,50,50,CHAIRMAN MINORITY POLICY COMMITTEE (R),2023,58,31,block_start
118sdoc2,GPO-CDOC-118sdoc2.pdf,51,51,banner,True,51,51,MAJORITY LEADER (D),2021,50,25,block_start
