office,funding_year,start_page,status,banner_status,record_count,page_count,continuation_page_count,subtotal_count,rows_quarantined,records_checked,dollars_checked,dollars_unchecked,amount_parse_failures,pages_skipped
SENATOR MARK KELLY,2021,17,ok,banner_missing,16,2,1,2,0,16,7308.83,0.0,0,0
INTERN COMPENSATION - KELLY,2021,19,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR MARK KELLY,2022,20,ok,fail,138,6,5,5,0,138,27239.44,0.0,0,0
INTERN COMPENSATION - KELLY,2022,26,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR MARK KELLY,2023,27,ok,fail,240,8,7,5,0,240,1736670.41,0.0,0,0
INTERN COMPENSATION - KELLY,2023,35,ok,ok,10,1,0,2,0,10,26163.43,0.0,0,0
SENATOR JOHN N. KENNEDY,2021,36,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - KENNEDY,2021,37,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR JOHN N. KENNEDY,2022,38,ok,warn,93,5,4,3,0,93,15699.26,0.0,0,0
INTERN COMPENSATION - KENNEDY,2022,43,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR JOHN N. KENNEDY,2023,44,ok,warn,560,23,22,6,0,560,1789685.76,0.0,0,0
INTERN COMPENSATION - KENNEDY,2023,67,ok,ok,5,1,0,2,0,5,19149.98,0.0,0,0
SENATOR ANGUS KING,2021,68,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - KING,2021,69,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR ANGUS KING,2022,70,ok,warn,31,2,1,4,0,31,4750.7,0.0,0,0
INTERN COMPENSATION - KING,2022,72,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR ANGUS KING,2023,73,ok,warn,264,11,10,7,0,264,1739565.46,0.0,0,0
INTERN COMPENSATION - KING,2023,84,ok,ok,5,1,0,2,0,5,24439.46,0.0,0,0
SENATOR AMY KLOBUCHAR,2021,85,ok,warn,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - KLOBUCHAR,2021,86,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR AMY KLOBUCHAR,2022,87,ok,fail,122,5,4,5,0,122,26055.13,0.0,0,0
INTERN COMPENSATION - KLOBUCHAR,2022,92,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR AMY KLOBUCHAR,2023,93,ok,warn,371,14,13,6,0,371,1879911.09,0.0,0,0
INTERN COMPENSATION - KLOBUCHAR,2023,107,ok,ok,26,2,1,2,0,26,41484.67,0.0,0,0
SENATOR JAMES LANKFORD,2021,109,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - LANKFORD,2021,110,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR JAMES LANKFORD,2022,111,ok,warn,69,4,3,3,0,69,21226.2,0.0,0,0
INTERN COMPENSATION - LANKFORD,2022,115,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR JAMES LANKFORD,2023,116,ok,fail,424,18,17,6,0,424,1550111.97,0.0,0,0
INTERN COMPENSATION - LANKFORD,2023,134,ok,ok,8,1,0,2,0,8,16283.3,0.0,0,0
SENATOR PATRICK J. LEAHY,2021,135,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - LEAHY,2021,136,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR PATRICK J. LEAHY,2022,137,ok,fail,64,3,2,4,0,64,23359.64,0.0,0,0
INTERN COMPENSATION - LEAHY,2022,140,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR PATRICK J. LEAHY,2023,141,ok,fail,151,6,5,7,0,151,1026593.27,0.0,0,0
INTERN COMPENSATION - LEAHY,2023,147,ok,ok,2,1,0,2,0,2,6066.66,0.0,0,0
SENATOR MIKE LEE,2021,148,ok,warn,2,1,0,1,0,2,10341.65,0.0,0,0
INTERN COMPENSATION - LEE,2021,149,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR MIKE LEE,2022,150,ok,warn,54,4,3,5,0,54,21620.18,0.0,0,0
INTERN COMPENSATION - LEE,2022,154,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR MIKE LEE,2023,155,ok,warn,226,8,7,5,0,226,1322965.2,0.0,0,0
INTERN COMPENSATION - LEE,2023,163,ok,ok,4,1,0,2,0,4,12299.98,0.0,0,0
SENATOR KELLY LOEFFLER,2021,164,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - LOEFFLER,2021,165,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR BEN RAY LUJAN,2021,166,ok,banner_missing,36,3,2,1,0,36,221.76,0.0,0,0
INTERN COMPENSATION - LUJAN,2021,169,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR BEN RAY LUJAN,2022,170,ok,warn,142,6,5,5,0,142,90674.01,0.0,0,0
INTERN COMPENSATION - LUJAN,2022,176,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR BEN RAY LUJAN,2023,177,ok,warn,255,9,8,7,0,255,1630393.05,0.0,0,0
INTERN COMPENSATION - LUJAN,2023,186,ok,ok,1,1,0,2,0,1,7001.21,0.0,0,0
SENATOR CYNTHIA LUMMIS,2021,187,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - LUMMIS,2021,188,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR CYNTHIA LUMMIS,2022,189,ok,warn,88,4,3,3,0,88,72231.37,0.0,0,0
INTERN COMPENSATION - LUMMIS,2022,193,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR CYNTHIA LUMMIS,2023,194,ok,warn,322,11,10,5,0,322,1393898.06,0.0,0,0
INTERN COMPENSATION - LUMMIS,2023,205,ok,ok,2,1,0,2,0,2,10933.32,0.0,0,0
SENATOR JOE MANCHIN,2021,206,ok,warn,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - MANCHIN,2021,207,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR JOE MANCHIN,2022,208,ok,warn,93,5,4,5,0,93,45286.42,0.0,0,0
INTERN COMPENSATION - MANCHIN,2022,213,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR JOE MANCHIN,2023,214,ok,warn,224,10,9,6,0,224,1414881.48,0.0,0,0
INTERN COMPENSATION - MANCHIN,2023,224,ok,ok,9,1,0,2,0,9,15013.8,0.0,0,0
SENATOR EDWARD MARKEY,2021,225,ok,banner_missing,7,1,0,2,0,7,6573.02,0.0,0,0
INTERN COMPENSATION - MARKEY,2021,226,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR EDWARD MARKEY,2022,227,ok,fail,27,2,1,5,0,27,53496.22,0.0,0,0
INTERN COMPENSATION - MARKEY,2022,229,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR EDWARD MARKEY,2023,230,ok,fail,123,5,4,6,0,123,1775813.79,0.0,0,0
INTERN COMPENSATION - MARKEY,2023,235,ok,ok,13,1,0,2,0,13,24896.71,0.0,0,0
SENATOR ROGER MARSHALL,2021,236,ok,warn,1,1,0,1,0,1,285.99,0.0,0,0
INTERN COMPENSATION - MARSHALL,2021,237,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR ROGER MARSHALL,2022,238,ok,warn,108,5,4,5,0,108,35796.43,0.0,0,0
INTERN COMPENSATION - MARSHALL,2022,243,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR ROGER MARSHALL,2023,244,ok,warn,486,16,15,6,0,486,1498061.69,0.0,0,0
INTERN COMPENSATION - MARSHALL,2023,260,ok,ok,5,1,0,2,0,5,20812.5,0.0,0,0
"SENATOR A. MITCHELL MCCONNELL, JR.",2021,261,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
"INTERN COMPENSATION - MCCONNELL, JR.",2021,262,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
"SENATOR A. MITCHELL MCCONNELL, JR.",2022,263,ok,warn,75,4,3,4,0,75,13640.16,0.0,0,0
"INTERN COMPENSATION - MCCONNELL, JR.",2022,267,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
"SENATOR A. MITCHELL MCCONNELL, JR.",2023,268,ok,warn,413,17,16,5,0,413,1652974.62,0.0,0,0
"INTERN COMPENSATION - MCCONNELL, JR.",2023,285,ok,ok,4,1,0,2,0,4,12924.42,0.0,0,0
SENATOR MARTHA MCSALLY,2021,286,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - MCSALLY,2021,287,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR ROBERT MENENDEZ,2021,288,ok,warn,3,1,0,1,0,3,473.23,0.0,0,0
INTERN COMPENSATION - MENENDEZ,2021,289,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR ROBERT MENENDEZ,2022,290,ok,warn,33,2,1,5,0,33,8903.38,0.0,0,0
INTERN COMPENSATION - MENENDEZ,2022,292,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR ROBERT MENENDEZ,2023,293,ok,warn,236,9,8,6,0,236,1815288.7,0.0,0,0
INTERN COMPENSATION - MENENDEZ,2023,302,ok,ok,1,1,0,2,0,1,9722.19,0.0,0,0
SENATOR JEFF MERKLEY,2021,303,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - MERKLEY,2021,304,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR JEFF MERKLEY,2022,305,ok,fail,42,3,2,4,0,42,33013.99,0.0,0,0
INTERN COMPENSATION - MERKLEY,2022,308,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR JEFF MERKLEY,2023,309,ok,fail,262,10,9,6,0,262,1818810.09,0.0,0,0
INTERN COMPENSATION - MERKLEY,2023,319,ok,ok,1,1,0,2,0,1,6800.0,0.0,0,0
SENATOR JERRY MORAN,2021,320,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - MORAN,2021,321,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR JERRY MORAN,2022,322,ok,warn,57,4,3,5,0,57,65448.24,0.0,0,0
INTERN COMPENSATION - MORAN,2022,326,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR JERRY MORAN,2023,327,ok,warn,510,19,18,6,0,510,1566721.97,0.0,0,0
INTERN COMPENSATION - MORAN,2023,346,ok,ok,2,1,0,2,0,2,9365.53,0.0,0,0
SENATOR MARKWAYNE MULLIN,2023,347,ok,warn,53,3,2,5,0,53,538435.08,0.0,0,0
INTERN COMPENSATION - MULLIN,2023,350,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR LISA MURKOWSKI,2021,351,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - MURKOWSKI,2021,352,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR LISA MURKOWSKI,2022,353,ok,warn,142,6,5,5,0,142,106164.71,0.0,0,0
INTERN COMPENSATION - MURKOWSKI,2022,359,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR LISA MURKOWSKI,2023,360,ok,warn,298,11,10,6,0,298,1990100.77,0.0,0,0
INTERN COMPENSATION - MURKOWSKI,2023,371,ok,ok,1,1,0,2,0,1,12000.0,0.0,0,0
SENATOR CHRIS MURPHY,2021,372,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - MURPHY,2021,373,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR CHRIS MURPHY,2022,374,ok,warn,87,5,4,5,0,87,93524.03,0.0,0,0
INTERN COMPENSATION - MURPHY,2022,379,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR CHRIS MURPHY,2023,380,ok,warn,332,14,13,6,0,332,1620839.05,0.0,0,0
INTERN COMPENSATION - MURPHY,2023,394,ok,ok,13,1,0,2,0,13,15103.13,0.0,0,0
SENATOR PATTY MURRAY,2021,395,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - MURRAY,2021,396,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR PATTY MURRAY,2022,397,ok,fail,57,3,2,4,0,57,23862.05,0.0,0,0
INTERN COMPENSATION - MURRAY,2022,400,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR PATTY MURRAY,2023,401,ok,fail,294,10,9,5,0,294,1806239.74,0.0,0,0
INTERN COMPENSATION - MURRAY,2023,411,ok,ok,6,1,0,2,0,6,27685.18,0.0,0,0
SENATOR JON OSSOFF,2021,412,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
INTERN COMPENSATION - OSSOFF,2021,413,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR JON OSSOFF,2022,414,ok,warn,125,5,4,3,0,125,60971.63,0.0,0,0
INTERN COMPENSATION - OSSOFF,2022,419,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATOR JON OSSOFF,2023,420,ok,fail,487,16,15,6,0,487,1779068.7,0.0,0,0
