office,funding_year,account,start_page,label,check_page,expected,actual,status,basis,second_opinion,independent_sum,context
SENATOR MARK KELLY,2021,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,17,TRAVEL AND TRANSPORTATION OF PERSONS,18,4074.46,4074.46,ok,segment,,,
SENATOR MARK KELLY,2021,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,17,ACQUISITION OF ASSETS,18,3234.37,3234.37,ok,segment,,,
SENATOR MARK KELLY,2021,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,17,BANNER NET PAYROLL,17,0.0,0.0,banner_missing,banner,,,
SENATOR MARK KELLY,2021,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,17,BANNER ORGANIZATION TOTALS,17,7308.83,7308.83,ok,banner,,,
INTERN COMPENSATION - KELLY,2021,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,19,BANNER NET PAYROLL,19,0.0,0.0,banner_missing,banner,,,
INTERN COMPENSATION - KELLY,2021,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,19,BANNER ORGANIZATION TOTALS,19,0.0,0.0,ok,banner,,,
SENATOR MARK KELLY,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,20,PERSONNEL BENEFITS,20,295.56,0.0,no_records,segment,,,
SENATOR MARK KELLY,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,20,NET PAYROLL EXPENSES,20,295.56,295.56,ok,block_running_total,,,
SENATOR MARK KELLY,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,20,TRAVEL AND TRANSPORTATION OF PERSONS,25,26651.96,26651.96,ok,segment,,,
SENATOR MARK KELLY,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,20,OTHER CONTRACTUAL SERVICES,25,530.61,530.61,ok,segment,,,
SENATOR MARK KELLY,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,20,ACQUISITION OF ASSETS,25,56.87,56.87,ok,segment,,,
SENATOR MARK KELLY,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,20,BANNER NET PAYROLL,20,1072.96,295.56,fail,banner,,,fy_boundary_pattern
SENATOR MARK KELLY,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,20,BANNER ORGANIZATION TOTALS,20,35843.01,27535.0,warn,banner,,,captured_bvb_mismatch
INTERN COMPENSATION - KELLY,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,26,BANNER NET PAYROLL,26,0.0,0.0,banner_missing,banner,,,
INTERN COMPENSATION - KELLY,2022,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,26,BANNER ORGANIZATION TOTALS,26,0.0,0.0,ok,banner,,,
SENATOR MARK KELLY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,27,PERSONNEL COMP. FULL-TIME PERMANENT,28,1691488.63,1691488.63,ok,segment,,,
SENATOR MARK KELLY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,27,PERSONNEL BENEFITS,28,2952.52,0.0,no_records,segment,,,
SENATOR MARK KELLY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,27,NET PAYROLL EXPENSES,28,1694441.15,1694441.15,ok,block_running_total,,,
SENATOR MARK KELLY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,27,TRAVEL AND TRANSPORTATION OF PERSONS,34,33643.79,33643.79,ok,segment,,,
SENATOR MARK KELLY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,27,OTHER CONTRACTUAL SERVICES,34,11537.99,11537.99,ok,segment,,,
SENATOR MARK KELLY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,27,BANNER NET PAYROLL,27,1693745.37,1694441.15,fail,banner,,,fy_boundary_pattern
SENATOR MARK KELLY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,27,BANNER ORGANIZATION TOTALS,27,1810140.42,1739622.93,warn,banner,,,captured_bvb_mismatch
INTERN COMPENSATION - KELLY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,35,PERSONNEL COMP. FULL-TIME PERMANENT,35,26163.43,26163.43,ok,segment,,,
INTERN COMPENSATION - KELLY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,35,NET PAYROLL EXPENSES,35,26163.43,26163.43,ok,block_running_total,,,
INTERN COMPENSATION - KELLY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,35,BANNER NET PAYROLL,35,26163.43,26163.43,ok,banner,,,
INTERN COMPENSATION - KELLY,2023,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,35,BANNER ORGANIZATION TOTALS,35,26163.43,26163.43,ok,banner,,,
SENATOR JOHN N. KENNEDY,2021,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,36,BANNER NET PAYROLL,36,0.0,0.0,banner_missing,banner,,,
SENATOR JOHN N. KENNEDY,2021,SENATORS’ OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,36,BANNER ORGANIZATION TOTALS,36,0.0,0.0,ok,banner,,,
